	ENSCPRT00005018694	ENSCMIT00000036315	ENSECRT00000004397	ENSACAT00000017670	ENSLACT00000025354	ENSPSIT00000019983	ENSCPRT00005018685	ENSPSIT00000019988	ENSXETT00000015234	ENSSMRT00000028882	ENSSPUT00000019741	ENSLACT00000006389	ENSCABT00000000466	ENSCABT00000000464
ENSCPRT00005018694	1.0	0.5942028985507246	0.5898550724637681	0.644927536231884	0.6130434782608696	0.6478260869565218	0.7217391304347827	0.6478260869565218	0.6072463768115942	0.6536231884057971	0.6536231884057971	0.6130434782608696	0.6623188405797101	0.6623188405797101
ENSCMIT00000036315	0.5942028985507246	1.0	0.8391304347826087	0.8260869565217391	0.8434782608695652	0.8376811594202899	0.8478260869565217	0.8376811594202899	0.8478260869565217	0.8318840579710145	0.8391304347826087	0.8434782608695652	0.8333333333333334	0.8333333333333334
ENSECRT00000004397	0.5898550724637681	0.8391304347826087	1.0	0.8492753623188406	0.8405797101449275	0.8449275362318841	0.8376811594202899	0.8449275362318841	0.8405797101449275	0.8434782608695652	0.8492753623188406	0.8405797101449275	0.8391304347826087	0.8391304347826087
ENSACAT00000017670	0.644927536231884	0.8260869565217391	0.8492753623188406	1.0	0.8507246376811595	0.9057971014492754	0.908695652173913	0.9057971014492754	0.8579710144927536	0.9304347826086956	0.9057971014492754	0.8507246376811595	0.9130434782608696	0.9130434782608696
ENSLACT00000025354	0.6130434782608696	0.8434782608695652	0.8405797101449275	0.8507246376811595	1.0	0.8739130434782608	0.8666666666666667	0.8739130434782608	0.8579710144927536	0.8536231884057971	0.8666666666666667	1.0	0.8666666666666667	0.8666666666666667
ENSPSIT00000019983	0.6478260869565218	0.8376811594202899	0.8449275362318841	0.9057971014492754	0.8739130434782608	1.0	0.9159420289855073	1.0	0.8579710144927536	0.9043478260869564	0.910144927536232	0.8739130434782608	0.9536231884057972	0.9536231884057972
ENSCPRT00005018685	0.7217391304347827	0.8478260869565217	0.8376811594202899	0.908695652173913	0.8666666666666667	0.9159420289855073	1.0	0.9159420289855073	0.8579710144927536	0.9159420289855073	0.9217391304347826	0.8666666666666667	0.9347826086956522	0.9347826086956522
ENSPSIT00000019988	0.6478260869565218	0.8376811594202899	0.8449275362318841	0.9057971014492754	0.8739130434782608	1.0	0.9159420289855073	1.0	0.8579710144927536	0.9043478260869564	0.910144927536232	0.8739130434782608	0.9536231884057972	0.9536231884057972
ENSXETT00000015234	0.6072463768115942	0.8478260869565217	0.8405797101449275	0.8579710144927536	0.8579710144927536	0.8579710144927536	0.8579710144927536	0.8579710144927536	1.0	0.8536231884057971	0.8478260869565217	0.8579710144927536	0.8536231884057971	0.8536231884057971
ENSSMRT00000028882	0.6536231884057971	0.8318840579710145	0.8434782608695652	0.9304347826086956	0.8536231884057971	0.9043478260869564	0.9159420289855073	0.9043478260869564	0.8536231884057971	1.0	0.9014492753623188	0.8536231884057971	0.910144927536232	0.910144927536232
ENSSPUT00000019741	0.6536231884057971	0.8391304347826087	0.8492753623188406	0.9057971014492754	0.8666666666666667	0.910144927536232	0.9217391304347826	0.910144927536232	0.8478260869565217	0.9014492753623188	1.0	0.8666666666666667	0.9144927536231884	0.9144927536231884
ENSLACT00000006389	0.6130434782608696	0.8434782608695652	0.8405797101449275	0.8507246376811595	1.0	0.8739130434782608	0.8666666666666667	0.8739130434782608	0.8579710144927536	0.8536231884057971	0.8666666666666667	1.0	0.8666666666666667	0.8666666666666667
ENSCABT00000000466	0.6623188405797101	0.8333333333333334	0.8391304347826087	0.9130434782608696	0.8666666666666667	0.9536231884057972	0.9347826086956522	0.9536231884057972	0.8536231884057971	0.910144927536232	0.9144927536231884	0.8666666666666667	1.0	1.0
ENSCABT00000000464	0.6623188405797101	0.8333333333333334	0.8391304347826087	0.9130434782608696	0.8666666666666667	0.9536231884057972	0.9347826086956522	0.9536231884057972	0.8536231884057971	0.910144927536232	0.9144927536231884	0.8666666666666667	1.0	1.0
