,ENSAHAT00000004929,ENSAHAT00000005047,ENSAOWT00000012012,ENSEBUT00000011677,ENSPVIT00000042103,ENSPVIT00000042105,ENSSMRT00000033855,ENSSMRT00000033856,ENSARWT00000020815,ENSARWT00000020814,ENSAOWT00000010980,ENSPVIT00000042106,ENSAHAT00000004870,ENSARWT00000020816,ENSDNVT00000017442,ENSAHAT00000004999,ENSDNVT00000017408
ENSAHAT00000004929,1.0,0.9787878787878788,0.9649831649831649,0.6672278338945006,0.8314253647586981,0.7720538720538721,0.8565656565656565,0.864983164983165,0.9425364758698092,0.955331088664422,0.9395061728395062,0.7711560044893379,0.9915824915824916,0.9567901234567902,0.885297418630752,0.9820426487093153,0.8947250280583614
ENSAHAT00000005047,0.9787878787878788,1.0,0.9437710437710438,0.671604938271605,0.8296296296296296,0.7632996632996633,0.8538720538720539,0.8461279461279462,0.9637485970819304,0.9509539842873176,0.9209876543209876,0.7624017957351291,0.9872053872053872,0.9524130190796858,0.8645342312008979,0.977665544332211,0.8739618406285073
ENSAOWT00000012012,0.9649831649831649,0.9437710437710438,1.0,0.6855218855218855,0.8354657687991022,0.7758698092031425,0.8775533108866442,0.8859708193041527,0.9207631874298541,0.9335578002244669,0.9451178451178451,0.7749719416386083,0.9565656565656566,0.935016835016835,0.8826038159371493,0.9661054994388327,0.8730639730639731
ENSEBUT00000011677,0.6672278338945006,0.671604938271605,0.6855218855218855,1.0,0.6676767676767676,0.6749719416386083,0.6781144781144781,0.6865319865319865,0.6594837261503929,0.64668911335578,0.6892255892255892,0.6769921436588103,0.6588103254769921,0.6457912457912458,0.6287317620650954,0.6679012345679012,0.6196408529741864
ENSPVIT00000042103,0.8314253647586981,0.8296296296296296,0.8354657687991022,0.6676767676767676,1.0,0.8882154882154882,0.8574635241301908,0.8496071829405163,0.811672278338945,0.8209876543209876,0.827384960718294,0.8794612794612795,0.8389450056116723,0.8210998877665544,0.7575757575757576,0.8315375982042649,0.7648709315375982
ENSPVIT00000042105,0.7720538720538721,0.7632996632996633,0.7758698092031425,0.6749719416386083,0.8882154882154882,1.0,0.7814814814814814,0.7898989898989899,0.7454545454545455,0.7457912457912458,0.8028058361391694,0.9818181818181818,0.7636363636363637,0.7459034792368125,0.6986531986531986,0.7566778900112233,0.7054994388327722
ENSSMRT00000033855,0.8565656565656565,0.8538720538720539,0.8775533108866442,0.6781144781144781,0.8574635241301908,0.7814814814814814,1.0,0.9915824915824916,0.8362514029180695,0.84668911335578,0.8373737373737373,0.7806958473625141,0.8643097643097644,0.8471380471380472,0.796408529741863,0.8738496071829405,0.7868686868686868
ENSSMRT00000033856,0.864983164983165,0.8461279461279462,0.8859708193041527,0.6865319865319865,0.8496071829405163,0.7898989898989899,0.9915824915824916,1.0,0.8285072951739618,0.8389450056116723,0.8457912457912458,0.7891133557800224,0.8565656565656565,0.8393939393939394,0.8048260381593715,0.8661054994388327,0.7952861952861953
ENSARWT00000020815,0.9425364758698092,0.9637485970819304,0.9207631874298541,0.6594837261503929,0.811672278338945,0.7454545454545455,0.8362514029180695,0.8285072951739618,1.0,0.9872053872053872,0.8980920314253648,0.7445566778900112,0.9509539842873176,0.97003367003367,0.8998877665544333,0.9414141414141414,0.9093153759820426
ENSARWT00000020814,0.955331088664422,0.9509539842873176,0.9335578002244669,0.64668911335578,0.8209876543209876,0.7457912457912458,0.84668911335578,0.8389450056116723,0.9872053872053872,1.0,0.9081930415263748,0.7448933782267115,0.9637485970819304,0.9828282828282828,0.9122334455667789,0.9542087542087542,0.9216610549943883
ENSAOWT00000010980,0.9395061728395062,0.9209876543209876,0.9451178451178451,0.6892255892255892,0.827384960718294,0.8028058361391694,0.8373737373737373,0.8457912457912458,0.8980920314253648,0.9081930415263748,1.0,0.7982042648709315,0.9310886644219978,0.909652076318743,0.8397306397306398,0.9219977553310886,0.848709315375982
ENSPVIT00000042106,0.7711560044893379,0.7624017957351291,0.7749719416386083,0.6769921436588103,0.8794612794612795,0.9818181818181818,0.7806958473625141,0.7891133557800224,0.7445566778900112,0.7448933782267115,0.7982042648709315,1.0,0.7627384960718294,0.7450056116722783,0.6978675645342312,0.7557800224466891,0.7047138047138047
ENSAHAT00000004870,0.9915824915824916,0.9872053872053872,0.9565656565656566,0.6588103254769921,0.8389450056116723,0.7636363636363637,0.8643097643097644,0.8565656565656565,0.9509539842873176,0.9637485970819304,0.9310886644219978,0.7627384960718294,1.0,0.9652076318742986,0.8768799102132435,0.9904601571268238,0.886307519640853
