	ENSKMAT00000000020	ENSMZET00005000020	ENSMALT00000000020	ENSPRET00000000020	ENSFHET00000000020	ENSXMAT00000020874	ENSCVAT00000000020	ENSORLT00000026747	ENSNBRT00000000020	ENSCSET00000000020
ENSKMAT00000000020	1.0	0.7887120115774241	0.7337192474674384	0.7742402315484804	0.7756874095513748	0.7698986975397974	0.8031837916063675	0.7670043415340086	0.7829232995658466	0.7250361794500724
ENSMZET00005000020	0.7887120115774241	1.0	0.7424023154848046	0.8133140376266281	0.808972503617945	0.8147612156295224	0.829232995658466	0.8046309696092621	0.8972503617945007	0.7279305354558611
ENSMALT00000000020	0.7337192474674384	0.7424023154848046	1.0	0.7091172214182344	0.7149059334298119	0.7047756874095513	0.7366136034732272	0.7163531114327062	0.7424023154848046	0.6975397973950795
ENSPRET00000000020	0.7742402315484804	0.8133140376266281	0.7091172214182344	1.0	0.8263386396526773	0.8379160636758322	0.8277858176555717	0.7887120115774241	0.8075253256150506	0.7091172214182344
ENSFHET00000000020	0.7756874095513748	0.808972503617945	0.7149059334298119	0.8263386396526773	1.0	0.7988422575976846	0.8335745296671491	0.7829232995658466	0.8133140376266281	0.723589001447178
ENSXMAT00000020874	0.7698986975397974	0.8147612156295224	0.7047756874095513	0.8379160636758322	0.7988422575976846	1.0	0.8060781476121563	0.7829232995658466	0.8133140376266281	0.7206946454413893
ENSCVAT00000000020	0.8031837916063675	0.829232995658466	0.7366136034732272	0.8277858176555717	0.8335745296671491	0.8060781476121563	1.0	0.8147612156295224	0.8364688856729378	0.7293777134587555
ENSORLT00000026747	0.7670043415340086	0.8046309696092621	0.7163531114327062	0.7887120115774241	0.7829232995658466	0.7829232995658466	0.8147612156295224	1.0	0.8133140376266281	0.7134587554269175
ENSNBRT00000000020	0.7829232995658466	0.8972503617945007	0.7424023154848046	0.8075253256150506	0.8133140376266281	0.8133140376266281	0.8364688856729378	0.8133140376266281	1.0	0.7337192474674384
ENSCSET00000000020	0.7250361794500724	0.7279305354558611	0.6975397973950795	0.7091172214182344	0.723589001447178	0.7206946454413893	0.7293777134587555	0.7134587554269175	0.7337192474674384	1.0
