	ENSPVAT00000011860	ENSPCIT00000038605	ENSSHAT00000001890	ENSMODT00000023700	ENSVURT00010017993	ENSMEUT00000014372	ENSNVIT00000035643	ENSVURT00010018009	ENSMLUT00000016977	ENSAMET00000013090	ENSPCIT00000064056	ENSMODT00000060571	ENSSHAT00000001891	ENSVURT00010018017	ENSUMAT00000013189	ENSPCIT00000068009	ENSUAMT00000004861	ENSMODT00000075858	ENSNVIT00000035637
ENSPVAT00000011860	1.0	0.6177317213586644	0.7072538860103627	0.6914219919401267	0.6827864133563616	0.7089810017271158	0.8324697754749568	0.6698330454807139	0.8088658606793322	0.8270005757052389	0.6588946459412781	0.6206102475532528	0.7081174438687392	0.6421991940126656	0.8316062176165803	0.6882556131260794	0.7746113989637305	0.6508347725964306	0.7838226827864133
ENSPCIT00000038605	0.6177317213586644	1.0	0.8572251007484168	0.8779504893494531	0.8952216465169833	0.8580886586067933	0.7225100748416811	0.8811168681635003	0.6816350028785262	0.7066781807714451	0.8842832469775475	0.952216465169833	0.8137593552101324	0.8517559009786989	0.7187679907887162	0.9248704663212436	0.6629245826137018	0.837363270005757	0.7492803684513529
ENSSHAT00000001890	0.7072538860103627	0.8572251007484168	1.0	0.9234312032239492	0.9260218767990788	0.8696027633851469	0.810880829015544	0.911917098445596	0.7679907887161773	0.7982153137593552	0.8929188255613126	0.8500287852619459	0.9542314335060448	0.8825561312607945	0.8094415659182499	0.9312032239493381	0.7538860103626943	0.8828439838802533	0.7671272308578008
ENSMODT00000023700	0.6914219919401267	0.8779504893494531	0.9234312032239492	1.0	0.9441565918249856	0.8474381116868164	0.7921704087507196	0.9300518134715026	0.7492803684513529	0.7777777777777778	0.9147956246401844	0.9248704663212436	0.8808290155440415	0.9015544041450776	0.7892918825561313	0.9519286125503742	0.7340241796200345	0.9594127806563041	0.7478411053540587
ENSVURT00010017993	0.6827864133563616	0.8952216465169833	0.9260218767990788	0.9441565918249856	1.0	0.8514680483592401	0.7846862406447899	0.985607369027058	0.7417962003454232	0.7711571675302246	0.9306275187104204	0.8701784686240644	0.8842832469775475	0.955958549222798	0.7823834196891192	0.9703511801957396	0.7265400115141047	0.9035693724812895	0.7406447898675877
ENSMEUT00000014372	0.7089810017271158	0.8580886586067933	0.8696027633851469	0.8474381116868164	0.8514680483592401	1.0	0.7930339666090962	0.8370754173862982	0.7812320092112838	0.7898675877950491	0.819804260218768	0.8483016695451928	0.8785261945883708	0.8074265975820379	0.7892918825561313	0.8572251007484168	0.7331606217616581	0.8068508923431204	0.819804260218768
ENSNVIT00000035643	0.8324697754749568	0.7225100748416811	0.810880829015544	0.7921704087507196	0.7846862406447899	0.7930339666090962	1.0	0.772020725388601	0.8704663212435233	0.952216465169833	0.7628094415659182	0.7219343696027634	0.8117443868739206	0.7446747265400115	0.9694876223373632	0.7924582613701785	0.9139320667818076	0.7515831894070236	0.9507772020725388
ENSVURT00010018009	0.6698330454807139	0.8811168681635003	0.911917098445596	0.9300518134715026	0.985607369027058	0.8370754173862982	0.772020725388601	1.0	0.7288428324697754	0.7579159470351179	0.9165227403569371	0.8560736902705814	0.8701784686240644	0.9611398963730571	0.7691421991940126	0.9562464018422568	0.7317213586643638	0.8894645941278065	0.727979274611399
ENSMLUT00000016977	0.8088658606793322	0.6816350028785262	0.7679907887161773	0.7492803684513529	0.7417962003454232	0.7812320092112838	0.8704663212435233	0.7288428324697754	1.0	0.8670120898100173	0.7239493379389752	0.6796200345423143	0.7846862406447899	0.7029360967184801	0.8724812895797351	0.7512953367875648	0.8160621761658031	0.7086931491076569	0.8241220495106506
ENSAMET00000013090	0.8270005757052389	0.7066781807714451	0.7982153137593552	0.7777777777777778	0.7711571675302246	0.7898675877950491	0.952216465169833	0.7579159470351179	0.8670120898100173	1.0	0.7484168105929764	0.7066781807714451	0.8010938399539436	0.7302820955670697	0.9645941278065632	0.7777777777777778	0.9090385722510076	0.7371905584340818	0.9041450777202072
ENSPCIT00000064056	0.6588946459412781	0.8842832469775475	0.8929188255613126	0.9147956246401844	0.9306275187104204	0.819804260218768	0.7628094415659182	0.9165227403569371	0.7239493379389752	0.7484168105929764	1.0	0.8408175014392631	0.8494530800230282	0.8871617731721358	0.7602187679907887	0.9594127806563041	0.7043753598157744	0.8742084052964882	0.7187679907887162
ENSMODT00000060571	0.6206102475532528	0.952216465169833	0.8500287852619459	0.9248704663212436	0.8701784686240644	0.8483016695451928	0.7219343696027634	0.8560736902705814	0.6796200345423143	0.7066781807714451	0.8408175014392631	1.0	0.8074265975820379	0.8275762809441566	0.7179044329303397	0.8779504893494531	0.662636729994243	0.8842832469775475	0.7487046632124352
ENSSHAT00000001891	0.7081174438687392	0.8137593552101324	0.9542314335060448	0.8808290155440415	0.8842832469775475	0.8785261945883708	0.8117443868739206	0.8701784686240644	0.7846862406447899	0.8010938399539436	0.8494530800230282	0.8074265975820379	1.0	0.8408175014392631	0.8100172711571675	0.8877374784110535	0.754461715601612	0.8402417962003454	0.7679907887161773
ENSVURT00010018017	0.6421991940126656	0.8517559009786989	0.8825561312607945	0.9015544041450776	0.955958549222798	0.8074265975820379	0.7446747265400115	0.9611398963730571	0.7029360967184801	0.7302820955670697	0.8871617731721358	0.8275762809441566	0.8408175014392631	1.0	0.7420840529648821	0.9268854346574554	0.7046632124352331	0.8609671848013817	0.7006332757628094
ENSUMAT00000013189	0.8316062176165803	0.7187679907887162	0.8094415659182499	0.7892918825561313	0.7823834196891192	0.7892918825561313	0.9694876223373632	0.7691421991940126	0.8724812895797351	0.9645941278065632	0.7602187679907887	0.7179044329303397	0.8100172711571675	0.7420840529648821	1.0	0.7901554404145078	0.9352331606217616	0.7487046632124352	0.9217040875071963
ENSPCIT00000068009	0.6882556131260794	0.9248704663212436	0.9312032239493381	0.9519286125503742	0.9703511801957396	0.8572251007484168	0.7924582613701785	0.9562464018422568	0.7512953367875648	0.7777777777777778	0.9594127806563041	0.8779504893494531	0.8877374784110535	0.9268854346574554	0.7901554404145078	1.0	0.7343120322394934	0.9113413932066782	0.7484168105929764
ENSUAMT00000004861	0.7746113989637305	0.6629245826137018	0.7538860103626943	0.7340241796200345	0.7265400115141047	0.7331606217616581	0.9139320667818076	0.7317213586643638	0.8160621761658031	0.9090385722510076	0.7043753598157744	0.662636729994243	0.754461715601612	0.7046632124352331	0.9352331606217616	0.7343120322394934	1.0	0.6934369602763385	0.8661485319516408
ENSMODT00000075858	0.6508347725964306	0.837363270005757	0.8828439838802533	0.9594127806563041	0.9035693724812895	0.8068508923431204	0.7515831894070236	0.8894645941278065	0.7086931491076569	0.7371905584340818	0.8742084052964882	0.8842832469775475	0.8402417962003454	0.8609671848013817	0.7487046632124352	0.9113413932066782	0.6934369602763385	1.0	0.7072538860103627
ENSNVIT00000035637	0.7838226827864133	0.7492803684513529	0.7671272308578008	0.7478411053540587	0.7406447898675877	0.819804260218768	0.9507772020725388	0.727979274611399	0.8241220495106506	0.9041450777202072	0.7187679907887162	0.7487046632124352	0.7679907887161773	0.7006332757628094	0.9217040875071963	0.7484168105929764	0.8661485319516408	0.7072538860103627	1.0
