,ENSPFOT00000023231,ENSPFOT00000022260,ENSPFOT00000017066,ENSPFOT00000021951,ENSPMET00000028360,ENSPFOT00000021954,ENSPFOT00000000265,ENSPRET00000022673,ENSPFOT00000018225,ENSPFOT00000023141,ENSPLAT00000010373,ENSPFOT00000011865
ENSPFOT00000023231,1.0,0.7901437371663245,0.573305954825462,0.6480492813141684,0.62217659137577,0.8837782340862423,0.5293634496919918,0.5708418891170431,0.5794661190965092,0.6308008213552362,0.6299794661190965,0.553182751540041
ENSPFOT00000022260,0.7901437371663245,1.0,0.6989733059548254,0.7273100616016427,0.5815195071868583,0.9063655030800821,0.6620123203285421,0.7137577002053388,0.5388090349075976,0.7100616016427105,0.5893223819301848,0.6685831622176591
ENSPFOT00000017066,0.573305954825462,0.6989733059548254,1.0,0.8447638603696098,0.6484599589322382,0.628747433264887,0.7950718685831623,0.8636550308008214,0.36755646817248455,0.9002053388090349,0.4184804928131417,0.8579055441478439
ENSPFOT00000021951,0.6480492813141684,0.7273100616016427,0.8447638603696098,1.0,0.7486652977412731,0.7273100616016427,0.8262833675564681,0.9018480492813141,0.4636550308008214,0.9334702258726899,0.5145790554414784,0.8706365503080082
ENSPMET00000028360,0.62217659137577,0.5815195071868583,0.6484599589322382,0.7486652977412731,1.0,0.5815195071868583,0.6225872689938399,0.6665297741273101,0.46652977412731,0.742094455852156,0.5856262833675565,0.6229979466119097
ENSPFOT00000021954,0.8837782340862423,0.9063655030800821,0.628747433264887,0.7273100616016427,0.5815195071868583,1.0,0.6061601642710472,0.6505133470225872,0.5388090349075976,0.7100616016427105,0.5893223819301848,0.6082135523613963
ENSPFOT00000000265,0.5293634496919918,0.6620123203285421,0.7950718685831623,0.8262833675564681,0.6225872689938399,0.6061601642710472,1.0,0.8496919917864476,0.3831622176591376,0.7983572895277208,0.43449691991786454,0.839835728952772
ENSPRET00000022673,0.5708418891170431,0.7137577002053388,0.8636550308008214,0.9018480492813141,0.6665297741273101,0.6505133470225872,0.8496919917864476,1.0,0.38069815195071866,0.8464065708418891,0.43326488706365507,0.9055441478439425
ENSPFOT00000018225,0.5794661190965092,0.5388090349075976,0.36755646817248455,0.4636550308008214,0.46652977412731,0.5388090349075976,0.3831622176591376,0.38069815195071866,1.0,0.45995893223819295,0.740041067761807,0.3392197125256673
ENSPFOT00000023141,0.6308008213552362,0.7100616016427105,0.9002053388090349,0.9334702258726899,0.742094455852156,0.7100616016427105,0.7983572895277208,0.8464065708418891,0.45995893223819295,1.0,0.5108829568788501,0.8041067761806981
ENSPLAT00000010373,0.6299794661190965,0.5893223819301848,0.4184804928131417,0.5145790554414784,0.5856262833675565,0.5893223819301848,0.43449691991786454,0.43326488706365507,0.740041067761807,0.5108829568788501,1.0,0.39014373716632444
ENSPFOT00000011865,0.553182751540041,0.6685831622176591,0.8579055441478439,0.8706365503080082,0.6229979466119097,0.6082135523613963,0.839835728952772,0.9055441478439425,0.3392197125256673,0.8041067761806981,0.39014373716632444,1.0
