	ENSAHAT00000025072	ENSARWT00000021062	ENSAHAT00000025076	ENSARWT00000021064	ENSGALT00000078411	ENSAOWT00000003350	ENSDNVT00000015074	ENSAOWT00000003343	ENSNMET00000011716	ENSDNVT00000015069
ENSAHAT00000025072	1.0	0.8067567567567567	0.954054054054054	0.9986486486486488	0.9013513513513514	0.954054054054054	0.991891891891892	1.0	0.9126126126126126	0.9004504504504505
ENSARWT00000021062	0.8067567567567567	1.0	0.8527027027027027	0.8076576576576576	0.7207207207207207	0.8527027027027027	0.8004504504504505	0.8067567567567567	0.7301801801801802	0.8193693693693693
ENSAHAT00000025076	0.954054054054054	0.8527027027027027	1.0	0.9527027027027029	0.8617117117117117	1.0	0.9463963963963964	0.954054054054054	0.8716216216216216	0.854954954954955
ENSARWT00000021064	0.9986486486486488	0.8076576576576576	0.9527027027027029	1.0	0.9009009009009008	0.9527027027027029	0.9914414414414414	0.9986486486486488	0.9121621621621622	0.8995495495495496
ENSGALT00000078411	0.9013513513513514	0.7207207207207207	0.8617117117117117	0.9009009009009008	1.0	0.8617117117117117	0.904054054054054	0.9013513513513514	0.8806306306306306	0.8171171171171171
ENSAOWT00000003350	0.954054054054054	0.8527027027027027	1.0	0.9527027027027029	0.8617117117117117	1.0	0.9463963963963964	0.954054054054054	0.8716216216216216	0.854954954954955
ENSDNVT00000015074	0.991891891891892	0.8004504504504505	0.9463963963963964	0.9914414414414414	0.904054054054054	0.9463963963963964	1.0	0.991891891891892	0.9148648648648648	0.9072072072072072
ENSAOWT00000003343	1.0	0.8067567567567567	0.954054054054054	0.9986486486486488	0.9013513513513514	0.954054054054054	0.991891891891892	1.0	0.9126126126126126	0.9004504504504505
ENSNMET00000011716	0.9126126126126126	0.7301801801801802	0.8716216216216216	0.9121621621621622	0.8806306306306306	0.8716216216216216	0.9148648648648648	0.9126126126126126	1.0	0.8274774774774775
ENSDNVT00000015069	0.9004504504504505	0.8193693693693693	0.854954954954955	0.8995495495495496	0.8171171171171171	0.854954954954955	0.9072072072072072	0.9004504504504505	0.8274774774774775	1.0
