,ENSPCOT00000008465,ENSGGOT00000007048,ENSMICT00000012413,ENSPTRT00000036999,ENST00000334773,ENSPSMT00000006632,ENSNLET00000013374,ENSRROT00000047097,ENST00000335510,ENSNLET00000050496,ENSPPYT00000021365,ENSRBIT00000061734
ENSPCOT00000008465,1.0,0.8228346456692913,0.9251968503937008,0.8149606299212598,0.8267716535433071,0.9212598425196851,0.7913385826771654,0.8031496062992126,0.8267716535433071,0.5590551181102362,0.7992125984251969,0.8031496062992126
ENSGGOT00000007048,0.8228346456692913,1.0,0.7952755905511811,0.9803149606299213,0.9921259842519685,0.8031496062992126,0.952755905511811,0.952755905511811,0.9921259842519685,0.7007874015748031,0.9645669291338582,0.952755905511811
ENSMICT00000012413,0.9251968503937008,0.7952755905511811,1.0,0.7874015748031497,0.7992125984251969,0.9330708661417323,0.7677165354330708,0.7755905511811023,0.7992125984251969,0.5551181102362205,0.7874015748031497,0.7755905511811023
ENSPTRT00000036999,0.8149606299212598,0.9803149606299213,0.7874015748031497,1.0,0.9881889763779528,0.7952755905511811,0.9409448818897638,0.9488188976377953,0.9881889763779528,0.6929133858267716,0.952755905511811,0.9488188976377953
ENST00000334773,0.8267716535433071,0.9921259842519685,0.7992125984251969,0.9881889763779528,1.0,0.8070866141732284,0.952755905511811,0.9606299212598425,1.0,0.7007874015748031,0.9645669291338582,0.9606299212598425
ENSPSMT00000006632,0.9212598425196851,0.8031496062992126,0.9330708661417323,0.7952755905511811,0.8070866141732284,1.0,0.7755905511811023,0.7992125984251969,0.8070866141732284,0.5590551181102362,0.7913385826771654,0.7992125984251969
ENSNLET00000013374,0.7913385826771654,0.952755905511811,0.7677165354330708,0.9409448818897638,0.952755905511811,0.7755905511811023,1.0,0.9173228346456693,0.952755905511811,0.6771653543307087,0.9409448818897638,0.9173228346456693
ENSRROT00000047097,0.8031496062992126,0.952755905511811,0.7755905511811023,0.9488188976377953,0.9606299212598425,0.7992125984251969,0.9173228346456693,1.0,0.9606299212598425,0.6692913385826772,0.9291338582677166,1.0
ENST00000335510,0.8267716535433071,0.9921259842519685,0.7992125984251969,0.9881889763779528,1.0,0.8070866141732284,0.952755905511811,0.9606299212598425,1.0,0.7007874015748031,0.9645669291338582,0.9606299212598425
ENSNLET00000050496,0.5590551181102362,0.7007874015748031,0.5551181102362205,0.6929133858267716,0.7007874015748031,0.5590551181102362,0.6771653543307087,0.6692913385826772,0.7007874015748031,1.0,0.6929133858267716,0.6692913385826772
ENSPPYT00000021365,0.7992125984251969,0.9645669291338582,0.7874015748031497,0.952755905511811,0.9645669291338582,0.7913385826771654,0.9409448818897638,0.9291338582677166,0.9645669291338582,0.6929133858267716,1.0,0.9291338582677166
ENSRBIT00000061734,0.8031496062992126,0.952755905511811,0.7755905511811023,0.9488188976377953,0.9606299212598425,0.7992125984251969,0.9173228346456693,1.0,0.9606299212598425,0.6692913385826772,0.9291338582677166,1.0
