,ENSCGOT00000036914,ENSLCRT00005005766,ENSMMOT00000003802,ENSLCRT00005004446,ENSLCRT00005005780,ENSMAMT00000033128,ENSBSLT00000004566,ENSBSLT00000004567,ENSBSLT00000004565,ENSBSLT00000004562,ENSBSLT00000004563,ENSSFOT00015009875,ENSCGOT00000036920,ENSMAMT00000033141,ENSLCRT00005005762,ENSLBET00000006341,ENSLCRT00005005747,ENSPKIT00000026165,ENSLBET00000007001,ENSLBET00000007080,ENSTRUT00000036760,ENSLCRT00005005768,ENSLCRT00005005769,ENSSDUT00000023234,ENSMALT00000018355,ENSLCRT00005005737,ENSLCRT00005004265,ENSMAMT00000033134,ENSSDUT00000023135,ENSLBET00000006670,ENSSDUT00000023179,ENSCGOT00000036908,ENSMALT00000018422,ENSATET00000020604,ENSBSLT00000004571,ENSBSLT00000004573,ENSBSLT00000004559,ENSMALT00000018390,ENSBSLT00000004557,ENSATET00000020568,ENSLCRT00005005776
ENSCGOT00000036914,1.0,0.896674953387197,0.8716594157862027,0.8924798011187073,0.887197016780609,0.8875077688004972,0.8943443132380361,0.8885954008701057,0.877252952144189,0.8867308887507769,0.8637352392790553,0.8306401491609695,0.9516780609073959,0.8851771286513362,0.887041640770665,0.305469235550031,0.8898384089496582,0.8551895587321318,0.8770975761342449,0.8993163455562461,0.834058421379739,0.8996270975761342,0.8716594157862027,0.9095711622125544,0.887041640770665,0.9052206339341206,0.8837787445618397,0.8977625854568054,0.8972964574269733,0.7085146053449347,0.9075512740832815,0.9648850217526413,0.8979179614667495,0.8952765692977004,0.8805158483530143,0.8864201367308887,0.882069608452455,0.8972964574269733,0.8718147917961466,0.8850217526413922,0.8789620882535737
ENSLCRT00005005766,0.896674953387197,1.0,0.9000932256059664,0.9532318210068366,0.9091050341827221,0.9117464263517713,0.9150093225605966,0.8948104412678682,0.8685518955873213,0.9120571783716594,0.8876631448104413,0.8140149160969546,0.9128340584213798,0.9094157862026103,0.9821317588564326,0.271441889372281,0.9853946550652579,0.8492852703542573,0.9136109384711001,0.9024238657551275,0.8572094468614045,0.995183343691734,0.9341205717837165,0.8997824735860783,0.9122125543816035,0.9676817899316346,0.9114356743318831,0.9220012430080795,0.9201367308887508,0.7263828464885022,0.930391547545059,0.925419515226849,0.9202921068986949,0.9185829707893102,0.8899937849596022,0.8867308887507769,0.9069297700435053,0.9224673710379118,0.896674953387197,0.9083281541330018,0.9336544437538844
ENSMMOT00000003802,0.8716594157862027,0.9000932256059664,1.0,0.8682411435674332,0.8553449347420758,0.8952765692977004,0.8993163455562461,0.8809819763828465,0.8547234307022996,0.8971410814170292,0.8752330640149161,0.8093536357986327,0.8892169049098819,0.8929459291485394,0.8924798011187073,0.25512740832815406,0.891702921068987,0.8429148539465506,0.8943443132380361,0.891702921068987,0.8800497203231821,0.901491609695463,0.8783405842137973,0.8864201367308887,0.8958980733374767,0.9119018023617154,0.8614045991298943,0.9055313859540087,0.8980733374766936,0.699658172778123,0.9083281541330018,0.9018023617153511,0.901491609695463,0.9028899937849596,0.8761653200745805,0.8743008079552517,0.8938781852082038,0.906152889993785,0.8836233685518956,0.8926351771286514,0.8805158483530143
ENSLCRT00005004446,0.8924798011187073,0.9532318210068366,0.8682411435674332,1.0,0.9027346177750155,0.879738968303294,0.8861093847110006,0.8687072715972654,0.8396519577377253,0.877252952144189,0.8547234307022996,0.7970789310130516,0.8800497203231821,0.877408328154133,0.9487259167184586,0.2961466749533872,0.9482597886886265,0.8769422001243008,0.8817588564325668,0.872436295835923,0.8573648228713486,0.9580484773151026,0.8969857054070851,0.9310130515848353,0.8792728402734618,0.9305469235550031,0.9401802361715351,0.8899937849596022,0.887041640770665,0.6976382846488502,0.8972964574269733,0.8926351771286514,0.8881292728402734,0.8878185208203854,0.872436295835923,0.8548788067122436,0.8739900559353636,0.8895276569297701,0.8637352392790553,0.877563704164077,0.9291485394655066
ENSLCRT00005005780,0.887197016780609,0.9091050341827221,0.8553449347420758,0.9027346177750155,1.0,0.8662212554381603,0.8819142324425109,0.8506836544437539,0.8354568054692355,0.8687072715972654,0.8471100062150404,0.7775015537600994,0.8708825357364823,0.8638906152889994,0.8974518334369174,0.2961466749533872,0.9007147296457427,0.8366998135487881,0.8590739589807334,0.8811373523927906,0.8475761342448725,0.9105034182722188,0.8833126165320074,0.8884400248601616,0.867930391547545,0.9168738346799254,0.8948104412678682,0.8764760720944687,0.8747669359850839,0.7030764449968925,0.8850217526413922,0.8834679925419515,0.8881292728402734,0.874922311995028,0.8489745183343692,0.8444686140459913,0.8635798632691113,0.8781852082038534,0.853325046612803,0.8646674953387197,0.9434431323803605
ENSMAMT00000033128,0.8875077688004972,0.9117464263517713,0.8952765692977004,0.879738968303294,0.8662212554381603,1.0,0.9185829707893102,0.903822249844624,0.8719701678060907,0.9333436917339962,0.9103480422622747,0.8158794282162835,0.9059975139838409,0.997669359850839,0.9042883778744562,0.24394033561218142,0.9036668738346799,0.8458669981354879,0.8993163455562461,0.8952765692977004,0.8502175264139217,0.913455562461156,0.9286824114356743,0.9032007458048478,0.9599129894344314,0.9418893722809198,0.8910814170292107,0.9897451833436918,0.9627097576134245,0.7001243008079553,0.9527656929770043,0.9185829707893102,0.9283716594157863,0.944841516469857,0.9045991298943443,0.9094157862026103,0.9300807955251709,0.9501243008079553,0.940024860161591,0.9549409571162213,0.8929459291485394
ENSBSLT00000004566,0.8943443132380361,0.9150093225605966,0.8993163455562461,0.8861093847110006,0.8819142324425109,0.9185829707893102,1.0,0.963952765692977,0.9473275326289621,0.9843070229956494,0.9580484773151026,0.826911124922312,0.9097265382224985,0.9162523306401492,0.9059975139838409,0.26911124922312,0.9083281541330018,0.8559664387818521,0.9005593536357986,0.901336233685519,0.8655997513983841,0.9181168427594779,0.8896830329397141,0.90863890615289,0.9192044748290864,0.9232442510876321,0.8769422001243008,0.9288377874456184,0.9226227470478559,0.7155065257924177,0.9328775637041641,0.9223119950279677,0.930236171535115,0.9344313238036047,0.9627097576134245,0.9571162212554382,0.9791796146674954,0.9294592914853946,0.968924798011187,0.9241765071472965,0.9036668738346799
ENSBSLT00000004567,0.8885954008701057,0.8948104412678682,0.8809819763828465,0.8687072715972654,0.8506836544437539,0.903822249844624,0.963952765692977,1.0,0.9258856432566812,0.9625543816034804,0.9390926041019266,0.8160348042262274,0.8982287134866377,0.901491609695463,0.8853325046612803,0.2579241765071473,0.8862647607209447,0.8435363579863269,0.8816034804226227,0.8792728402734618,0.8454008701056557,0.8960534493474207,0.8767868241143567,0.8907706650093226,0.9039776258545681,0.9103480422622747,0.8673088875077688,0.9140770665009322,0.9081727781230577,0.6998135487880671,0.9184275947793661,0.9108141702921069,0.906152889993785,0.9199813548788067,0.9530764449968925,0.9558732131758857,0.9651957737725295,0.9142324425108763,0.9549409571162213,0.9097265382224985,0.8741454319453077
ENSBSLT00000004565,0.877252952144189,0.8685518955873213,0.8547234307022996,0.8396519577377253,0.8354568054692355,0.8719701678060907,0.9473275326289621,0.9258856432566812,1.0,0.9334990677439403,0.9072405220633935,0.853480422622747,0.8926351771286514,0.8696395276569298,0.8595400870105656,0.29568054692355505,0.8618707271597266,0.8168116842759477,0.8551895587321318,0.8559664387818521,0.8206960845245495,0.8716594157862027,0.8432256059664388,0.8614045991298943,0.872591671845867,0.8767868241143567,0.8304847731510255,0.882224984462399,0.8753884400248602,0.7420758234928527,0.8856432566811684,0.9052206339341206,0.8836233685518956,0.8879738968303293,0.9119018023617154,0.9345866998135488,0.9283716594157863,0.8828464885021753,0.9181168427594779,0.8777190801740211,0.8572094468614045
ENSBSLT00000004562,0.8867308887507769,0.9120571783716594,0.8971410814170292,0.877252952144189,0.8687072715972654,0.9333436917339962,0.9843070229956494,0.9625543816034804,0.9334990677439403,1.0,0.973741454319453,0.8202299564947172,0.9045991298943443,0.9310130515848353,0.9016469857054071,0.2565257924176507,0.9030453697949037,0.8494406463642014,0.8983840894965818,0.8960534493474207,0.8595400870105656,0.9128340584213798,0.9045991298943443,0.8997824735860783,0.9334990677439403,0.9210689869484152,0.8711932877563704,0.9266625233064015,0.9376942200124301,0.706650093225606,0.9308576755748912,0.9171845866998135,0.9246426351771286,0.9322560596643878,0.9582038533250467,0.9557178371659416,0.9777812305779987,0.9269732753262896,0.9846177750155376,0.9390926041019266,0.8921690490988191
ENSBSLT00000004563,0.8637352392790553,0.8876631448104413,0.8752330640149161,0.8547234307022996,0.8471100062150404,0.9103480422622747,0.9580484773151026,0.9390926041019266,0.9072405220633935,0.973741454319453,1.0,0.7997203231821007,0.8809819763828465,0.9080174021131138,0.8791174642635177,0.2625854568054693,0.8791174642635177,0.8300186451211933,0.8760099440646364,0.8736793039154754,0.8396519577377253,0.8889061528899938,0.882069608452455,0.8800497203231821,0.9101926662523306,0.8985394655065257,0.848663766314481,0.9036668738346799,0.9148539465506526,0.685208203853325,0.9080174021131138,0.8935674331883158,0.9000932256059664,0.9091050341827221,0.9353635798632691,0.9322560596643878,0.954319453076445,0.9036668738346799,0.9611559975139838,0.915941578620261,0.8705717837165942
ENSSFOT00015009875,0.8306401491609695,0.8140149160969546,0.8093536357986327,0.7970789310130516,0.7775015537600994,0.8158794282162835,0.826911124922312,0.8160348042262274,0.853480422622747,0.8202299564947172,0.7997203231821007,1.0,0.8385643256681169,0.8135487880671224,0.8177439403356122,0.34275947793660655,0.8085767557489124,0.8206960845245495,0.8081106277190802,0.8121504039776258,0.7782784338098198,0.8183654443753885,0.7899316345556247,0.8130826600372902,0.8146364201367309,0.8234928527035426,0.7851149782473587,0.8261342448725917,0.8158794282162835,0.7745494095711623,0.8261342448725917,0.8511497824735861,0.8239589807333748,0.8222498446239901,0.8096643878185208,0.8230267246737104,0.8168116842759477,0.8248912367930391,0.8065568676196395,0.8119950279676817,0.8135487880671224
ENSCGOT00000036920,0.9516780609073959,0.9128340584213798,0.8892169049098819,0.8800497203231821,0.8708825357364823,0.9059975139838409,0.9097265382224985,0.8982287134866377,0.8926351771286514,0.9045991298943443,0.8809819763828465,0.8385643256681169,1.0,0.9036668738346799,0.9050652579241765,0.26957737725295217,0.9078620261031697,0.8408949658172779,0.9101926662523306,0.8958980733374767,0.8463331261653201,0.9176507147296458,0.8896830329397141,0.8971410814170292,0.9059975139838409,0.9232442510876321,0.8713486637663145,0.9162523306401492,0.9170292106898695,0.728247358607831,0.9272840273461778,0.9867930391547545,0.9168738346799254,0.9137663144810442,0.8848663766314481,0.9042883778744562,0.8999378495960224,0.9162523306401492,0.8896830329397141,0.9035114978247358,0.8955873213175886
ENSMAMT00000033141,0.8851771286513362,0.9094157862026103,0.8929459291485394,0.877408328154133,0.8638906152889994,0.997669359850839,0.9162523306401492,0.901491609695463,0.8696395276569298,0.9310130515848353,0.9080174021131138,0.8135487880671224,0.9036668738346799,1.0,0.9019577377252952,0.24160969546302047,0.901336233685519,0.8435363579863269,0.8972964574269733,0.8929459291485394,0.8478868862647607,0.911124922311995,0.9266625233064015,0.9008701056556868,0.9575823492852703,0.9395587321317589,0.8890615288999378,0.9874145431945308,0.9603791174642635,0.6977936606587943,0.9504350528278434,0.9162523306401492,0.9260410192666252,0.9428216283405843,0.9055313859540087,0.9070851460534494,0.9280609073958981,0.9477936606587943,0.9380049720323183,0.9529210689869484,0.8906152889993785
ENSLCRT00005005762,0.887041640770665,0.9821317588564326,0.8924798011187073,0.9487259167184586,0.8974518334369174,0.9042883778744562,0.9059975139838409,0.8853325046612803,0.8595400870105656,0.9016469857054071,0.8791174642635177,0.8177439403356122,0.9050652579241765,0.9019577377252952,1.0,0.2700435052827843,0.9771597265382225,0.8415164698570541,0.9045991298943443,0.8952765692977004,0.8480422622747048,0.9869484151646986,0.9268178993163455,0.894188937228092,0.9047545059042884,0.9594468614045991,0.9032007458048478,0.9136109384711001,0.9123679303915475,0.7268489745183344,0.9216904909881914,0.9176507147296458,0.9128340584213798,0.9105034182722188,0.8842448725916718,0.877252952144189,0.8974518334369174,0.9142324425108763,0.8881292728402734,0.9011808576755749,0.9238657551274083
ENSLBET00000006341,0.305469235550031,0.271441889372281,0.25512740832815406,0.2961466749533872,0.2961466749533872,0.24394033561218142,0.26911124922312,0.2579241765071473,0.29568054692355505,0.2565257924176507,0.2625854568054693,0.34275947793660655,0.26957737725295217,0.24160969546302047,0.2700435052827843,1.0,0.26305158483530144,0.2816967060285892,0.24627097576134238,0.2816967060285892,0.2565257924176507,0.2728402734617775,0.221100062150404,0.2900870105655686,0.24440646364201368,0.2546612802983219,0.26305158483530144,0.25419515226848977,0.24394033561218142,0.5200435052827843,0.25419515226848977,0.28216283405842135,0.27050963331261646,0.2509322560596644,0.25046612802983215,0.2588564325668117,0.25139838408949666,0.2546612802983219,0.24114356743318832,0.24067743940335617,0.2882224984462399
ENSLCRT00005005747,0.8898384089496582,0.9853946550652579,0.891702921068987,0.9482597886886265,0.9007147296457427,0.9036668738346799,0.9083281541330018,0.8862647607209447,0.8618707271597266,0.9030453697949037,0.8791174642635177,0.8085767557489124,0.9078620261031697,0.901336233685519,0.9771597265382225,0.26305158483530144,1.0,0.8412057178371659,0.9055313859540087,0.8955873213175886,0.8488191423244251,0.9902113113735239,0.9260410192666252,0.8948104412678682,0.9041330018645121,0.9596022374145432,0.9033561218147917,0.9139216904909881,0.9120571783716594,0.7198570540708514,0.9223119950279677,0.9204474829086389,0.9153200745804848,0.9105034182722188,0.88455562461156,0.8781852082038534,0.8983840894965818,0.9143878185208204,0.8881292728402734,0.9002486016159105,0.9271286513362337
ENSPKIT00000026165,0.8551895587321318,0.8492852703542573,0.8429148539465506,0.8769422001243008,0.8366998135487881,0.8458669981354879,0.8559664387818521,0.8435363579863269,0.8168116842759477,0.8494406463642014,0.8300186451211933,0.8206960845245495,0.8408949658172779,0.8435363579863269,0.8415164698570541,0.2816967060285892,0.8412057178371659,1.0,0.8454008701056557,0.8450901180857675,0.846177750155376,0.850994406463642,0.8259788688626476,0.8996270975761342,0.8464885021752642,0.8595400870105656,0.8688626476072094,0.8561218147917962,0.8511497824735861,0.6684275947793661,0.8614045991298943,0.853480422622747,0.8531696706028589,0.8530142945929149,0.8418272218769423,0.8301740211311374,0.8464885021752642,0.8567433188315724,0.8362336855189558,0.8427594779366065,0.8609384711000622
