	ENSGAFT00000009694	ENSAPOT00000033997	ENSMMOT00000018579	ENSGAFT00000009750	ENSGAFT00000009735	ENSMMOT00000018545	ENSPLAT00000028566	ENSPRET00000006161	ENSMMOT00000018145	ENSGAFT00000009788	ENSGAFT00000009723	ENSMMOT00000017791	ENSMMOT00000018562	ENSGAFT00000009711	ENSMMOT00000018221	ENSBSLT00000017926	ENSMMOT00000018592	ENSBSLT00000017903	ENSMMOT00000018244
ENSGAFT00000009694	1.0	0.4644167278063096	0.8360234776228906	0.9625825385179749	0.9746881878209832	0.8239178283198826	0.8598679383712399	0.7523844460748349	0.8536316947909024	0.7619222303741746	0.987894350696992	0.6907556859867938	0.8881144534115921	0.9464416727806311	0.7898019075568599	0.7032281731474688	0.5293470286133529	0.6426999266324285	0.8488628026412326
ENSAPOT00000033997	0.4644167278063096	1.0	0.5135730007336757	0.5018341892883346	0.4897285399853265	0.4717534849596479	0.5601614086573734	0.5025678650036683	0.44644167278063096	0.5036683785766691	0.4765223771093177	0.4746881878209831	0.5322817314746882	0.5179750550256786	0.5440205429200293	0.6265590608950844	0.8833455612619222	0.6790168745414527	0.5102714600146735
ENSMMOT00000018579	0.8360234776228906	0.5135730007336757	1.0	0.8734409391049156	0.8613352898019075	0.950843727072634	0.8257520176082171	0.7681584739545121	0.8650036683785767	0.7721936903888481	0.8481291269258987	0.7872340425531915	0.9446074834922964	0.7839325018341893	0.8492296404988995	0.7754952311078503	0.586940572267058	0.7215700660308144	0.92993396918562
ENSGAFT00000009750	0.9625825385179749	0.5018341892883346	0.8734409391049156	1.0	0.987894350696992	0.8613352898019075	0.8466617754952311	0.7898019075568599	0.8411592076302274	0.7993396918561996	0.9746881878209832	0.7281731474688188	0.9255319148936171	0.909024211298606	0.8272193690388848	0.7406456346294937	0.5667644900953779	0.6577402787967719	0.8694057226705796
ENSGAFT00000009735	0.9746881878209832	0.4897285399853265	0.8613352898019075	0.987894350696992	1.0	0.8492296404988995	0.8345561261922231	0.7776962582538518	0.8290535583272194	0.7872340425531915	0.9625825385179749	0.7160674981658107	0.9134262655906088	0.921129860601614	0.8151137197358768	0.7285399853264857	0.5546588407923698	0.6456346294937637	0.8573000733675715
ENSMMOT00000018545	0.8239178283198826	0.4717534849596479	0.950843727072634	0.8613352898019075	0.8492296404988995	1.0	0.7839325018341893	0.7263389581804842	0.8158473954512105	0.7278063096111519	0.8360234776228906	0.7380777696258254	0.9027879677182684	0.7718268525311812	0.8983859134262656	0.768892149669846	0.5451210564930301	0.6735143066764491	0.8807776962582539
ENSPLAT00000028566	0.8598679383712399	0.5601614086573734	0.8257520176082171	0.8466617754952311	0.8345561261922231	0.7839325018341893	1.0	0.8506969919295672	0.8088774761555393	0.8484959647835657	0.8719735876742479	0.7861335289801907	0.8437270726338958	0.9134262655906088	0.8554658840792372	0.6628760088041086	0.5715333822450477	0.7377109317681585	0.8385913426265591
ENSPRET00000006161	0.7523844460748349	0.5025678650036683	0.7681584739545121	0.7898019075568599	0.7776962582538518	0.7263389581804842	0.8506969919295672	1.0	0.7013939838591343	0.9266324284666178	0.7644900953778431	0.8396918561995598	0.7861335289801907	0.8059427732942039	0.7978723404255319	0.6060161408657373	0.5139398385913426	0.6584739545121057	0.7641232575201761
ENSMMOT00000018145	0.8536316947909024	0.44644167278063096	0.8650036683785767	0.8411592076302274	0.8290535583272194	0.8158473954512105	0.8088774761555393	0.7013939838591343	1.0	0.7057960381511372	0.8657373440939105	0.7197358767424799	0.9130594277329419	0.8015407190022009	0.7817314746881878	0.6614086573734409	0.5194424064563463	0.6302274394717535	0.8793103448275862
ENSGAFT00000009788	0.7619222303741746	0.5036683785766691	0.7721936903888481	0.7993396918561996	0.7872340425531915	0.7278063096111519	0.8484959647835657	0.9266324284666178	0.7057960381511372	1.0	0.7740278796771827	0.8569332355099046	0.7876008804108584	0.8154805575935437	0.7993396918561996	0.6100513573000733	0.5150403521643434	0.6625091709464417	0.7681584739545121
ENSGAFT00000009723	0.987894350696992	0.4765223771093177	0.8481291269258987	0.9746881878209832	0.9625825385179749	0.8360234776228906	0.8719735876742479	0.7644900953778431	0.8657373440939105	0.7740278796771827	1.0	0.7028613352898019	0.9002201027146002	0.9343360234776228	0.8019075568598679	0.7153338224504769	0.541452677916361	0.6548055759354365	0.8609684519442407
ENSMMOT00000017791	0.6907556859867938	0.4746881878209831	0.7872340425531915	0.7281731474688188	0.7160674981658107	0.7380777696258254	0.7861335289801907	0.8396918561995598	0.7197358767424799	0.8569332355099046	0.7028613352898019	1.0	0.7993396918561996	0.7443140132061629	0.8110785033015407	0.6012472487160675	0.4952311078503302	0.6537050623624358	0.8096111518708731
ENSMMOT00000018562	0.8881144534115921	0.5322817314746882	0.9446074834922964	0.9255319148936171	0.9134262655906088	0.9027879677182684	0.8437270726338958	0.7861335289801907	0.9130594277329419	0.7876008804108584	0.9002201027146002	0.7993396918561996	1.0	0.8360234776228906	0.8686720469552458	0.7402787967718268	0.6063829787234043	0.6863536316947909	0.9420396184886279
ENSGAFT00000009711	0.9464416727806311	0.5179750550256786	0.7839325018341893	0.909024211298606	0.921129860601614	0.7718268525311812	0.9134262655906088	0.8059427732942039	0.8015407190022009	0.8154805575935437	0.9343360234776228	0.7443140132061629	0.8360234776228906	1.0	0.8433602347762289	0.6504035216434336	0.5293470286133529	0.6962582538517975	0.7967718268525312
