	ENSFHET00000023196	ENSGAFT00000001579	ENSXCOT00000007138	ENSPMET00000025107	ENSKMAT00000011881	ENSPFOT00000020952	ENSXMAT00000019776	ENSPLAT00000018096	ENSPRET00000030371	ENSCVAT00000001817
ENSFHET00000023196	1.0	0.6586826347305389	0.6506986027944112	0.6526946107784432	0.6467065868263473	0.6546906187624749	0.6546906187624749	0.6546906187624749	0.6586826347305389	0.6546906187624749
ENSGAFT00000001579	0.6586826347305389	1.0	0.9840319361277444	0.9880239520958084	0.934131736526946	0.9880239520958084	0.9880239520958084	0.9880239520958084	0.9880239520958084	0.9041916167664672
ENSXCOT00000007138	0.6506986027944112	0.9840319361277444	1.0	0.9880239520958084	0.9321357285429142	0.9880239520958084	0.996007984031936	0.9880239520958084	0.9880239520958084	0.8962075848303394
ENSPMET00000025107	0.6526946107784432	0.9880239520958084	0.9880239520958084	1.0	0.936127744510978	0.996007984031936	0.9920159680638724	0.996007984031936	0.9920159680638724	0.9081836327345308
ENSKMAT00000011881	0.6467065868263473	0.934131736526946	0.9321357285429142	0.936127744510978	1.0	0.936127744510978	0.936127744510978	0.936127744510978	0.942115768463074	0.8982035928143712
ENSPFOT00000020952	0.6546906187624749	0.9880239520958084	0.9880239520958084	0.996007984031936	0.936127744510978	1.0	0.9920159680638724	1.0	0.9920159680638724	0.9041916167664672
ENSXMAT00000019776	0.6546906187624749	0.9880239520958084	0.996007984031936	0.9920159680638724	0.936127744510978	0.9920159680638724	1.0	0.9920159680638724	0.9920159680638724	0.9001996007984032
ENSPLAT00000018096	0.6546906187624749	0.9880239520958084	0.9880239520958084	0.996007984031936	0.936127744510978	1.0	0.9920159680638724	1.0	0.9920159680638724	0.9041916167664672
ENSPRET00000030371	0.6586826347305389	0.9880239520958084	0.9880239520958084	0.9920159680638724	0.942115768463074	0.9920159680638724	0.9920159680638724	0.9920159680638724	1.0	0.906187624750499
ENSCVAT00000001817	0.6546906187624749	0.9041916167664672	0.8962075848303394	0.9081836327345308	0.8982035928143712	0.9041916167664672	0.9001996007984032	0.9041916167664672	0.906187624750499	1.0
