,ENSCVAT00000017490,ENSPLAT00000001485,ENSGAFT00000015890,ENSXETT00000024911,ENSKMAT00000016811,ENSXETT00000024884,ENSPMET00000005155,ENSKMAT00000016838,ENSLACT00000020407,ENSPLAT00000018673,ENSCVAT00000017537,ENSXETT00000024924,ENSXETT00000024864,ENSCMIT00000009040,ENSXETT00000024838,ENSORLT00000018900,ENSFHET00000030066,ENSXMAT00000011345,ENSPRET00000021870,ENSECRT00000029236,ENSFHET00000030040,ENSPMET00000015104
ENSCVAT00000017490,1.0,0.8478979688238073,0.7723193197921587,0.6291922531884743,0.75484175720359,0.6953235710911667,0.8460085025980161,0.7109116674539443,0.6854038734057629,0.8478979688238073,0.8521492678318375,0.6650921114785073,0.7345299952763344,0.7463391591875296,0.7076051015588096,0.757203589985829,0.6537553141237601,0.7779877184695324,0.778932451582428,0.6594237128011337,0.7179971658006613,0.7751535191308455
ENSPLAT00000001485,0.8478979688238073,1.0,0.8743504959848842,0.6627302786962683,0.7982994803967879,0.7047709022201228,0.9962210675484175,0.7534246575342466,0.728389230042513,1.0,0.8205007085498347,0.6986301369863014,0.7524799244213509,0.7784600850259802,0.7553141237600378,0.7893245158242796,0.7128011336797355,0.8776570618800189,0.894189891355692,0.6939064714218234,0.7397260273972602,0.9045819555975437
ENSGAFT00000015890,0.7723193197921587,0.8743504959848842,1.0,0.5895134624468588,0.8474256022673595,0.632026452527161,0.8752952290977799,0.8020784128483703,0.6381672177609825,0.8743504959848842,0.8932451582427964,0.6258856872933396,0.6792631081719415,0.6995748700991969,0.6683986773736419,0.8412848370335381,0.6235238545111006,0.9707132735002362,0.9603212092583845,0.7194142654700048,0.6683986773736419,0.9607935758148323
ENSXETT00000024911,0.6291922531884743,0.6627302786962683,0.5895134624468588,1.0,0.5838450637694851,0.810108644307983,0.6622579121398205,0.6362777515351913,0.6188001889466226,0.6627302786962683,0.5923476617855455,0.9475673122342938,0.8639584317430326,0.6835144071799717,0.8587623996221068,0.5980160604629192,0.5762871988663203,0.5932923948984412,0.5904581955597543,0.620217288615966,0.6235238545111006,0.59140292867265
ENSKMAT00000016811,0.75484175720359,0.7982994803967879,0.8474256022673595,0.5838450637694851,1.0,0.627302786962683,0.7964100141709967,0.9475673122342938,0.6499763816721776,0.7982994803967879,0.8431743032593293,0.6188001889466226,0.6726499763816722,0.6924893717524799,0.6613131790269249,0.8384506376948512,0.6013226263580539,0.8474256022673595,0.8450637694851204,0.7028814359943316,0.646669815777043,0.8436466698157771
ENSXETT00000024884,0.6953235710911667,0.7047709022201228,0.632026452527161,0.810108644307983,0.627302786962683,1.0,0.7042985356636751,0.5923476617855455,0.6608408124704771,0.7047709022201228,0.634860651865848,0.8625413320736892,0.9319792158715163,0.7373641946150212,0.9050543221539915,0.6405290505432215,0.5876239962210675,0.6353330184222957,0.6324988190836088,0.6669815777042986,0.593764761454889,0.6334435521965045
ENSPMET00000005155,0.8460085025980161,0.9962210675484175,0.8752952290977799,0.6622579121398205,0.7964100141709967,0.7042985356636751,1.0,0.7515351913084554,0.7288615965989608,0.9962210675484175,0.8186112423240435,0.6981577704298536,0.7520075578649031,0.7760982522437412,0.75484175720359,0.7897968823807274,0.7132735002361833,0.8781294284364667,0.8951346244685876,0.6929617383089277,0.7401983939537081,0.9083608880491261
ENSKMAT00000016838,0.7109116674539443,0.7534246575342466,0.8020784128483703,0.6362777515351913,0.9475673122342938,0.5923476617855455,0.7515351913084554,1.0,0.6121870571563534,0.7534246575342466,0.7992442135096836,0.5838450637694851,0.6376948512045347,0.6565895134624469,0.6263580538497875,0.7931034482758621,0.6537553141237601,0.8034955125177138,0.8011336797354748,0.6665092111478508,0.6991025035427492,0.7987718469532357
ENSLACT00000020407,0.6854038734057629,0.728389230042513,0.6381672177609825,0.6188001889466226,0.6499763816721776,0.6608408124704771,0.7288615965989608,0.6121870571563534,1.0,0.728389230042513,0.644307982994804,0.6561171469059991,0.7085498346717053,0.7425602267359471,0.7137458667926311,0.6457250826641474,0.5531412376003779,0.639584317430326,0.6381672177609825,0.6603684459140293,0.584317430325933,0.6410014170996693
ENSPLAT00000018673,0.8478979688238073,1.0,0.8743504959848842,0.6627302786962683,0.7982994803967879,0.7047709022201228,0.9962210675484175,0.7534246575342466,0.728389230042513,1.0,0.8205007085498347,0.6986301369863014,0.7524799244213509,0.7784600850259802,0.7553141237600378,0.7893245158242796,0.7128011336797355,0.8776570618800189,0.894189891355692,0.6939064714218234,0.7397260273972602,0.9045819555975437
