,ENSDCDT00000022330,ENSDCDT00000022335,ENSCHAT00000046462,ENSCHAT00000046423,ENSEEET00000046836,ENSCHAT00000046784,ENSDCDT00000022368,ENSIPUT00000027780,ENSDCDT00000022325,ENSIPUT00000027830,ENSCHAT00000046668,ENSCHAT00000046748,ENSDCDT00000022365,ENSCHAT00000046534,ENSCHAT00000046829,ENSDCDT00000022349,ENSCHAT00000046683,ENSCHAT00000046797,ENSCHAT00000046495
ENSDCDT00000022330,1.0,0.985399167909569,0.837035874087448,0.8304419499175759,0.7820080069079206,0.8057932333778162,0.9536070335191146,0.8010047884449328,0.993406075830128,0.7977863254572573,0.8148991286600205,0.8099536855326164,0.9612214459533716,0.8232200329696209,0.803909255043567,0.9638904152602245,0.8195305753983829,0.7820080069079206,0.8247115158175681
ENSDCDT00000022335,0.985399167909569,1.0,0.8232200329696209,0.8289504670696287,0.7867179527435435,0.8061857288641181,0.9682078656095455,0.8146636313682393,0.9919930920794411,0.8114451683805636,0.8152916241463223,0.8236910275531831,0.9616924405369338,0.8369573749901876,0.8043017505298689,0.9784912473506555,0.8332679174189497,0.7824005023942224,0.8232200329696209
ENSCHAT00000046462,0.837035874087448,0.8232200329696209,1.0,0.993406075830128,0.7849124735065547,0.9585524766465185,0.8031242640709632,0.8032812622654839,0.8304419499175759,0.7999058010832876,0.9679723683177643,0.9583169793547375,0.8096396891435749,0.985399167909569,0.9552555145615825,0.8068137216422011,0.9802182274903839,0.9415966716382762,0.9865766543684747
ENSCHAT00000046423,0.8304419499175759,0.8289504670696287,0.993406075830128,1.0,0.790721406703823,0.9651464008163906,0.808854698170971,0.8091686945600126,0.8361723840175838,0.8057932333778162,0.9745662924876364,0.9649109035246095,0.8153701232435827,0.9919930920794411,0.9618494387314546,0.812544155742209,0.9868121516602559,0.9481905958081482,0.9931705785383468
ENSEEET00000046836,0.7820080069079206,0.7867179527435435,0.7849124735065547,0.790721406703823,1.0,0.7932333778161551,0.7977863254572573,0.8594081168066567,0.7877384410079284,0.8652955491011853,0.8024177721956197,0.8032027631682236,0.7995918046942461,0.7896224193421776,0.791349399481906,0.7935473742051966,0.7865609545490226,0.7644242091215951,0.7852264698955962
ENSCHAT00000046784,0.8057932333778162,0.8061857288641181,0.9585524766465185,0.9651464008163906,0.7932333778161551,1.0,0.8129366512285109,0.7887589292723134,0.811523667477824,0.794646361566842,0.9905801083287542,0.9622419342177565,0.8194520763011225,0.9590234712300808,0.9802182274903839,0.8021822749038386,0.9538425308108957,0.9441086427506084,0.9583169793547375
ENSDCDT00000022368,0.9536070335191146,0.9682078656095455,0.8031242640709632,0.808854698170971,0.7977863254572573,0.8129366512285109,1.0,0.7937043723997174,0.9602009576889866,0.7995918046942461,0.8189025826202999,0.8270664887353796,0.992385587565743,0.8168616060915299,0.8099536855326164,0.9741737970013344,0.8131721485202921,0.7918988931627287,0.8031242640709632
ENSIPUT00000027780,0.8010047884449328,0.8146636313682393,0.8032812622654839,0.8091686945600126,0.8594081168066567,0.7887589292723134,0.7937043723997174,1.0,0.8066567234476804,0.9941125677054714,0.797943323651778,0.8077557108093257,0.7871104482298453,0.8171756024805715,0.7871104482298453,0.8006907920558913,0.8140356385901563,0.7627757280791271,0.8037522568490463
ENSDCDT00000022325,0.993406075830128,0.9919930920794411,0.8304419499175759,0.8361723840175838,0.7877384410079284,0.811523667477824,0.9602009576889866,0.8066567234476804,1.0,0.8034382604600047,0.8206295627600283,0.8156841196326242,0.9678153701232436,0.8289504670696287,0.8096396891435749,0.9704843394300966,0.8252610094983908,0.7877384410079284,0.8304419499175759
ENSIPUT00000027830,0.7977863254572573,0.8114451683805636,0.7999058010832876,0.8057932333778162,0.8652955491011853,0.794646361566842,0.7995918046942461,0.9941125677054714,0.8034382604600047,1.0,0.8038307559463066,0.8136431431038543,0.7929978805243739,0.8138001412983751,0.7929978805243739,0.8065782243504199,0.8106601774079598,0.7686631603736557,0.8003767956668498
