,ENSPKIT00000040180,ENSPKIT00000040212,ENSPKIT00000040171,ENSDCDT00000066054,ENSDCDT00000066048,ENSDCDT00000066050,ENSPKIT00000040195,ENSPVIT00000016123,ENSDCDT00000066058,ENSDCDT00000066059,ENSDCDT00000066045,ENSDCDT00000066044
ENSPKIT00000040180,1.0,0.9195464362850972,1.0,0.822354211663067,0.6490280777537797,0.8029157667386609,0.9341252699784017,0.718682505399568,0.7213822894168467,0.6403887688984882,0.8725701943844493,0.9325053995680346
ENSPKIT00000040212,0.9195464362850972,1.0,0.9195464362850972,0.7737580993520519,0.6004319654427646,0.755939524838013,0.8741900647948164,0.673866090712743,0.6727861771058316,0.7003239740820735,0.8239740820734341,0.8677105831533477
ENSPKIT00000040171,1.0,0.9195464362850972,1.0,0.822354211663067,0.6490280777537797,0.8029157667386609,0.9341252699784017,0.718682505399568,0.7213822894168467,0.6403887688984882,0.8725701943844493,0.9325053995680346
ENSDCDT00000066054,0.822354211663067,0.7737580993520519,0.822354211663067,1.0,0.6117710583153347,0.964902807775378,0.7769978401727862,0.6328293736501079,0.8806695464362851,0.7764578833693304,0.8353131749460043,0.8790496760259179
ENSDCDT00000066048,0.6490280777537797,0.6004319654427646,0.6490280777537797,0.6117710583153347,1.0,0.591792656587473,0.603671706263499,0.45950323974082075,0.4924406047516199,0.38822894168466515,0.661987041036717,0.7057235421166307
ENSDCDT00000066050,0.8029157667386609,0.755939524838013,0.8029157667386609,0.964902807775378,0.591792656587473,1.0,0.7575593952483801,0.6133909287257019,0.8455723542116631,0.7435205183585313,0.8153347732181425,0.8590712742980562
ENSPKIT00000040195,0.9341252699784017,0.8741900647948164,0.9341252699784017,0.7769978401727862,0.603671706263499,0.7575593952483801,1.0,0.6733261339092873,0.6760259179265659,0.5950323974082073,0.9098272138228942,0.8709503239740821
ENSPVIT00000016123,0.718682505399568,0.673866090712743,0.718682505399568,0.6328293736501079,0.45950323974082075,0.6133909287257019,0.6733261339092873,1.0,0.5318574514038877,0.4497840172786177,0.6830453563714903,0.7267818574514039
ENSDCDT00000066058,0.7213822894168467,0.6727861771058316,0.7213822894168467,0.8806695464362851,0.4924406047516199,0.8455723542116631,0.6760259179265659,0.5318574514038877,1.0,0.8720302375809935,0.7159827213822895,0.759719222462203
ENSDCDT00000066059,0.6403887688984882,0.7003239740820735,0.6403887688984882,0.7764578833693304,0.38822894168466515,0.7435205183585313,0.5950323974082073,0.4497840172786177,0.8720302375809935,1.0,0.6117710583153347,0.6555075593952484
ENSDCDT00000066045,0.8725701943844493,0.8239740820734341,0.8725701943844493,0.8353131749460043,0.661987041036717,0.8153347732181425,0.9098272138228942,0.6830453563714903,0.7159827213822895,0.6117710583153347,1.0,0.9292656587473002
ENSDCDT00000066044,0.9325053995680346,0.8677105831533477,0.9325053995680346,0.8790496760259179,0.7057235421166307,0.8590712742980562,0.8709503239740821,0.7267818574514039,0.759719222462203,0.6555075593952484,0.9292656587473002,1.0
