,ENSDCDT00000003998,ENSCMIT00000004343,ENSAMXT00000033587,ENSCMIT00000004419,ENSCMIT00000004355,ENSCMIT00000004371,ENSDCDT00000004009,ENSCMIT00000004427,ENSCMIT00000004411,ENSAMXT00000031053,ENSDCDT00000004025,ENSCHAT00000061304,ENSCMIT00000004404,ENSDCDT00000004029,ENSLACT00000014926,ENSAMXT00000009728
ENSDCDT00000003998,1.0,0.765088624635405,0.7947049584922594,0.7491586268790666,0.747588063719991,0.7294144043078303,0.9169845187345749,0.7540946825218757,0.7597038366614315,0.8400269239398699,0.9075611397801212,0.44805923266771375,0.7480367960511555,0.9028494503028943,0.7644155261386583,0.852815795378057
ENSCMIT00000004343,0.765088624635405,1.0,0.7056315907561139,0.9641014135068432,0.9816019744222572,0.9490688804128338,0.7664348216288983,0.980480143594346,0.9391967691272156,0.7498317253758133,0.7646398923042406,0.4420013461969935,0.9744222571236257,0.7608256674893427,0.8276867848328472,0.7594794704958492
ENSAMXT00000033587,0.7947049584922594,0.7056315907561139,1.0,0.6926183531523447,0.6881310298407001,0.6699573704285394,0.7271707426520081,0.6946376486425847,0.7015929997756338,0.9124971954229302,0.7197666591877945,0.38433924164236033,0.6885797621718645,0.7195422930222123,0.7159524343728966,0.9306708548350908
ENSCMIT00000004419,0.7491586268790666,0.9641014135068432,0.6926183531523447,1.0,0.9466008525914292,0.9140677585820058,0.7392865155934485,0.9481714157505048,0.9154139555754992,0.7646398923042406,0.7381646847655373,0.41507740632712586,0.9421135292797846,0.7632936953107471,0.7989679156383217,0.7464662328920799
ENSCMIT00000004355,0.747588063719991,0.9816019744222572,0.6881310298407001,0.9466008525914292,1.0,0.9315683194974198,0.7489342607134845,0.962979582678932,0.9216962082118016,0.7323311644603994,0.7471393313888266,0.42450078528157953,0.9569216962082118,0.7433251065739287,0.8101862239174332,0.7419789095804352
ENSCMIT00000004371,0.7294144043078303,0.9490688804128338,0.6699573704285394,0.9140677585820058,0.9315683194974198,1.0,0.7307606013013238,0.9376262059681401,0.8891631142023783,0.7141575050482387,0.728965671976666,0.4063271258694189,0.9611846533542742,0.725151447161768,0.7920125645052726,0.7238052501682746
ENSDCDT00000004009,0.9169845187345749,0.7664348216288983,0.7271707426520081,0.7392865155934485,0.7489342607134845,0.7307606013013238,1.0,0.7554408795153691,0.7065290554184429,0.7724927080996186,0.9089073367736146,0.4494054296612071,0.7493829930446488,0.9041956472963877,0.7657617231321516,0.7852815795378058
ENSCMIT00000004427,0.7540946825218757,0.980480143594346,0.6946376486425847,0.9481714157505048,0.962979582678932,0.9376262059681401,0.7554408795153691,1.0,0.9205743773838905,0.738837783262284,0.7543190486874579,0.43100740408346416,0.9764415526138658,0.75050482387256,0.816692842719318,0.74848552838232
ENSCMIT00000004411,0.7597038366614315,0.9391967691272156,0.7015929997756338,0.9154139555754992,0.9216962082118016,0.8891631142023783,0.7065290554184429,0.9205743773838905,1.0,0.7457931343953332,0.704734126093785,0.382095579986538,0.9145164909131703,0.7009199012788871,0.7677810186223918,0.7554408795153691
ENSAMXT00000031053,0.8400269239398699,0.7498317253758133,0.9124971954229302,0.7646398923042406,0.7323311644603994,0.7141575050482387,0.7724927080996186,0.738837783262284,0.7457931343953332,1.0,0.765088624635405,0.4287637424276419,0.7327798967915639,0.7958267893201705,0.7599282028270137,0.9818263405878394
ENSDCDT00000004025,0.9075611397801212,0.7646398923042406,0.7197666591877945,0.7381646847655373,0.7471393313888266,0.728965671976666,0.9089073367736146,0.7543190486874579,0.704734126093785,0.765088624635405,1.0,0.45142472515144716,0.7482611622167377,0.9566973300426296,0.7682297509535562,0.7778774960735921
ENSCHAT00000061304,0.44805923266771375,0.4420013461969935,0.38433924164236033,0.41507740632712586,0.42450078528157953,0.4063271258694189,0.4494054296612071,0.43100740408346416,0.382095579986538,0.4287637424276419,0.45142472515144716,1.0,0.424949517612744,0.43930895221000665,0.45658514695983854,0.44379627552165135
ENSCMIT00000004404,0.7480367960511555,0.9744222571236257,0.6885797621718645,0.9421135292797846,0.9569216962082118,0.9611846533542742,0.7493829930446488,0.9764415526138658,0.9145164909131703,0.7327798967915639,0.7482611622167377,0.424949517612744,1.0,0.7444469374018398,0.8106349562485977,0.7424276419115997
ENSDCDT00000004029,0.9028494503028943,0.7608256674893427,0.7195422930222123,0.7632936953107471,0.7433251065739287,0.725151447161768,0.9041956472963877,0.75050482387256,0.7009199012788871,0.7958267893201705,0.9566973300426296,0.43930895221000665,0.7444469374018398,1.0,0.7597038366614315,0.7776531299080098
ENSLACT00000014926,0.7644155261386583,0.8276867848328472,0.7159524343728966,0.7989679156383217,0.8101862239174332,0.7920125645052726,0.7657617231321516,0.816692842719318,0.7677810186223918,0.7599282028270137,0.7682297509535562,0.45658514695983854,0.8106349562485977,0.7597038366614315,1.0,0.7715952434372897
ENSAMXT00000009728,0.852815795378057,0.7594794704958492,0.9306708548350908,0.7464662328920799,0.7419789095804352,0.7238052501682746,0.7852815795378058,0.74848552838232,0.7554408795153691,0.9818263405878394,0.7778774960735921,0.44379627552165135,0.7424276419115997,0.7776531299080098,0.7715952434372897,1.0
