	ENSTGET00000041395	ENSRROT00000043053	ENSCJAT00000085128	ENSMLET00000015346	ENSNLET00000049324	ENSMNET00000054072	ENSPANT00000039981	ENSMFAT00000035864	ENSANAT00000025543	ENSCATT00000023532
ENSTGET00000041395	1.0	0.9271523178807948	0.9105960264900662	0.9900662251655628	0.9105960264900662	0.9933774834437086	0.9933774834437086	0.9966887417218544	0.8609271523178808	0.9867549668874172
ENSRROT00000043053	0.9271523178807948	1.0	0.8642384105960265	0.9172185430463576	0.8576158940397351	0.9205298013245032	0.9205298013245032	0.9238410596026492	0.8178807947019867	0.913907284768212
ENSCJAT00000085128	0.9105960264900662	0.8642384105960265	1.0	0.913907284768212	0.8675496688741722	0.9105960264900662	0.9105960264900662	0.913907284768212	0.890728476821192	0.9105960264900662
ENSMLET00000015346	0.9900662251655628	0.9172185430463576	0.913907284768212	1.0	0.9072847682119204	0.9900662251655628	0.9900662251655628	0.9933774834437086	0.8642384105960265	0.9900662251655628
ENSNLET00000049324	0.9105960264900662	0.8576158940397351	0.8675496688741722	0.9072847682119204	1.0	0.9039735099337748	0.9039735099337748	0.9072847682119204	0.8145695364238411	0.9039735099337748
ENSMNET00000054072	0.9933774834437086	0.9205298013245032	0.9105960264900662	0.9900662251655628	0.9039735099337748	1.0	0.9933774834437086	0.9966887417218544	0.8609271523178808	0.9867549668874172
ENSPANT00000039981	0.9933774834437086	0.9205298013245032	0.9105960264900662	0.9900662251655628	0.9039735099337748	0.9933774834437086	1.0	0.9966887417218544	0.8609271523178808	0.9867549668874172
ENSMFAT00000035864	0.9966887417218544	0.9238410596026492	0.913907284768212	0.9933774834437086	0.9072847682119204	0.9966887417218544	0.9966887417218544	1.0	0.8642384105960265	0.9900662251655628
ENSANAT00000025543	0.8609271523178808	0.8178807947019867	0.890728476821192	0.8642384105960265	0.8145695364238411	0.8609271523178808	0.8609271523178808	0.8642384105960265	1.0	0.8609271523178808
ENSCATT00000023532	0.9867549668874172	0.913907284768212	0.9105960264900662	0.9900662251655628	0.9039735099337748	0.9867549668874172	0.9867549668874172	0.9900662251655628	0.8609271523178808	1.0
