	ENSPMET00000006497	ENSXCOT00000008489	ENSNBRT00000026595	ENSPMET00000023937	ENSLBET00000017533	ENSPLAT00000031599	ENSPRET00000032201	ENSSPAT00000022584	ENSATET00000031750	ENSGAFT00000015145	ENSPLAT00000017729	ENSMZET00005006944
ENSPMET00000006497	1.0	0.976499473868818	0.9309014380918976	1.0	0.9224833391792352	0.9561557348298844	0.9291476674850928	0.9610662925289372	0.9165205191160996	0.9540512101017188	0.9561557348298844	0.9305506839705366
ENSXCOT00000008489	0.976499473868818	1.0	0.9452823570676956	0.976499473868818	0.9375657663977552	0.9726411785338478	0.943879340582252	0.9694843914415996	0.9309014380918976	0.975797965626096	0.9726411785338478	0.9449316029463346
ENSNBRT00000026595	0.9309014380918976	0.9452823570676956	1.0	0.9309014380918976	0.9561557348298844	0.9344089793055068	0.9733426867765697	0.9526481936162751	0.9649245878639074	0.9235356015433182	0.9344089793055068	0.999298491757278
ENSPMET00000023937	1.0	0.976499473868818	0.9309014380918976	1.0	0.9224833391792352	0.9561557348298844	0.9291476674850928	0.9610662925289372	0.9165205191160996	0.9540512101017188	0.9561557348298844	0.9305506839705366
ENSLBET00000017533	0.9224833391792352	0.9375657663977552	0.9561557348298844	0.9224833391792352	1.0	0.9323044545773412	0.9561557348298844	0.942827078218169	0.9645738337425463	0.9361627499123116	0.9323044545773412	0.9561557348298844
ENSPLAT00000031599	0.9561557348298844	0.9726411785338478	0.9344089793055068	0.9561557348298844	0.9323044545773412	1.0	0.9396702911259208	0.9572079971939671	0.9263416345142056	0.9498421606453876	1.0	0.934058225184146
ENSPRET00000032201	0.9291476674850928	0.943879340582252	0.9733426867765697	0.9291476674850928	0.9561557348298844	0.9396702911259208	1.0	0.9463346194317784	0.961417046650298	0.9214310768151526	0.9396702911259208	0.9733426867765697
ENSSPAT00000022584	0.9610662925289372	0.9694843914415996	0.9526481936162751	0.9610662925289372	0.942827078218169	0.9572079971939671	0.9463346194317784	1.0	0.9326552086987022	0.9473868817958612	0.9572079971939671	0.952297439494914
ENSATET00000031750	0.9165205191160996	0.9309014380918976	0.9649245878639074	0.9165205191160996	0.9645738337425463	0.9263416345142056	0.961417046650298	0.9326552086987022	1.0	0.929498421606454	0.9263416345142056	0.9642230796211856
ENSGAFT00000015145	0.9540512101017188	0.975797965626096	0.9235356015433182	0.9540512101017188	0.9361627499123116	0.9498421606453876	0.9214310768151526	0.9473868817958612	0.929498421606454	1.0	0.9498421606453876	0.9231848474219572
ENSPLAT00000017729	0.9561557348298844	0.9726411785338478	0.9344089793055068	0.9561557348298844	0.9323044545773412	1.0	0.9396702911259208	0.9572079971939671	0.9263416345142056	0.9498421606453876	1.0	0.934058225184146
ENSMZET00005006944	0.9305506839705366	0.9449316029463346	0.999298491757278	0.9305506839705366	0.9561557348298844	0.934058225184146	0.9733426867765697	0.952297439494914	0.9642230796211856	0.9231848474219572	0.934058225184146	1.0
