	ENSLCAT00010057658	ENSLCAT00010057659	ENSMMOT00000013365	ENSGAFT00000029538	ENSGAFT00000029537	ENSBSLT00000038387	ENSLCAT00010057656	ENSXMAT00000028597	ENSPMET00000028782	ENSPRET00000018100
ENSLCAT00010057658	1.0	0.9430267062314541	0.7712166172106825	0.7109792284866469	0.6824925816023739	0.7813056379821959	0.8940652818991098	0.6940652818991098	0.7008902077151336	0.7252225519287834
ENSLCAT00010057659	0.9430267062314541	1.0	0.8278931750741841	0.7679525222551928	0.7219584569732937	0.8376854599406528	0.9510385756676558	0.7510385756676558	0.7578635014836795	0.7821958456973294
ENSMMOT00000013365	0.7712166172106825	0.8278931750741841	1.0	0.8	0.7605341246290801	0.8652818991097923	0.8537091988130564	0.7807121661721068	0.7910979228486646	0.8172106824925816
ENSGAFT00000029538	0.7109792284866469	0.7679525222551928	0.8	1.0	0.9412462908011868	0.7955489614243323	0.7804154302670623	0.9635014836795252	0.9543026706231454	0.9554896142433236
ENSGAFT00000029537	0.6824925816023739	0.7219584569732937	0.7605341246290801	0.9412462908011868	1.0	0.7581602373887241	0.7344213649851632	0.9056379821958456	0.8970326409495549	0.898813056379822
ENSBSLT00000038387	0.7813056379821959	0.8376854599406528	0.8652818991097923	0.7955489614243323	0.7581602373887241	1.0	0.8816023738872404	0.7768545994065282	0.7869436201780415	0.8109792284866468
ENSLCAT00010057656	0.8940652818991098	0.9510385756676558	0.8537091988130564	0.7804154302670623	0.7344213649851632	0.8816023738872404	1.0	0.7632047477744807	0.7703264094955491	0.7940652818991097
ENSXMAT00000028597	0.6940652818991098	0.7510385756676558	0.7807121661721068	0.9635014836795252	0.9056379821958456	0.7768545994065282	0.7632047477744807	1.0	0.9694362017804156	0.9412462908011868
ENSPMET00000028782	0.7008902077151336	0.7578635014836795	0.7910979228486646	0.9543026706231454	0.8970326409495549	0.7869436201780415	0.7703264094955491	0.9694362017804156	1.0	0.9572700296735904
ENSPRET00000018100	0.7252225519287834	0.7821958456973294	0.8172106824925816	0.9554896142433236	0.898813056379822	0.8109792284866468	0.7940652818991097	0.9412462908011868	0.9572700296735904	1.0
