,ENSEBUT00000005422,ENSEBUT00000005479,ENSPKIT00000022980,ENSEBUT00000005453,ENSDCDT00000065402,ENSCHAT00000057846,ENSSFOT00015021743,ENSCHAT00000057874,ENSDCDT00000065404,ENSCHAT00000057726,ENSPKIT00000023028,ENSDCDT00000065443,ENSDCDT00000065452,ENSDCDT00000065441
ENSEBUT00000005422,1.0,0.9959219421408435,0.9624216547609272,0.9945808358650136,0.9615458302542628,0.9579330541642719,0.9630785231409257,0.9597394422092673,0.9582341188384378,0.9623121766975942,0.9605605276842653,0.9588909872184361,0.9570845991734406,0.9583983359334374
ENSEBUT00000005479,0.9959219421408435,1.0,0.9592467909242686,0.9905027780058571,0.9582888578701043,0.9546760817801133,0.9599310288201002,0.9564824698251088,0.9549771464542792,0.9590552043134357,0.9573856638476065,0.9556340148342776,0.9538276267892821,0.9551413635492788
ENSPKIT00000022980,0.9624216547609272,0.9592467909242686,1.0,0.9582067493226045,0.9860962859567014,0.980266579084216,0.9882311081916961,0.9770096067000574,0.9814434682650464,0.9859594383775351,0.9964967019733421,0.9821003366450447,0.9802939486000493,0.981607685360046
ENSEBUT00000005453,0.9945808358650136,0.9905027780058571,0.9582067493226045,1.0,0.957440402879273,0.9584530749651039,0.9588636177026029,0.9602594630100993,0.954128691463448,0.9579056846484386,0.9563456222459424,0.9547855598434464,0.9529791717984509,0.9542929085584476
ENSDCDT00000065402,0.9615458302542628,0.9582888578701043,0.9860962859567014,0.957440402879273,1.0,0.9840435722692066,0.9862878725675343,0.9795276021567179,0.9951829652133454,0.989982757205025,0.9829214221200427,0.9946903139283466,0.9940334455483483,0.994526096833347
ENSCHAT00000057846,0.9579330541642719,0.9546760817801133,0.980266579084216,0.9584530749651039,0.9840435722692066,1.0,0.9814434682650464,0.993486055231683,0.9836877685633741,0.9934313162000165,0.9813613597175466,0.9832498563100419,0.982538248898377,0.9840709417850398
ENSSFOT00015021743,0.9630785231409257,0.9599310288201002,0.9882311081916961,0.9588636177026029,0.9862878725675343,0.9814434682650464,1.0,0.9781591263650546,0.982127706160878,0.9869447409475326,0.9855215261242029,0.9827845745408764,0.9809781864958809,0.9822919232558776
ENSCHAT00000057874,0.9597394422092673,0.9564824698251088,0.9770096067000574,0.9602594630100993,0.9795276021567179,0.993486055231683,0.9781591263650546,1.0,0.9791717984508854,0.9885595423816953,0.9781043873333881,0.9798286668308838,0.9780222787858883,0.979336015545885
ENSDCDT00000065404,0.9582341188384378,0.9549771464542792,0.9814434682650464,0.954128691463448,0.9951829652133454,0.9836877685633741,0.982127706160878,0.9791717984508854,1.0,0.9856036346717026,0.9829214221200427,0.9946903139283466,0.9940334455483483,0.994526096833347
ENSCHAT00000057726,0.9623121766975942,0.9590552043134357,0.9859594383775351,0.9579056846484386,0.989982757205025,0.9934313162000165,0.9869447409475326,0.9885595423816953,0.9856036346717026,1.0,0.9830035306675425,0.9851657224183704,0.9844541150067055,0.9849741358075376
ENSPKIT00000023028,0.9605605276842653,0.9573856638476065,0.9964967019733421,0.9563456222459424,0.9829214221200427,0.9813613597175466,0.9855215261242029,0.9781043873333881,0.9829214221200427,0.9830035306675425,1.0,0.9846183321017051,0.9828119440567097,0.9841256808167064
ENSDCDT00000065443,0.9588909872184361,0.9556340148342776,0.9821003366450447,0.9547855598434464,0.9946903139283466,0.9832498563100419,0.9827845745408764,0.9798286668308838,0.9946903139283466,0.9851657224183704,0.9846183321017051,1.0,0.9949640090866793,0.9962777458466759
ENSDCDT00000065452,0.9570845991734406,0.9538276267892821,0.9802939486000493,0.9529791717984509,0.9940334455483483,0.982538248898377,0.9809781864958809,0.9780222787858883,0.9940334455483483,0.9844541150067055,0.9828119440567097,0.9949640090866793,1.0,0.9947997919916797
ENSDCDT00000065441,0.9583983359334374,0.9551413635492788,0.981607685360046,0.9542929085584476,0.994526096833347,0.9840709417850398,0.9822919232558776,0.979336015545885,0.994526096833347,0.9849741358075376,0.9841256808167064,0.9962777458466759,0.9947997919916797,1.0
