	ENSMODT00000067111	ENSRNOT00000038961	ENSVURT00010037118	ENSMUGT00000006976	MGP_PahariEiJ_T0043448	MGP_SPRETEiJ_T0045796	MGP_SPRETEiJ_T0045795	ENSMUST00000162117	ENSMSIT00000008282	MGP_PahariEiJ_T0043447	MGP_CAROLIEiJ_T0043884	MGP_CAROLIEiJ_T0043883	ENSMUST00000087721	ENSPCIT00000004992	ENSSHAT00000010591
ENSMODT00000067111	1.0	0.5599694423223835	0.8426279602750191	0.5599694423223835	0.5515660809778457	0.5538579067990833	0.5378151260504201	0.5546218487394958	0.5385790679908327	0.5148968678380443	0.5546218487394958	0.5378151260504201	0.5385790679908327	0.8388082505729565	0.8220015278838808
ENSRNOT00000038961	0.5599694423223835	1.0	0.5706646294881589	0.8647822765469825	0.9045072574484341	0.9083269671504964	0.8922841864018335	0.9098548510313216	0.8938120702826585	0.8678380443086325	0.9022154316271964	0.8861726508785333	0.8938120702826585	0.5721925133689839	0.5744843391902216
ENSVURT00010037118	0.8426279602750191	0.5706646294881589	1.0	0.5813598166539343	0.5607333842627961	0.5637891520244461	0.5477463712757831	0.5660809778456837	0.5500381970970206	0.5240641711229946	0.5645530939648586	0.5492742551566081	0.5500381970970206	0.9656226126814362	0.8777692895339955
ENSMUGT00000006976	0.5599694423223835	0.8647822765469825	0.5813598166539343	1.0	0.8472116119174943	0.8571428571428571	0.841100076394194	0.8586707410236822	0.8441558441558441	0.8105423987776929	0.8495034377387318	0.8334606569900688	0.8426279602750191	0.5859434682964094	0.5783040488922842
MGP_PahariEiJ_T0043448	0.5515660809778457	0.9045072574484341	0.5607333842627961	0.8472116119174943	1.0	0.9495798319327732	0.93353705118411	0.9488158899923606	0.9343009931245224	0.9633307868601986	0.9511077158135982	0.9343009931245224	0.9327731092436976	0.5607333842627961	0.5592055003819709
MGP_SPRETEiJ_T0045796	0.5538579067990833	0.9083269671504964	0.5637891520244461	0.8571428571428571	0.9495798319327732	1.0	0.9839572192513371	0.9931245225362872	0.9770817417876242	0.9129106187929718	0.9778456837280368	0.9618029029793737	0.9770817417876242	0.5630252100840336	0.5660809778456837
MGP_SPRETEiJ_T0045795	0.5378151260504201	0.8922841864018335	0.5477463712757831	0.841100076394194	0.93353705118411	0.9839572192513371	1.0	0.9770817417876242	0.9931245225362872	0.9258976317799849	0.9618029029793737	0.9763177998472116	0.9931245225362872	0.5469824293353706	0.5500381970970206
ENSMUST00000162117	0.5546218487394958	0.9098548510313216	0.5660809778456837	0.8586707410236822	0.9488158899923606	0.9931245225362872	0.9770817417876242	1.0	0.9809014514896868	0.9121466768525592	0.9770817417876242	0.9610389610389609	0.9839572192513371	0.5653170359052712	0.5683728036669213
ENSMSIT00000008282	0.5385790679908327	0.8938120702826585	0.5500381970970206	0.8441558441558441	0.9343009931245224	0.9770817417876242	0.9931245225362872	0.9809014514896868	1.0	0.9266615737203971	0.9610389610389609	0.975553857906799	0.99694423223835	0.5492742551566081	0.5523300229182582
MGP_PahariEiJ_T0043447	0.5148968678380443	0.8678380443086325	0.5240641711229946	0.8105423987776929	0.9633307868601986	0.9129106187929718	0.9258976317799849	0.9121466768525592	0.9266615737203971	1.0	0.9144385026737968	0.9266615737203971	0.9251336898395722	0.5240641711229946	0.5225362872421696
MGP_CAROLIEiJ_T0043884	0.5546218487394958	0.9022154316271964	0.5645530939648586	0.8495034377387318	0.9511077158135982	0.9778456837280368	0.9618029029793737	0.9770817417876242	0.9610389610389609	0.9144385026737968	1.0	0.9831932773109244	0.9610389610389609	0.5637891520244461	0.5645530939648586
MGP_CAROLIEiJ_T0043883	0.5378151260504201	0.8861726508785333	0.5492742551566081	0.8334606569900688	0.9343009931245224	0.9618029029793737	0.9763177998472116	0.9610389610389609	0.975553857906799	0.9266615737203971	0.9831932773109244	1.0	0.975553857906799	0.5485103132161956	0.5492742551566081
ENSMUST00000087721	0.5385790679908327	0.8938120702826585	0.5500381970970206	0.8426279602750191	0.9327731092436976	0.9770817417876242	0.9931245225362872	0.9839572192513371	0.99694423223835	0.9251336898395722	0.9610389610389609	0.975553857906799	1.0	0.5492742551566081	0.5523300229182582
ENSPCIT00000004992	0.8388082505729565	0.5721925133689839	0.9656226126814362	0.5859434682964094	0.5607333842627961	0.5630252100840336	0.5469824293353706	0.5653170359052712	0.5492742551566081	0.5240641711229946	0.5637891520244461	0.5485103132161956	0.5492742551566081	1.0	0.8854087089381207
ENSSHAT00000010591	0.8220015278838808	0.5744843391902216	0.8777692895339955	0.5783040488922842	0.5592055003819709	0.5660809778456837	0.5500381970970206	0.5683728036669213	0.5523300229182582	0.5225362872421696	0.5645530939648586	0.5492742551566081	0.5523300229182582	0.8854087089381207	1.0
