	MGP_SPRETEiJ_T0042112	ENSOCUT00000054844	ENSVURT00010016025	ENSOCUT00000026792	ENSOPRT00000000737	ENSPCIT00000026708	ENSVURT00010016034	ENSMODT00000007388	ENSOCUT00000056888	ENSOCUT00000037272	ENSPCIT00000067981
MGP_SPRETEiJ_T0042112	1.0	0.7182512144344205	0.648854961832061	0.8147120055517002	0.6800832755031229	0.7147814018043026	0.7591950034698126	0.7480916030534351	0.758501040943789	0.5954198473282443	0.7224149895905622
ENSOCUT00000054844	0.7182512144344205	1.0	0.546148507980569	0.8730048577376822	0.7411519777931992	0.6141568355308813	0.6585704371963914	0.648854961832061	0.9437890353920888	0.6328938237335184	0.6280360860513532
ENSVURT00010016025	0.648854961832061	0.546148507980569	1.0	0.6370575988896601	0.5336571825121443	0.8202637057598889	0.8577376821651631	0.7973629424011104	0.5850104094378904	0.5308813324080499	0.7931991672449688
ENSOCUT00000026792	0.8147120055517002	0.8730048577376822	0.6370575988896601	1.0	0.7418459403192228	0.703678001387925	0.7494795281054824	0.7369882026370576	0.9292158223455932	0.7598889659958362	0.7175572519083969
ENSOPRT00000000737	0.6800832755031229	0.7411519777931992	0.5336571825121443	0.7418459403192228	1.0	0.5995836224843858	0.6446911866759195	0.6460791117279667	0.684941013185288	0.5107564191533657	0.6863289382373352
ENSPCIT00000026708	0.7147814018043026	0.6141568355308813	0.8202637057598889	0.703678001387925	0.5995836224843858	1.0	0.9271339347675226	0.8848022206800833	0.6516308119361555	0.5183900069396252	0.9063150589868147
ENSVURT00010016034	0.7591950034698126	0.6585704371963914	0.8577376821651631	0.7494795281054824	0.6446911866759195	0.9271339347675226	1.0	0.9340735600277584	0.6974323386537127	0.5371269951422624	0.9333795975017348
ENSMODT00000007388	0.7480916030534351	0.648854961832061	0.7973629424011104	0.7369882026370576	0.6460791117279667	0.8848022206800833	0.9340735600277584	1.0	0.6863289382373352	0.5267175572519084	0.8924358084663429
ENSOCUT00000056888	0.758501040943789	0.9437890353920888	0.5850104094378904	0.9292158223455932	0.684941013185288	0.6516308119361555	0.6974323386537127	0.6863289382373352	1.0	0.6891047883414295	0.6655100624566274
ENSOCUT00000037272	0.5954198473282443	0.6328938237335184	0.5308813324080499	0.7598889659958362	0.5107564191533657	0.5183900069396252	0.5371269951422624	0.5267175572519084	0.6891047883414295	1.0	0.5052047189451769
ENSPCIT00000067981	0.7224149895905622	0.6280360860513532	0.7931991672449688	0.7175572519083969	0.6863289382373352	0.9063150589868147	0.9333795975017348	0.8924358084663429	0.6655100624566274	0.5052047189451769	1.0
