,FBtr0306015,FBtr0299912,FBtr0299911,FBtr0299910,FBtr0081467,FBtr0299908,FBtr0334173,FBtr0081466,F14B8.1b.1,FBtr0334171,FBtr0299909,F14B8.1a.1,FBtr0334172,FBtr0306016,F14B8.1a.2
FBtr0306015,1.0,0.8506896551724138,0.6818965517241379,0.8243103448275862,0.8667241379310345,0.8294827586206897,0.7963793103448276,0.8667241379310345,0.27724137931034476,0.858448275862069,0.7082758620689655,0.24396551724137927,0.9484482758620689,0.9313793103448276,0.24396551724137927
FBtr0299912,0.8506896551724138,1.0,0.6301724137931034,0.9415517241379311,0.9839655172413793,0.9467241379310345,0.9456896551724138,0.9839655172413793,0.22551724137931028,0.9756896551724138,0.6565517241379311,0.1922413793103448,0.7994827586206896,0.9117241379310345,0.1922413793103448
FBtr0299911,0.6818965517241379,0.6301724137931034,1.0,0.6782758620689655,0.6462068965517241,0.6834482758620689,0.6637931034482759,0.6462068965517241,0.4562068965517241,0.6389655172413793,0.9663793103448276,0.4229310344827586,0.7051724137931035,0.7108620689655173,0.4229310344827586
FBtr0299910,0.8243103448275862,0.9415517241379311,0.6782758620689655,1.0,0.9575862068965517,0.9948275862068966,0.9720689655172414,0.9575862068965517,0.2736206896551724,0.9596551724137931,0.704655172413793,0.2403448275862069,0.8579310344827586,0.8532758620689656,0.2403448275862069
FBtr0081467,0.8667241379310345,0.9839655172413793,0.6462068965517241,0.9575862068965517,1.0,0.9627586206896551,0.9296551724137931,1.0,0.24155172413793102,0.9917241379310345,0.6725862068965517,0.20827586206896553,0.8155172413793104,0.8956896551724138,0.20827586206896553
FBtr0299908,0.8294827586206897,0.9467241379310345,0.6834482758620689,0.9948275862068966,0.9627586206896551,1.0,0.9668965517241379,0.9627586206896551,0.2787931034482758,0.9544827586206897,0.7098275862068966,0.2455172413793103,0.8527586206896551,0.858448275862069,0.2455172413793103
FBtr0334173,0.7963793103448276,0.9456896551724138,0.6637931034482759,0.9720689655172414,0.9296551724137931,0.9668965517241379,1.0,0.9296551724137931,0.2591379310344828,0.9317241379310345,0.6901724137931035,0.2258620689655173,0.8403448275862069,0.8574137931034482,0.2258620689655173
FBtr0081466,0.8667241379310345,0.9839655172413793,0.6462068965517241,0.9575862068965517,1.0,0.9627586206896551,0.9296551724137931,1.0,0.24155172413793102,0.9917241379310345,0.6725862068965517,0.20827586206896553,0.8155172413793104,0.8956896551724138,0.20827586206896553
F14B8.1b.1,0.27724137931034476,0.22551724137931028,0.4562068965517241,0.2736206896551724,0.24155172413793102,0.2787931034482758,0.2591379310344828,0.24155172413793102,1.0,0.23431034482758617,0.48258620689655174,0.9663793103448276,0.30051724137931035,0.3062068965517242,0.9663793103448276
FBtr0334171,0.858448275862069,0.9756896551724138,0.6389655172413793,0.9596551724137931,0.9917241379310345,0.9544827586206897,0.9317241379310345,0.9917241379310345,0.23431034482758617,1.0,0.6653448275862069,0.20103448275862068,0.8175862068965517,0.8874137931034483,0.20103448275862068
FBtr0299909,0.7082758620689655,0.6565517241379311,0.9663793103448276,0.704655172413793,0.6725862068965517,0.7098275862068966,0.6901724137931035,0.6725862068965517,0.48258620689655174,0.6653448275862069,1.0,0.44931034482758614,0.731551724137931,0.7372413793103448,0.44931034482758614
F14B8.1a.1,0.24396551724137927,0.1922413793103448,0.4229310344827586,0.2403448275862069,0.20827586206896553,0.2455172413793103,0.2258620689655173,0.20827586206896553,0.9663793103448276,0.20103448275862068,0.44931034482758614,1.0,0.26724137931034475,0.2729310344827587,1.0
FBtr0334172,0.9484482758620689,0.7994827586206896,0.7051724137931035,0.8579310344827586,0.8155172413793104,0.8527586206896551,0.8403448275862069,0.8155172413793104,0.30051724137931035,0.8175862068965517,0.731551724137931,0.26724137931034475,1.0,0.8877586206896552,0.26724137931034475
FBtr0306016,0.9313793103448276,0.9117241379310345,0.7108620689655173,0.8532758620689656,0.8956896551724138,0.858448275862069,0.8574137931034482,0.8956896551724138,0.3062068965517242,0.8874137931034483,0.7372413793103448,0.2729310344827587,0.8877586206896552,1.0,0.2729310344827587
F14B8.1a.2,0.24396551724137927,0.1922413793103448,0.4229310344827586,0.2403448275862069,0.20827586206896553,0.2455172413793103,0.2258620689655173,0.20827586206896553,0.9663793103448276,0.20103448275862068,0.44931034482758614,1.0,0.26724137931034475,0.2729310344827587,1.0
