,ENSVURT00010020603,ENSMMUT00000078926,ENSPCAT00000007640,ENSMFAT00000053987,ENSMMUT00000055572,ENSETET00000010263,ENSPPYT00000004547,ENSPTRT00000055218,ENSCHOT00000000559,ENSMFAT00000053683,ENSDNOT00000001795,ENSVURT00010020571,ENSMNET00000041090,ENSPPAT00000056237,ENSGGOT00000012117,ENSMMUT00000082067,ENSCSAT00000001112,ENSMFAT00000053779,ENSMNET00000041101,ENSPANT00000040730,ENSMODT00000044445,ENSCATT00000041830,ENSCATT00000041833,ENSSHAT00000007686,ENSMMUT00000023241,ENST00000422698,ENSPANT00000014171,ENSSHAT00000009010,ENSTGET00000021820
ENSVURT00010020603,1.0,0.6097560975609756,0.7380699893955461,0.631671968893602,0.6193001060445387,0.5252739483916579,0.632378932484977,0.704135737009544,0.5779427359490986,0.68045245669848,0.6224814422057264,0.695298692117356,0.6327324142806645,0.704135737009544,0.703428773418169,0.633085896076352,0.631671968893602,0.6327324142806645,0.6337928596677271,0.6320254506892895,0.6433368681512902,0.633085896076352,0.6320254506892895,0.6500530222693531,0.6341463414634146,0.703428773418169,0.633085896076352,0.6518204312477908,0.6327324142806645
ENSMMUT00000078926,0.6097560975609756,1.0,0.6740897843761047,0.8879462707670555,0.8928950159066809,0.3347472605160835,0.887592788971368,0.784022622834924,0.4768469423824673,0.9073877695298692,0.8073524213503005,0.7112053729232944,0.9027925061859314,0.783315659243549,0.7819017320607988,0.9066808059384942,0.9003181336161188,0.9042064333686816,0.8886532343584306,0.8854718981972428,0.7090844821491693,0.903852951572994,0.887592788971368,0.7027218098267939,0.9077412513255567,0.7819017320607988,0.9017320607988688,0.6217744786143513,0.9020855425945564
ENSPCAT00000007640,0.7380699893955461,0.6740897843761047,1.0,0.687875574407918,0.7080240367621068,0.5330505478967833,0.6981265464828561,0.7900318133616119,0.6698480028278544,0.6998939554612937,0.7087310003534818,0.6712619300106044,0.6963591375044185,0.7893248497702369,0.7709437963944857,0.6974195828914811,0.6970661010957936,0.6967126193001061,0.6896429833863557,0.6875220926122305,0.6631318487097915,0.6977730646871686,0.6889360197949805,0.6737363025804171,0.7228702721809827,0.7882644043831742,0.6963591375044185,0.6313184870979145,0.6974195828914811
ENSMFAT00000053987,0.631671968893602,0.8879462707670555,0.687875574407918,1.0,0.8974902792506186,0.351360904913397,0.896429833863556,0.792859667727112,0.4941675503711559,0.9169317780134323,0.823966065747614,0.7334747260516084,0.9123365146694945,0.7917992223400495,0.7903852951572994,0.911276069282432,0.9084482149169317,0.9137504418522446,0.9946977730646872,0.9961117002474372,0.7317073170731707,0.9105691056910569,0.9968186638388123,0.7253446447507953,0.9123365146694945,0.7910922587486744,0.9098621420996819,0.6443973135383527,0.9102156238953694
ENSMMUT00000055572,0.6193001060445387,0.8928950159066809,0.7080240367621068,0.8974902792506186,1.0,0.4128667373630258,0.9642983386355602,0.8865323435843054,0.5765288087663485,0.9169317780134323,0.9052668787557441,0.7815482502651113,0.9823259102156239,0.8858253799929303,0.865323435843054,0.9862142099681867,0.9794980558501237,0.983739837398374,0.8981972428419936,0.8950159066808059,0.783315659243549,0.9833863556026865,0.897136797454931,0.7896783315659244,0.9448568398727466,0.8844114528101803,0.9809119830328739,0.6949452103216684,0.9812654648285614
ENSETET00000010263,0.5252739483916579,0.3347472605160835,0.5330505478967833,0.351360904913397,0.4128667373630258,1.0,0.42135030045952626,0.49770236832803105,0.5906680805938495,0.3612583951926476,0.416401555319901,0.4503358077059032,0.42135030045952626,0.49805585012371867,0.49805585012371867,0.4217037822552139,0.42099681866383887,0.4217037822552139,0.35312831389183463,0.351360904913397,0.4118062919759633,0.4217037822552139,0.351360904913397,0.41392718275008833,0.36408624955814783,0.4987628137150937,0.42135030045952626,0.38211382113821135,0.42135030045952626
ENSPPYT00000004547,0.632378932484977,0.887592788971368,0.6981265464828561,0.896429833863556,0.9642983386355602,0.42135030045952626,1.0,0.8815835984446801,0.5648639095086603,0.9148108872393071,0.8953693884764935,0.7949805585012372,0.9773771650759986,0.880876634853305,0.879462707670555,0.9780841286673736,0.9791445740544362,0.9787910922587487,0.897136797454931,0.8967833156592435,0.792859667727112,0.9798515376458112,0.8974902792506186,0.7850830682219866,0.911983032873807,0.879462707670555,0.9787910922587487,0.7069635913750442,0.9791445740544362
ENSPTRT00000055218,0.704135737009544,0.784022622834924,0.7900318133616119,0.792859667727112,0.8865323435843054,0.49770236832803105,0.8815835984446801,1.0,0.6585365853658537,0.8105337575114882,0.8356309650053022,0.7709437963944857,0.8752209261223047,0.9985860728172499,0.9713679745493107,0.8755744079179922,0.8755744079179922,0.8755744079179922,0.7946270767055497,0.792152704135737,0.7734181689642984,0.8752209261223047,0.7925061859314245,0.7783669141039237,0.8331565924354896,0.9954047366560622,0.8745139625309296,0.7373630258041711,0.8745139625309296
ENSCHOT00000000559,0.5779427359490986,0.4768469423824673,0.6698480028278544,0.4941675503711559,0.5765288087663485,0.5906680805938495,0.5648639095086603,0.6585365853658537,1.0,0.502297631671969,0.5839519264757865,0.5457758925415341,0.5645104277129728,0.6581831035701662,0.6412159773771651,0.5655708731000354,0.5645104277129728,0.5645104277129728,0.49628844114528103,0.4948745139625309,0.5471898197242842,0.5655708731000354,0.4952279957582184,0.5574407917992223,0.5259809119830329,0.6581831035701662,0.5648639095086603,0.512548603746907,0.5645104277129728
ENSMFAT00000053683,0.68045245669848,0.9073877695298692,0.6998939554612937,0.9169317780134323,0.9169317780134323,0.3612583951926476,0.9148108872393071,0.8105337575114882,0.502297631671969,1.0,0.8342170378225522,0.7377165075998586,0.9317780134323083,0.8098267939201131,0.808412866737363,0.9307175680452456,0.9278897136797455,0.9331919406150583,0.9176387416048074,0.9130434782608695,0.735242135030046,0.9300106044538706,0.9137504418522446,0.7295864262990456,0.9317780134323083,0.808412866737363,0.9293036408624956,0.6482856132909155,0.9296571226581831
