	ENSCATT00000019703	ENSPPAT00000009659	ENSFDAT00000009623	ENSMNET00000029814	ENSMLET00000000966	ENSPTRT00000101583	ENSPSMT00000036391	ENSMFAT00000042066	ENSANAT00000022919	ENSGGOT00000063897	ENSPTET00000043694	ENSPANT00000050717	ENSTGET00000030864
ENSCATT00000019703	1.0	0.99672131147541	0.5278688524590164	1.0	1.0	0.99672131147541	0.9934426229508196	1.0	0.7967213114754098	0.99672131147541	1.0	1.0	1.0
ENSPPAT00000009659	0.99672131147541	1.0	0.5278688524590164	0.99672131147541	0.99672131147541	1.0	0.99672131147541	0.99672131147541	0.7967213114754098	1.0	0.99672131147541	0.99672131147541	0.99672131147541
ENSFDAT00000009623	0.5278688524590164	0.5278688524590164	1.0	0.5278688524590164	0.5278688524590164	0.5278688524590164	0.5278688524590164	0.5278688524590164	0.478688524590164	0.5278688524590164	0.5278688524590164	0.5278688524590164	0.5278688524590164
ENSMNET00000029814	1.0	0.99672131147541	0.5278688524590164	1.0	1.0	0.99672131147541	0.9934426229508196	1.0	0.7967213114754098	0.99672131147541	1.0	1.0	1.0
ENSMLET00000000966	1.0	0.99672131147541	0.5278688524590164	1.0	1.0	0.99672131147541	0.9934426229508196	1.0	0.7967213114754098	0.99672131147541	1.0	1.0	1.0
ENSPTRT00000101583	0.99672131147541	1.0	0.5278688524590164	0.99672131147541	0.99672131147541	1.0	0.99672131147541	0.99672131147541	0.7967213114754098	1.0	0.99672131147541	0.99672131147541	0.99672131147541
ENSPSMT00000036391	0.9934426229508196	0.99672131147541	0.5278688524590164	0.9934426229508196	0.9934426229508196	0.99672131147541	1.0	0.9934426229508196	0.7934426229508197	0.99672131147541	0.9934426229508196	0.9934426229508196	0.9934426229508196
ENSMFAT00000042066	1.0	0.99672131147541	0.5278688524590164	1.0	1.0	0.99672131147541	0.9934426229508196	1.0	0.7967213114754098	0.99672131147541	1.0	1.0	1.0
ENSANAT00000022919	0.7967213114754098	0.7967213114754098	0.478688524590164	0.7967213114754098	0.7967213114754098	0.7967213114754098	0.7934426229508197	0.7967213114754098	1.0	0.7967213114754098	0.7967213114754098	0.7967213114754098	0.7967213114754098
ENSGGOT00000063897	0.99672131147541	1.0	0.5278688524590164	0.99672131147541	0.99672131147541	1.0	0.99672131147541	0.99672131147541	0.7967213114754098	1.0	0.99672131147541	0.99672131147541	0.99672131147541
ENSPTET00000043694	1.0	0.99672131147541	0.5278688524590164	1.0	1.0	0.99672131147541	0.9934426229508196	1.0	0.7967213114754098	0.99672131147541	1.0	1.0	1.0
ENSPANT00000050717	1.0	0.99672131147541	0.5278688524590164	1.0	1.0	0.99672131147541	0.9934426229508196	1.0	0.7967213114754098	0.99672131147541	1.0	1.0	1.0
ENSTGET00000030864	1.0	0.99672131147541	0.5278688524590164	1.0	1.0	0.99672131147541	0.9934426229508196	1.0	0.7967213114754098	0.99672131147541	1.0	1.0	1.0
