,ENSCINT00000035877,ENSPMJT00000017886,ENSPMJT00000017885,ENSPMJT00000017884,FBtr0085505,ENSCSAVT00000014655,C25H3.11d.1,ENSCCET00000009150,ENSPMJT00000017903,ENSCCET00000009175,FBtr0300825,ENSFALT00000010443,C25H3.11c.1,C25H3.11b.1,C25H3.11a.1,ENSCCET00000009091,ENSTGUT00000002581,ENSTGUT00000002583,ENSEBUT00000019006,ENSCCET00000009147
ENSCINT00000035877,1.0,0.8675941893432321,0.8673311314412651,0.8668634729488791,0.8861641286450569,0.9332514930971658,0.8969689883962236,0.8675162462611677,0.8675941893432321,0.8677208468515867,0.977026276561541,0.8662106996365904,0.8969105310846754,0.8970274457077719,0.8969689883962236,0.8669024444899113,0.8929744054404272,0.9042858952250119,0.9815372324360137,0.867077816424556
ENSPMJT00000017886,0.8675941893432321,1.0,0.9988016251132611,0.9992692836056469,0.789290620524362,0.8423406307543916,0.8032132035581017,0.9954208439287211,0.9993959411140015,0.9965802472744278,0.8586404777910931,0.9903837722503142,0.8031547462465535,0.8029209170003605,0.8028624596888122,0.9959372168473972,0.9662993598924385,0.9532438936466645,0.8703319401007414,0.9971648203899103
ENSPMJT00000017885,0.8673311314412651,0.9988016251132611,1.0,0.999532341507614,0.789027562622395,0.8420775728524246,0.8026091446721032,0.99661921881546,0.9981975662272625,0.995401358158205,0.858377419889126,0.9906176014965071,0.8025506873605549,0.802316858114362,0.8022584008028137,0.9962197605198804,0.9665429320238895,0.9534874657781155,0.8700688821987743,0.9974473640623934
ENSPMJT00000017884,0.8668634729488791,0.9992692836056469,0.999532341507614,1.0,0.7885599041300091,0.8416099143600386,0.8025019729342647,0.9961515603230741,0.9986652247196485,0.9958495308800748,0.85790976139674,0.991056031333119,0.8024435156227165,0.8022096863765236,0.8021512290649753,0.9966679332417502,0.9669813618605013,0.9539258956147273,0.8696012237063884,0.9978955367842632
FBtr0085505,0.8861641286450569,0.789290620524362,0.789027562622395,0.7885599041300091,1.0,0.8296651370336812,0.8171065579360672,0.7891639630160076,0.789290620524362,0.7893685636064264,0.9064098442112647,0.787838930620914,0.8171163008213252,0.816814271378326,0.816824014263584,0.788550161244751,0.814651350851041,0.8253295530938533,0.8775903896179814,0.7887255331793958
ENSCSAVT00000014655,0.9332514930971658,0.8423406307543916,0.8420775728524246,0.8416099143600386,0.8296651370336812,1.0,0.8510020557487894,0.8422237161312951,0.8423406307543916,0.8423503736396496,0.9208585430489385,0.841239684720233,0.8509435984372412,0.851138456142402,0.8510799988308537,0.8416099143600386,0.8676039322284902,0.8779119048314968,0.929695339977981,0.8417852862946833
C25H3.11d.1,0.8969689883962236,0.8032132035581017,0.8026091446721032,0.8025019729342647,0.8171065579360672,0.8510020557487894,1.0,0.8027747737214899,0.8032132035581017,0.8033301181811981,0.8893500521244362,0.8020343144418788,0.9999415426884518,0.9997077134422588,0.9996492561307105,0.8025312015900389,0.8251152096181763,0.8331238613002855,0.89365640740849,0.8027065735246836
ENSCCET00000009150,0.8675162462611677,0.9954208439287211,0.99661921881546,0.9961515603230741,0.7891639630160076,0.8422237161312951,0.8027747737214899,1.0,0.9953623866171728,0.9985677958670681,0.8585430489385126,0.9915139469402469,0.8027163164099417,0.8024824871637487,0.8024240298522004,0.9993861982287434,0.9679848790420795,0.954325353910307,0.8702832256744513,0.998080651604166
ENSPMJT00000017903,0.8675941893432321,0.9993959411140015,0.9981975662272625,0.9986652247196485,0.789290620524362,0.8423406307543916,0.8032132035581017,0.9953623866171728,1.0,0.9965802472744278,0.8586404777910931,0.990325314938766,0.8031547462465535,0.8029209170003605,0.8028624596888122,0.9958787595358489,0.9662409025808903,0.9531854363351163,0.8703319401007414,0.9966387045859761
ENSCCET00000009175,0.8677208468515867,0.9965802472744278,0.995401358158205,0.9958495308800748,0.7893685636064264,0.8423503736396496,0.8033301181811981,0.9985677958670681,0.9965802472744278,1.0,0.8587476495289315,0.9912508890382798,0.80327166086965,0.803037831623457,0.8029793743119087,0.9991815976383246,0.9674879918939194,0.9538284667621469,0.8704878262648701,0.9979345083252954
FBtr0300825,0.977026276561541,0.8586404777910931,0.858377419889126,0.85790976139674,0.9064098442112647,0.9208585430489385,0.8893500521244362,0.8585430489385126,0.8586404777910931,0.8587476495289315,1.0,0.8572180165434191,0.8892915948128879,0.8890577655666949,0.8889993082551467,0.8579292471672562,0.8839524936914818,0.894630695934294,0.9711805454067167,0.8581046191019008
ENSFALT00000010443,0.8662106996365904,0.9903837722503142,0.9906176014965071,0.991056031333119,0.787838930620914,0.841239684720233,0.8020343144418788,0.9915139469402469,0.990325314938766,0.9912508890382798,0.8572180165434191,1.0,0.8019758571303306,0.8017420278841376,0.8016835705725893,0.992010834088407,0.9677218211401124,0.9542474108282427,0.8689094788530676,0.9907442590048617
C25H3.11c.1,0.8969105310846754,0.8031547462465535,0.8025506873605549,0.8024435156227165,0.8171163008213252,0.8509435984372412,0.9999415426884518,0.8027163164099417,0.8031547462465535,0.80327166086965,0.8892915948128879,0.8019758571303306,1.0,0.9996492561307105,0.9997077134422588,0.8024727442784906,0.8250567523066281,0.8330654039887372,0.8935979500969418,0.8026481162131354
C25H3.11b.1,0.8970274457077719,0.8029209170003605,0.802316858114362,0.8022096863765236,0.816814271378326,0.851138456142402,0.9997077134422588,0.8024824871637487,0.8029209170003605,0.803037831623457,0.8890577655666949,0.8017420278841376,0.9996492561307105,1.0,0.9999415426884518,0.8022389150322977,0.8248229230604351,0.8328315747425442,0.8933641208507488,0.8024142869669424
C25H3.11a.1,0.8969689883962236,0.8028624596888122,0.8022584008028137,0.8021512290649753,0.816824014263584,0.8510799988308537,0.9996492561307105,0.8024240298522004,0.8028624596888122,0.8029793743119087,0.8889993082551467,0.8016835705725893,0.9997077134422588,0.9999415426884518,1.0,0.8021804577207494,0.8247644657488868,0.832773117430996,0.8933056635392005,0.8023558296553942
ENSCCET00000009091,0.8669024444899113,0.9959372168473972,0.9962197605198804,0.9966679332417502,0.788550161244751,0.8416099143600386,0.8025312015900389,0.9993861982287434,0.9958787595358489,0.9991815976383246,0.8579292471672562,0.992010834088407,0.8024727442784906,0.8022389150322977,0.8021804577207494,1.0,0.9682576798293047,0.9545981546975322,0.8696694239031947,0.9986944533754226
ENSTGUT00000002581,0.8929744054404272,0.9662993598924385,0.9665429320238895,0.9669813618605013,0.814651350851041,0.8676039322284902,0.8251152096181763,0.9679848790420795,0.9662409025808903,0.9674879918939194,0.8839524936914818,0.9677218211401124,0.8250567523066281,0.8248229230604351,0.8247644657488868,0.9682576798293047,1.0,0.9855902727033584,0.8922631748165902,0.9669618760899853
ENSTGUT00000002583,0.9042858952250119,0.9532438936466645,0.9534874657781155,0.9539258956147273,0.8253295530938533,0.8779119048314968,0.8331238613002855,0.954325353910307,0.9531854363351163,0.9538284667621469,0.894630695934294,0.9542474108282427,0.8330654039887372,0.8328315747425442,0.832773117430996,0.9545981546975322,0.9855902727033584,1.0,0.9039546371262386,0.9538576954179211
ENSEBUT00000019006,0.9815372324360137,0.8703319401007414,0.8700688821987743,0.8696012237063884,0.8775903896179814,0.929695339977981,0.89365640740849,0.8702832256744513,0.8703319401007414,0.8704878262648701,0.9711805454067167,0.8689094788530676,0.8935979500969418,0.8933641208507488,0.8933056635392005,0.8696694239031947,0.8922631748165902,0.9039546371262386,1.0,0.8698447958378395
ENSCCET00000009147,0.867077816424556,0.9971648203899103,0.9974473640623934,0.9978955367842632,0.7887255331793958,0.8417852862946833,0.8027065735246836,0.998080651604166,0.9966387045859761,0.9979345083252954,0.8581046191019008,0.9907442590048617,0.8026481162131354,0.8024142869669424,0.8023558296553942,0.9986944533754226,0.9669618760899853,0.9538576954179211,0.8698447958378395,1.0
