	ENSMODT00000019382	ENSMODT00000087403	ENSMODT00000070865	ENSMODT00000081437	ENSMODT00000084892	ENSMODT00000080561	ENSPCIT00000062378	ENSSHAT00000017188	ENSPCIT00000058618	ENSVURT00010025762	ENSMODT00000060118	ENSMODT00000072893	ENSMODT00000019353	ENSPCIT00000000962	ENSPCIT00000057507	ENSVURT00010012636	ENSVURT00010028873	ENSPCIT00000062303	ENSPCIT00000067315	ENSMODT00000070748
ENSMODT00000019382	1.0	0.55018570725377	0.5389090258200205	0.5380587998389046	0.5441446279142614	0.5493802300085022	0.6872063364209962	0.9048194388508524	0.6126549424978744	0.9220924508882624	0.5433838994048418	0.5453975925180113	0.5712623618382779	0.9254486060768784	0.6603570949120687	0.8276726182485344	0.9220924508882624	0.6506913679688549	0.6146686356110439	0.9250458674542444
ENSMODT00000087403	0.55018570725377	1.0	0.982279500604108	0.9859041482078132	0.9875151026983487	0.982279500604108	0.7852955654002775	0.6184722781581421	0.8422607061350517	0.5670559806685461	0.9844274399248222	0.9824137468116526	0.960397368774332	0.5771244462343939	0.8042690293999194	0.6859981205530944	0.5670559806685461	0.8173356602675974	0.8404707567011231	0.5754239942721618
ENSMODT00000070865	0.5389090258200205	0.982279500604108	1.0	0.9963753523962948	0.9947643979057592	0.9895287958115184	0.7675750660043854	0.6007517787622499	0.8477648006443818	0.5543025909518056	0.9916767351322324	0.989663042019063	0.9676466639817424	0.5622231171969392	0.7865485300040274	0.6915917125341209	0.5543025909518056	0.7996151608717054	0.8459748512104533	0.5628495994988142
ENSMODT00000081437	0.5380587998389046	0.9859041482078132	0.9963753523962948	1.0	0.991139750302054	0.9859041482078132	0.7711997136080906	0.6043764263659551	0.8448561328142479	0.5551080681970735	0.9880520875285274	0.9860383944153578	0.9640220163780372	0.5630285944422071	0.7901731776077325	0.6886382959681389	0.5551080681970735	0.8032398084754105	0.8430661833803195	0.5633418355931445
ENSMODT00000084892	0.5441446279142614	0.9875151026983487	0.9947643979057592	0.991139750302054	1.0	0.9947643979057592	0.7728106680986262	0.6059873808564908	0.8530004027386227	0.5595381930460465	0.9969123372264732	0.9948986441133038	0.9728822660759834	0.5674587192911801	0.7917841320982683	0.6968273146283618	0.5595381930460465	0.8048507629659463	0.8512104533046941	0.5680852015930551
ENSMODT00000080561	0.5493802300085022	0.982279500604108	0.9895287958115184	0.9859041482078132	0.9947643979057592	1.0	0.7780462701928671	0.6112229829507316	0.8489282677764353	0.5647737951402872	0.9916767351322324	0.989663042019063	0.9781178681702242	0.5726943213854209	0.7877119971360809	0.6927551796661744	0.5647737951402872	0.8100863650601869	0.8471383183425069	0.5733208036872959
ENSPCIT00000062378	0.6872063364209962	0.7852955654002775	0.7675750660043854	0.7711997136080906	0.7728106680986262	0.7780462701928671	1.0	0.7707074775137602	0.900523560209424	0.7280171835145657	0.7758983308721529	0.7779120239853224	0.7999284020226428	0.7202309034769768	0.971539804000537	0.7188436926656822	0.7280171835145657	0.9599946301516982	0.9025372533225936	0.7172774869109948
ENSSHAT00000017188	0.9048194388508524	0.6184722781581421	0.6007517787622499	0.6043764263659551	0.6059873808564908	0.6112229829507316	0.7707074775137602	1.0	0.6832236989305052	0.9443325726048242	0.6090750436300174	0.611088736743187	0.6331051147805075	0.945630285944422	0.7438582360048329	0.8896496173983085	0.9443325726048242	0.734192509061619	0.6852373920436747	0.9419608896048688
ENSPCIT00000058618	0.6126549424978744	0.8422607061350517	0.8477648006443818	0.8448561328142479	0.8530004027386227	0.8489282677764353	0.900523560209424	0.6832236989305052	1.0	0.6374904908936323	0.8499574887009442	0.8481675392670157	0.8327739741352307	0.6360585313464895	0.9252248623976372	0.7754060947778225	0.6374904908936323	0.940528930057726	0.9979863068868304	0.6359690338747931
ENSVURT00010025762	0.9220924508882624	0.5670559806685461	0.5543025909518056	0.5551080681970735	0.5595381930460465	0.5647737951402872	0.7280171835145657	0.9443325726048242	0.6374904908936323	1.0	0.5626258558195731	0.5646395489327426	0.5866559269700631	0.9830402291135276	0.7011679420056384	0.8441849017765248	1.0	0.6915022150624245	0.6395041840068018	0.970510583076028
ENSMODT00000060118	0.5433838994048418	0.9844274399248222	0.9916767351322324	0.9880520875285274	0.9969123372264732	0.9916767351322324	0.7758983308721529	0.6090750436300174	0.8499574887009442	0.5626258558195731	1.0	0.9979863068868304	0.9697946033024568	0.5705463820647066	0.7948717948717948	0.6937844005906834	0.5626258558195731	0.8079384257394728	0.8481675392670157	0.5711728643665817
ENSMODT00000072893	0.5453975925180113	0.9824137468116526	0.989663042019063	0.9860383944153578	0.9948986441133038	0.989663042019063	0.7779120239853224	0.611088736743187	0.8481675392670157	0.5646395489327426	0.9979863068868304	1.0	0.9677809101892872	0.5725600751778762	0.7968854879849644	0.692039199892603	0.5646395489327426	0.8099521188526424	0.8501812323801853	0.5731865574797512
ENSMODT00000019353	0.5712623618382779	0.960397368774332	0.9676466639817424	0.9640220163780372	0.9728822660759834	0.9781178681702242	0.7999284020226428	0.6331051147805075	0.8327739741352307	0.5866559269700631	0.9697946033024568	0.9677809101892872	1.0	0.5945764532151967	0.7715577034948763	0.6758401575155502	0.5866559269700631	0.7980042063811698	0.8309840247013022	0.5952029355170716
ENSPCIT00000000962	0.9254486060768784	0.5771244462343939	0.5622231171969392	0.5630285944422071	0.5674587192911801	0.5726943213854209	0.7202309034769768	0.945630285944422	0.6360585313464895	0.9830402291135276	0.5705463820647066	0.5725600751778762	0.5945764532151967	1.0	0.6933816619680494	0.8514341969839352	0.9830402291135276	0.6837159350248355	0.6380722244596589	0.9769544010381708
ENSPCIT00000057507	0.6603570949120687	0.8042690293999194	0.7865485300040274	0.7901731776077325	0.7917841320982683	0.7877119971360809	0.971539804000537	0.7438582360048329	0.9252248623976372	0.7011679420056384	0.7948717948717948	0.7968854879849644	0.7715577034948763	0.6933816619680494	1.0	0.7433659999105026	0.7011679420056384	0.9699288495100014	0.9272385555108068	0.6904282454020674
ENSVURT00010012636	0.8276726182485344	0.6859981205530944	0.6915917125341209	0.6886382959681389	0.6968273146283618	0.6927551796661744	0.7188436926656822	0.8896496173983085	0.7754060947778225	0.8441849017765248	0.6937844005906834	0.692039199892603	0.6758401575155502	0.8514341969839352	0.7433659999105026	1.0	0.8441849017765248	0.7191569338166197	0.7734371504005012	0.8514789457197834
ENSVURT00010028873	0.9220924508882624	0.5670559806685461	0.5543025909518056	0.5551080681970735	0.5595381930460465	0.5647737951402872	0.7280171835145657	0.9443325726048242	0.6374904908936323	1.0	0.5626258558195731	0.5646395489327426	0.5866559269700631	0.9830402291135276	0.7011679420056384	0.8441849017765248	1.0	0.6915022150624245	0.6395041840068018	0.970510583076028
ENSPCIT00000062303	0.6506913679688549	0.8173356602675974	0.7996151608717054	0.8032398084754105	0.8048507629659463	0.8100863650601869	0.9599946301516982	0.734192509061619	0.940528930057726	0.6915022150624245	0.8079384257394728	0.8099521188526424	0.7980042063811698	0.6837159350248355	0.9699288495100014	0.7191569338166197	0.6915022150624245	1.0	0.9425426231708954	0.6807625184588535
ENSPCIT00000067315	0.6146686356110439	0.8404707567011231	0.8459748512104533	0.8430661833803195	0.8512104533046941	0.8471383183425069	0.9025372533225936	0.6852373920436747	0.9979863068868304	0.6395041840068018	0.8481675392670157	0.8501812323801853	0.8309840247013022	0.6380722244596589	0.9272385555108068	0.7734371504005012	0.6395041840068018	0.9425426231708954	1.0	0.6379827269879625
ENSMODT00000070748	0.9250458674542444	0.5754239942721618	0.5628495994988142	0.5633418355931445	0.5680852015930551	0.5733208036872959	0.7172774869109948	0.9419608896048688	0.6359690338747931	0.970510583076028	0.5711728643665817	0.5731865574797512	0.5952029355170716	0.9769544010381708	0.6904282454020674	0.8514789457197834	0.970510583076028	0.6807625184588535	0.6379827269879625	1.0
