,ENSPPAT00000039380,ENSGGOT00000060611,ENSPPAT00000039385,ENSPTRT00000102409,ENST00000589248,ENST00000589799,ENSPTRT00000065793,ENSPTRT00000094662,ENSPTRT00000088165,ENSPTRT00000087693,ENSPPAT00000039414,ENSPPAT00000039401,ENSGGOT00000028260,ENSPPAT00000039418,ENSGGOT00000034660
ENSPPAT00000039380,1.0,0.9823973176865046,0.9832355406538139,0.9995808885163453,0.9832355406538139,1.0,0.16429170159262363,0.9576697401508801,0.9828164291701592,0.9740150880134115,0.9744341994970662,0.1596814752724225,0.9991617770326907,0.9593461860854987,0.16387259010896904
ENSGGOT00000060611,0.9823973176865046,1.0,0.9991617770326907,0.9819782062028499,0.9991617770326907,0.9823973176865046,0.1584241408214585,0.951802179379715,0.998742665549036,0.9681475272422464,0.9685666387259011,0.15381391450125736,0.9832355406538139,0.9534786253143336,0.1596814752724225
ENSPPAT00000039385,0.9832355406538139,0.9991617770326907,1.0,0.9828164291701592,1.0,0.9832355406538139,0.1592623637887678,0.9526404023470243,0.9995808885163453,0.9689857502095558,0.9694048616932104,0.15465213746856665,0.9823973176865046,0.9543168482816429,0.1588432523051131
ENSPTRT00000102409,0.9995808885163453,0.9819782062028499,0.9828164291701592,1.0,0.9828164291701592,0.9995808885163453,0.16471081307627833,0.9580888516345348,0.9832355406538139,0.9744341994970662,0.9740150880134115,0.1592623637887678,0.998742665549036,0.9589270746018441,0.16345347862531434
ENST00000589248,0.9832355406538139,0.9991617770326907,1.0,0.9828164291701592,1.0,0.9832355406538139,0.1592623637887678,0.9526404023470243,0.9995808885163453,0.9689857502095558,0.9694048616932104,0.15465213746856665,0.9823973176865046,0.9543168482816429,0.1588432523051131
ENST00000589799,1.0,0.9823973176865046,0.9832355406538139,0.9995808885163453,0.9832355406538139,1.0,0.16429170159262363,0.9576697401508801,0.9828164291701592,0.9740150880134115,0.9744341994970662,0.1596814752724225,0.9991617770326907,0.9593461860854987,0.16387259010896904
ENSPTRT00000065793,0.16429170159262363,0.1584241408214585,0.1592623637887678,0.16471081307627833,0.1592623637887678,0.16429170159262363,1.0,0.1345347862531433,0.1596814752724225,0.1508801341156748,0.1504610226320201,0.9924559932942163,0.16345347862531434,0.1353730092204526,0.9941324392288349
ENSPTRT00000094662,0.9576697401508801,0.951802179379715,0.9526404023470243,0.9580888516345348,0.9526404023470243,0.9576697401508801,0.1345347862531433,1.0,0.953059513830679,0.9476110645431685,0.9471919530595139,0.12908633696563288,0.9568315171835708,0.9983235540653814,0.13327745180217931
ENSPTRT00000088165,0.9828164291701592,0.998742665549036,0.9995808885163453,0.9832355406538139,0.9995808885163453,0.9828164291701592,0.1596814752724225,0.953059513830679,1.0,0.9694048616932104,0.9689857502095558,0.15423302598491195,0.9819782062028499,0.9538977367979883,0.1584241408214585
ENSPTRT00000087693,0.9740150880134115,0.9681475272422464,0.9689857502095558,0.9744341994970662,0.9689857502095558,0.9740150880134115,0.1508801341156748,0.9476110645431685,0.9694048616932104,1.0,0.9995808885163453,0.14543168482816426,0.9731768650461022,0.9484492875104777,0.14962279966471081
ENSPPAT00000039414,0.9744341994970662,0.9685666387259011,0.9694048616932104,0.9740150880134115,0.9694048616932104,0.9744341994970662,0.1504610226320201,0.9471919530595139,0.9689857502095558,0.9995808885163453,1.0,0.14585079631181896,0.9735959765297569,0.9488683989941324,0.15004191114836551
ENSPPAT00000039401,0.1596814752724225,0.15381391450125736,0.15465213746856665,0.1592623637887678,0.15465213746856665,0.1596814752724225,0.9924559932942163,0.12908633696563288,0.15423302598491195,0.14543168482816426,0.14585079631181896,1.0,0.1588432523051131,0.13076278290025145,0.991617770326907
ENSGGOT00000028260,0.9991617770326907,0.9832355406538139,0.9823973176865046,0.998742665549036,0.9823973176865046,0.9991617770326907,0.16345347862531434,0.9568315171835708,0.9819782062028499,0.9731768650461022,0.9735959765297569,0.1588432523051131,1.0,0.9585079631181894,0.16471081307627833
ENSPPAT00000039418,0.9593461860854987,0.9534786253143336,0.9543168482816429,0.9589270746018441,0.9543168482816429,0.9593461860854987,0.1353730092204526,0.9983235540653814,0.9538977367979883,0.9484492875104777,0.9488683989941324,0.13076278290025145,0.9585079631181894,1.0,0.134953897736798
ENSGGOT00000034660,0.16387259010896904,0.1596814752724225,0.1588432523051131,0.16345347862531434,0.1588432523051131,0.16387259010896904,0.9941324392288349,0.13327745180217931,0.1584241408214585,0.14962279966471081,0.15004191114836551,0.991617770326907,0.16471081307627833,0.134953897736798,1.0
