	ENSPKIT00000020378	ENSCHAT00000008645	ENSSFOT00015009438	ENSAMXT00000043432	ENSCHAT00000008678	ENSDCDT00000039267	ENSDCDT00000039301	ENSAMXT00000002383	ENSCHAT00000008599	ENSSFOT00015009460	ENSCHAT00000008443	ENSCHAT00000008735
ENSPKIT00000020378	1.0	0.4725776965265083	0.5178244972577697	0.5073126142595978	0.4104204753199269	0.4689213893967093	0.4712065813528337	0.4748628884826325	0.4963436928702011	0.4579524680073126	0.4739488117001829	0.4922303473491774
ENSCHAT00000008645	0.4725776965265083	1.0	0.7221206581352834	0.7504570383912249	0.9213893967093236	0.7102376599634369	0.7042961608775137	0.8404936014625228	0.9081352833638026	0.823583180987203	0.8441499085923218	0.9127056672760512
ENSSFOT00015009438	0.5178244972577697	0.7221206581352834	1.0	0.7586837294332724	0.6581352833638026	0.7308043875685558	0.6640767824497258	0.6937842778793418	0.7518281535648994	0.8985374771480804	0.6951553930530164	0.7486288848263254
ENSAMXT00000043432	0.5073126142595978	0.7504570383912249	0.7586837294332724	1.0	0.6873857404021938	0.7143510054844607	0.6956124314442413	0.8875685557586838	0.7778793418647166	0.7052102376599635	0.7198354661791591	0.7742230347349177
ENSCHAT00000008678	0.4104204753199269	0.9213893967093236	0.6581352833638026	0.6873857404021938	1.0	0.6457952468007313	0.6398537477148081	0.7774223034734917	0.8295246800731262	0.7595978062157221	0.7655393053016454	0.8340950639853748
ENSDCDT00000039267	0.4689213893967093	0.7102376599634369	0.7308043875685558	0.7143510054844607	0.6457952468007313	1.0	0.7961608775137111	0.6914990859232175	0.7344606946983546	0.7134369287020109	0.6828153564899452	0.7321755027422303
ENSDCDT00000039301	0.4712065813528337	0.7042961608775137	0.6640767824497258	0.6956124314442413	0.6398537477148081	0.7961608775137111	1.0	0.7052102376599635	0.7175502742230347	0.656764168190128	0.8194698354661791	0.7367458866544789
ENSAMXT00000002383	0.4748628884826325	0.8404936014625228	0.6937842778793418	0.8875685557586838	0.7774223034734917	0.6914990859232175	0.7052102376599635	1.0	0.7486288848263254	0.7952468007312614	0.7253199268738574	0.7573126142595978
ENSCHAT00000008599	0.4963436928702011	0.9081352833638026	0.7518281535648994	0.7778793418647166	0.8295246800731262	0.7344606946983546	0.7175502742230347	0.7486288848263254	1.0	0.7317184643510055	0.8729433272394881	0.9414990859232176
ENSSFOT00015009460	0.4579524680073126	0.823583180987203	0.8985374771480804	0.7052102376599635	0.7595978062157221	0.7134369287020109	0.656764168190128	0.7952468007312614	0.7317184643510055	1.0	0.6873857404021938	0.7408592321755028
ENSCHAT00000008443	0.4739488117001829	0.8441499085923218	0.6951553930530164	0.7198354661791591	0.7655393053016454	0.6828153564899452	0.8194698354661791	0.7253199268738574	0.8729433272394881	0.6873857404021938	1.0	0.8921389396709324
ENSCHAT00000008735	0.4922303473491774	0.9127056672760512	0.7486288848263254	0.7742230347349177	0.8340950639853748	0.7321755027422303	0.7367458866544789	0.7573126142595978	0.9414990859232176	0.7408592321755028	0.8921389396709324	1.0
