,ENSMUST00000005862,MGP_PahariEiJ_T0027577,ENSRNOT00000006979,MGP_SPRETEiJ_T0042016,ENSMUST00000229956,F58A4.7b.2,F58A4.7b.1,F58A4.7a.1,F58A4.7a.2,ENSMUGT00000023140,FBtr0080854,F58A4.7d.1,F58A4.7d.2,F58A4.7c.2,ENSMUST00000230875,F58A4.7c.1,MGP_CAROLIEiJ_T0040178,FBtr0343814,F58A4.7b.3,ENSMSIT00000040375
ENSMUST00000005862,1.0,0.993105429474289,0.9916690606147659,0.9979890835966676,0.8756104567652974,0.5130709566216605,0.5130709566216605,0.5122091353059466,0.5122091353059466,0.9841999425452456,0.31973570812984775,0.631427750646366,0.631427750646366,0.5116345877621373,0.8793450158000574,0.5116345877621373,0.9951163458776213,0.31973570812984775,0.5130709566216605,0.9994254524561907
MGP_PahariEiJ_T0027577,0.993105429474289,1.0,0.9893708704395289,0.9939672507900029,0.8730249928181557,0.5127836828497558,0.5127836828497558,0.511921861534042,0.511921861534042,0.9827635736857225,0.3200229819017524,0.631427750646366,0.631427750646366,0.5113473139902327,0.8761850043091066,0.5113473139902327,0.9933927032461937,0.3200229819017524,0.5127836828497558,0.9936799770180983
ENSRNOT00000006979,0.9916690606147659,0.9893708704395289,1.0,0.9902326917552428,0.8695777075553002,0.514220051709279,0.514220051709279,0.5130709566216605,0.5130709566216605,0.9827635736857225,0.320310255673657,0.6325768457339845,0.6325768457339845,0.5124964090778512,0.8738868141338696,0.5124964090778512,0.990807239299052,0.320310255673657,0.514220051709279,0.9922436081585752
MGP_SPRETEiJ_T0042016,0.9979890835966676,0.9939672507900029,0.9902326917552428,1.0,0.8753231829933927,0.5139327779373744,0.5139327779373744,0.5130709566216605,0.5130709566216605,0.9836253950014364,0.32059752944556164,0.6322895719620799,0.6322895719620799,0.5124964090778512,0.8790577420281528,0.5124964090778512,0.995403619649526,0.32059752944556164,0.5139327779373744,0.9979890835966676
ENSMUST00000229956,0.8756104567652974,0.8730249928181557,0.8695777075553002,0.8753231829933927,1.0,0.5300201091640333,0.5300201091640333,0.5291582878483194,0.5291582878483194,0.864406779661017,0.3970123527721918,0.7515081873024992,0.7515081873024992,0.5300201091640333,0.9439816144785981,0.5300201091640333,0.8733122665900603,0.3970123527721918,0.5300201091640333,0.8750359092214881
F58A4.7b.2,0.5130709566216605,0.5127836828497558,0.514220051709279,0.5139327779373744,0.5300201091640333,1.0,1.0,0.9982763573685722,0.9982763573685722,0.5110600402183281,0.144785981039931,0.7428899741453605,0.7428899741453605,0.9974145360528583,0.538638322321172,0.9974145360528583,0.5127836828497558,0.144785981039931,1.0,0.5130709566216605
F58A4.7b.1,0.5130709566216605,0.5127836828497558,0.514220051709279,0.5139327779373744,0.5300201091640333,1.0,1.0,0.9982763573685722,0.9982763573685722,0.5110600402183281,0.144785981039931,0.7428899741453605,0.7428899741453605,0.9974145360528583,0.538638322321172,0.9974145360528583,0.5127836828497558,0.144785981039931,1.0,0.5130709566216605
F58A4.7a.1,0.5122091353059466,0.511921861534042,0.5130709566216605,0.5130709566216605,0.5291582878483194,0.9982763573685722,0.9982763573685722,1.0,1.0,0.5101982189026142,0.14334961218040787,0.7411663315139327,0.7411663315139327,0.9991381786842861,0.5403619649525998,0.9991381786842861,0.511921861534042,0.14334961218040787,0.9982763573685722,0.5122091353059466
F58A4.7a.2,0.5122091353059466,0.511921861534042,0.5130709566216605,0.5130709566216605,0.5291582878483194,0.9982763573685722,0.9982763573685722,1.0,1.0,0.5101982189026142,0.14334961218040787,0.7411663315139327,0.7411663315139327,0.9991381786842861,0.5403619649525998,0.9991381786842861,0.511921861534042,0.14334961218040787,0.9982763573685722,0.5122091353059466
ENSMUGT00000023140,0.9841999425452456,0.9827635736857225,0.9827635736857225,0.9836253950014364,0.864406779661017,0.5110600402183281,0.5110600402183281,0.5101982189026142,0.5101982189026142,1.0,0.32059752944556164,0.631427750646366,0.631427750646366,0.5096236713588049,0.8704395288710141,0.5096236713588049,0.9830508474576272,0.32059752944556164,0.5110600402183281,0.9844872163171502
