	ENSDCDT00000053535	ENSSFOT00015024529	ENSDCDT00000053525	ENSLOCT00000011244	ENSPKIT00000015572	ENSSFOT00015014821	ENSCHAT00000005689	ENSSFOT00015024517	ENSLOCT00000011255	ENSPKIT00000015585	ENSCHAT00000005450	ENSPKIT00000025436	ENSDCDT00000053531	ENSSFOT00015014970	ENSCMIT00000027870	ENSCMIT00000027873	ENSPKIT00000025236	ENSHHUT00000009998	ENSAOCT00000007551	ENSCMIT00000027857	ENSPKIT00000025302	ENSPMAT00000010485	ENSDCDT00000053548	ENSDCDT00000053568	ENSPKIT00000025363	ENSDCDT00000053516	ENSCHAT00000005390	ENSPKIT00000025047	ENSDCDT00000053544	ENSHHUT00000009994	ENSCHAT00000004202	ENSPKIT00000025098	ENSCHAT00000005984	ENSEBUT00000013902	ENSCHAT00000004010	ENSSFOT00015014937	ENSPKIT00000025637	ENSSFOT00015015027	ENSSFOT00015014774	ENSEBUT00000013923	ENSECRT00000025268	ENSEBUT00000013946	ENSCMIT00000027866	ENSSFOT00015015078	ENSCHAT00000004115	ENSECRT00000025320	ENSDCDT00000053553	ENSDCDT00000053552	ENSSFOT00015014887	ENSDCDT00000053518	ENSPKIT00000025166	ENSPKIT00000025585	ENSCHAT00000004491	ENSPKIT00000025507
ENSDCDT00000053535	1.0	0.4811379097093382	0.9746444032158318	0.7087198515769945	0.4768089053803339	0.758915687487116	0.8266336837765409	0.538857967429396	0.7555143269428983	0.4923727066584209	0.8046794475365904	0.7575757575757576	0.9885590599876314	0.7573696145124716	0.6722325293753865	0.5319521748093177	0.7567511853226139	0.4158936301793445	0.5367965367965368	0.6679035250463822	0.7673675530818388	0.5179344465058751	0.8947639661925376	0.9425891568748712	0.7524221809936096	0.966295609152752	0.7622139764996908	0.7580911152339723	0.9613481756338901	0.4474335188620904	0.8117913832199547	0.7612863327149041	0.8325087610801897	0.5382395382395382	0.8022057307771594	0.7712842712842712	0.7980828695114409	0.7521129663986806	0.7499484642341785	0.5351473922902494	0.7325293753865182	0.538857967429396	0.683879612451041	0.7821067821067821	0.8114821686250258	0.7474747474747475	0.9441352298495156	0.945784374355803	0.7657184085755514	0.9625850340136054	0.759018759018759	0.7741702741702742	0.8031333745619459	0.759018759018759
ENSSFOT00015024529	0.4811379097093382	1.0	0.4957740672026386	0.4526901669758813	0.966192537621109	0.4867037724180581	0.4614512471655329	0.8969284683570398	0.4935064935064935	0.9640280354566068	0.4359925788497217	0.4795918367346938	0.4758812615955473	0.4854669140383426	0.5309214594928879	0.8846629560915276	0.479282622139765	0.8982683982683982	0.8976499690785406	0.512987012987013	0.4848484848484849	0.8957946815089672	0.468769325912183	0.5168006596578025	0.4867037724180581	0.4874252731395589	0.4747474747474747	0.4755720470006184	0.4892805607091322	0.929808286951144	0.443104514533086	0.4836116264687693	0.4725829725829727	0.6159554730983302	0.43351886209029067	0.4990723562152133	0.4984539270253556	0.4799010513296227	0.4777365491651207	0.6131725417439703	0.4886621315192744	0.6168831168831169	0.5148423005565863	0.5139146567717996	0.442795299938157	0.4837146980004123	0.5064935064935064	0.507833436404865	0.4938157081014224	0.4911358482787054	0.4764996907854051	0.4954648526077097	0.4344465058750773	0.4764996907854051
ENSDCDT00000053525	0.9746444032158318	0.4957740672026386	1.0	0.727788084930942	0.4811379097093382	0.7779839208410637	0.8503401360544217	0.5431869717584004	0.7697381983096269	0.4789734075448362	0.8242630385487528	0.7646876932591218	0.9693877551020408	0.771902700474129	0.6765615337043909	0.5362811791383221	0.7709750566893424	0.4202226345083489	0.5411255411255411	0.6722325293753865	0.7815914244485673	0.5222634508348795	0.8990929705215419	0.9469181612038756	0.7714904143475572	0.9916512059369202	0.7665429808286951	0.7723149866007009	0.9867037724180582	0.4517625231910946	0.831374974232117	0.7727272727272727	0.8562152133580705	0.5425685425685426	0.8217893217893217	0.7826221397649971	0.7878787878787878	0.7711811997526283	0.7690166975881262	0.5394763966192537	0.75139146567718	0.5431869717584004	0.6882086167800453	0.8049886621315193	0.8310657596371882	0.7387136672850959	0.94846423417852	0.9501133786848072	0.7802514945372089	0.9879406307977736	0.7732426303854876	0.7921047206761492	0.8227169655741084	0.7732426303854876
ENSLOCT00000011244	0.7087198515769945	0.4526901669758813	0.727788084930942	1.0	0.4510410224695939	0.8062255205112348	0.7216037930323644	0.4956709956709957	0.937538651824366	0.4384662956091527	0.7290249433106576	0.7915893630179345	0.7172747887033601	0.8041640898783756	0.6594516594516594	0.4952587095444239	0.7863327149041435	0.3790970933828077	0.4956709956709957	0.6520305091733664	0.7832405689548547	0.4805194805194806	0.7076891362605648	0.7118119975262832	0.7987012987012987	0.7332508761080191	0.7035662749948465	0.7739641311069883	0.7351061636775923	0.4106369820655536	0.7361368789940218	0.7745825602968459	0.7148010719439291	0.5018552875695733	0.7265512265512265	0.7968460111317254	0.7610801896516183	0.7994227994227994	0.7972582972582972	0.4987631416202845	0.782312925170068	0.5024737167594311	0.6687280972995259	0.7872603586889301	0.7358276643990931	0.7689136260564832	0.7131519274376418	0.7141826427540713	0.7948876520305092	0.7319109461966605	0.7884972170686456	0.7753040610183467	0.7438672438672439	0.7926200783343641
ENSPKIT00000015572	0.4768089053803339	0.966192537621109	0.4811379097093382	0.4510410224695939	1.0	0.4751597608740466	0.4459905174190888	0.8802308802308803	0.4918573490002062	0.9786641929499073	0.4240362811791383	0.4751597608740466	0.4715522572665429	0.4847454133168418	0.5250463821892394	0.8787878787878788	0.4674293960008246	0.8928056070913214	0.8931148216862502	0.5071119356833642	0.4729952587095444	0.8904349618635333	0.4799010513296227	0.5155638012780871	0.4748505462791177	0.4727891156462585	0.4811379097093382	0.4637188208616781	0.4746444032158318	0.9243454957740672	0.4311482168625026	0.471758400329829	0.4571222428365285	0.6100803957946815	0.4215625644197073	0.4875283446712018	0.4940218511647083	0.4683570397856112	0.4661925376211091	0.6072974644403216	0.4775304061018346	0.6110080395794681	0.5089672232529375	0.4983508554937126	0.4308390022675737	0.4793856936714079	0.5019583591012162	0.5065965780251495	0.4822716965574109	0.4764996907854051	0.4646464646464646	0.4797979797979798	0.4333127190270048	0.4754689754689755
ENSSFOT00015014821	0.758915687487116	0.4867037724180581	0.7779839208410637	0.8062255205112348	0.4751597608740466	1.0	0.7783962069676356	0.5326736755308183	0.8063285920428778	0.4729952587095444	0.7856112141826428	0.8798185941043084	0.7675736961451247	0.9740259740259741	0.6958359101216244	0.5295815295815296	0.8747680890538033	0.41228612657184094	0.5289631003916718	0.6921253349824779	0.8706452277880848	0.512987012987013	0.7388167388167388	0.7614924757781899	0.8871366728509585	0.7835497835497836	0.7402597402597403	0.8583797155225726	0.7854050711193569	0.4438260152545868	0.7927231498660071	0.8584827870542157	0.7712842712842712	0.5422593279736136	0.7831374974232117	0.9876314162028448	0.8438466295609153	0.990105132962276	0.9879406307977736	0.5374149659863946	0.7721088435374149	0.5411255411255411	0.7084106369820655	0.9724799010513296	0.7955060812203669	0.7570603999175428	0.7639661925376211	0.7639661925376211	0.9854669140383426	0.7824159967017109	0.8769325912183055	0.8598227169655741	0.7840651412079983	0.8593073593073594
ENSCHAT00000005689	0.8266336837765409	0.4614512471655329	0.8503401360544217	0.7216037930323644	0.4459905174190888	0.7783962069676356	1.0	0.5015460729746444	0.7432488146773861	0.4438260152545868	0.9737167594310452	0.7691197691197691	0.8366316223459079	0.758915687487116	0.6661513090084519	0.5009276437847866	0.7760255617398475	0.3848690991548134	0.4992784992784993	0.6624407338693052	0.7727272727272727	0.4867037724180581	0.7706658420944136	0.8165326736755308	0.7761286332714904	0.8572459286745001	0.8757988043702329	0.7634508348794063	0.8591012162440734	0.4164089878375592	0.9808286951144094	0.7637600494743352	0.9888682745825604	0.5244279529993816	0.971243042671614	0.7692228406514121	0.7787054215625644	0.7715934858792002	0.7694289837146979	0.5213358070500927	0.7307771593485879	0.5250463821892394	0.6806843949701092	0.7918985776128633	0.9805194805194806	0.7179962894248608	0.8175633889919605	0.8191094619666048	0.7672644815501959	0.8556998556998557	0.7781900639043496	0.7971552257266543	0.9721706864564008	0.764378478664193
ENSSFOT00015024517	0.538857967429396	0.8969284683570398	0.5431869717584004	0.4956709956709957	0.8802308802308803	0.5326736755308183	0.5015460729746444	1.0	0.5364873222016079	0.8780663780663781	0.4795918367346938	0.5326736755308183	0.5336013193156051	0.5314368171511029	0.5877138734281592	0.9464028035456606	0.5249433106575964	0.8259121830550402	0.9444444444444444	0.5697794269222841	0.5305091733663162	0.9293960008245724	0.5141207998350855	0.5575139146567718	0.5323644609358895	0.5348381776953206	0.5350443207586064	0.5212327355184498	0.5318491032776747	0.8574520717377859	0.4867037724180581	0.5292723149866007	0.5126777983920842	0.5435992578849722	0.4771181199752628	0.5450422593279736	0.5515357658214801	0.525870954442383	0.5237064522778808	0.5408163265306123	0.5299938157081014	0.5445269016697588	0.5716347144918573	0.5558647701504844	0.4863945578231293	0.5318491032776747	0.5634920634920635	0.5485466914038343	0.5397856112141827	0.5385487528344671	0.5221603793032364	0.5373118944547516	0.4780457637600495	0.5221603793032364
ENSLOCT00000011255	0.7555143269428983	0.4935064935064935	0.7697381983096269	0.937538651824366	0.4918573490002062	0.8063285920428778	0.7432488146773861	0.5364873222016079	1.0	0.479282622139765	0.7506699649556793	0.7994227994227994	0.7454133168418883	0.8241599670171099	0.6773861059575346	0.536075036075036	0.8060193774479488	0.4199134199134199	0.5364873222016079	0.6699649556792414	0.8165326736755308	0.5213358070500927	0.7373737373737373	0.7414965986394558	0.800453514739229	0.7613894042465471	0.7310863739435168	0.8072562358276644	0.7632446918161204	0.4514533085961657	0.7577819006390435	0.8017934446505876	0.7494331065759637	0.5421562564419707	0.7481962481962482	0.8107606679035251	0.7882910740053597	0.7995258709544424	0.7973613687899402	0.5390641104926819	0.8038548752834467	0.5427746856318285	0.6866625438054009	0.8011750154607298	0.7574726860441147	0.7904555761698618	0.7428365285508143	0.7438672438672439	0.8148835291692434	0.7600494743351887	0.8081838796124511	0.7949907235621522	0.7655122655122655	0.8259121830550402
ENSPKIT00000015585	0.4923727066584209	0.9640280354566068	0.4789734075448362	0.4384662956091527	0.9786641929499073	0.4729952587095444	0.4438260152545868	0.8780663780663781	0.479282622139765	1.0	0.42187177901463613	0.4729952587095444	0.4871160585446299	0.471758400329829	0.5228818800247371	0.8766233766233766	0.4652648938363224	0.8906411049268192	0.8909503195217481	0.5049474335188621	0.4708307565450423	0.8882704596990312	0.4655741084312512	0.5133992991135848	0.4726860441146156	0.4706246134817563	0.4681508967223254	0.4615543186971758	0.4724799010513296	0.9221809936095652	0.4289837146980005	0.4695938981653267	0.4549577406720264	0.6079158936301794	0.4193980622552052	0.4853638425066997	0.5054627911770769	0.4661925376211091	0.4640280354566069	0.6051329622758194	0.4753659039373326	0.6088435374149661	0.5068027210884354	0.4961863533292105	0.4286745001030715	0.4897959183673469	0.4997938569367141	0.5044320758606473	0.4801071943929087	0.4743351886209029	0.4624819624819625	0.4776334776334776	0.42032570603999175	0.4624819624819625
