,ENSMODT00000019284,ENSMODT00000086641,ENSVURT00010032048,ENSGGOT00000060465,ENSGGOT00000053454,ENSGGOT00000029834,ENST00000542611,ENST00000590996,ENSPTRT00000016991,ENSPTRT00000077559,ENSSHAT00000012827,ENST00000586650,ENSPCIT00000035412,ENSGGOT00000063280,ENST00000341165,ENSPPAT00000037724,ENSPTRT00000093697
ENSMODT00000019284,1.0,0.9451923076923077,0.9131410256410256,0.6737179487179488,0.75,0.642948717948718,0.6403846153846153,0.7477564102564103,0.75,0.6426282051282052,0.9125,0.06121794871794872,0.907051282051282,0.75,0.7477564102564103,0.6711538461538461,0.6737179487179488
ENSMODT00000086641,0.9451923076923077,1.0,0.8612179487179488,0.6394230769230769,0.701602564102564,0.6224358974358974,0.6198717948717949,0.6993589743589743,0.701602564102564,0.6221153846153846,0.8592948717948717,0.04038461538461535,0.8548076923076923,0.701602564102564,0.6993589743589743,0.6368589743589743,0.6394230769230769
ENSVURT00010032048,0.9131410256410256,0.8612179487179488,1.0,0.6705128205128205,0.7442307692307693,0.635576923076923,0.6326923076923077,0.7416666666666667,0.7445512820512821,0.635576923076923,0.9336538461538462,0.06185897435897436,0.9599358974358975,0.7442307692307693,0.7416666666666667,0.6679487179487179,0.6708333333333333
ENSGGOT00000060465,0.6737179487179488,0.6394230769230769,0.6705128205128205,1.0,0.9115384615384615,0.7875,0.7817307692307692,0.905448717948718,0.9064102564102564,0.7826923076923077,0.6679487179487179,0.18653846153846154,0.6717948717948717,0.9115384615384615,0.905448717948718,0.9932692307692308,0.9948717948717949
ENSGGOT00000053454,0.75,0.701602564102564,0.7442307692307693,0.9115384615384615,1.0,0.8759615384615385,0.8701923076923077,0.9939102564102564,0.9948717948717949,0.8711538461538462,0.742948717948718,0.1134615384615385,0.7461538461538462,1.0,0.9939102564102564,0.9048076923076923,0.9064102564102564
ENSGGOT00000029834,0.642948717948718,0.6224358974358974,0.635576923076923,0.7875,0.8759615384615385,1.0,0.9942307692307693,0.8701923076923077,0.8711538461538462,0.9951923076923077,0.6362179487179487,0.2221153846153846,0.6378205128205128,0.8759615384615385,0.8701923076923077,0.7807692307692308,0.7826923076923077
ENST00000542611,0.6403846153846153,0.6198717948717949,0.6326923076923077,0.7817307692307692,0.8701923076923077,0.9942307692307693,1.0,0.8759615384615385,0.8695512820512821,0.9935897435897436,0.6333333333333333,0.21923076923076923,0.6349358974358974,0.8701923076923077,0.8759615384615385,0.7830128205128205,0.7810897435897436
ENST00000590996,0.7477564102564103,0.6993589743589743,0.7416666666666667,0.905448717948718,0.9939102564102564,0.8701923076923077,0.8759615384615385,1.0,0.9935897435897436,0.8695512820512821,0.7403846153846154,0.11057692307692313,0.7435897435897436,0.9939102564102564,1.0,0.9067307692307692,0.9051282051282051
ENSPTRT00000016991,0.75,0.701602564102564,0.7445512820512821,0.9064102564102564,0.9948717948717949,0.8711538461538462,0.8695512820512821,0.9935897435897436,1.0,0.8759615384615385,0.7435897435897436,0.11250000000000004,0.7467948717948718,0.9948717948717949,0.9935897435897436,0.9073717948717949,0.9115384615384615
ENSPTRT00000077559,0.6426282051282052,0.6221153846153846,0.635576923076923,0.7826923076923077,0.8711538461538462,0.9951923076923077,0.9935897435897436,0.8695512820512821,0.8759615384615385,1.0,0.6365384615384615,0.22115384615384615,0.6381410256410256,0.8711538461538462,0.8695512820512821,0.7836538461538461,0.7875
ENSSHAT00000012827,0.9125,0.8592948717948717,0.9336538461538462,0.6679487179487179,0.742948717948718,0.6362179487179487,0.6333333333333333,0.7403846153846154,0.7435897435897436,0.6365384615384615,1.0,0.05801282051282053,0.9288461538461539,0.742948717948718,0.7403846153846154,0.6657051282051282,0.6685897435897435
ENST00000586650,0.06121794871794872,0.04038461538461535,0.06185897435897436,0.18653846153846154,0.1134615384615385,0.2221153846153846,0.21923076923076923,0.11057692307692313,0.11250000000000004,0.22115384615384615,0.05801282051282053,1.0,0.0625,0.1134615384615385,0.11057692307692313,0.1826923076923077,0.18557692307692308
ENSPCIT00000035412,0.907051282051282,0.8548076923076923,0.9599358974358975,0.6717948717948717,0.7461538461538462,0.6378205128205128,0.6349358974358974,0.7435897435897436,0.7467948717948718,0.6381410256410256,0.9288461538461539,0.0625,1.0,0.7461538461538462,0.7435897435897436,0.669551282051282,0.6724358974358975
ENSGGOT00000063280,0.75,0.701602564102564,0.7442307692307693,0.9115384615384615,1.0,0.8759615384615385,0.8701923076923077,0.9939102564102564,0.9948717948717949,0.8711538461538462,0.742948717948718,0.1134615384615385,0.7461538461538462,1.0,0.9939102564102564,0.9048076923076923,0.9064102564102564
ENST00000341165,0.7477564102564103,0.6993589743589743,0.7416666666666667,0.905448717948718,0.9939102564102564,0.8701923076923077,0.8759615384615385,1.0,0.9935897435897436,0.8695512820512821,0.7403846153846154,0.11057692307692313,0.7435897435897436,0.9939102564102564,1.0,0.9067307692307692,0.9051282051282051
ENSPPAT00000037724,0.6711538461538461,0.6368589743589743,0.6679487179487179,0.9932692307692308,0.9048076923076923,0.7807692307692308,0.7830128205128205,0.9067307692307692,0.9073717948717949,0.7836538461538461,0.6657051282051282,0.1826923076923077,0.669551282051282,0.9048076923076923,0.9067307692307692,1.0,0.9958333333333333
ENSPTRT00000093697,0.6737179487179488,0.6394230769230769,0.6708333333333333,0.9948717948717949,0.9064102564102564,0.7826923076923077,0.7810897435897436,0.9051282051282051,0.9115384615384615,0.7875,0.6685897435897435,0.18557692307692308,0.6724358974358975,0.9064102564102564,0.9051282051282051,0.9958333333333333,1.0
