,ENSVURT00010008305,ENSPCIT00000065273,ENSNLET00000016909,ENSPPYT00000003491,ENSRBIT00000033919,ENST00000397374,ENSPCAT00000006820,ENSMODT00000024539,ENSLACT00000015990,ENSLACT00000015991,ENSPCIT00000038000,ENSMEUT00000001695,ENSLACT00000017649,ENST00000331588
ENSVURT00010008305,1.0,0.9537444933920705,0.6501468428781204,0.6343612334801763,0.5899412628487518,0.8142437591776799,0.51431718061674,0.6358296622613803,0.604992657856094,0.5914096916299559,0.9537444933920705,0.7797356828193832,0.4265785609397944,0.8142437591776799
ENSPCIT00000065273,0.9537444933920705,1.0,0.6417033773861968,0.6358296622613803,0.5928781204111601,0.8050660792951542,0.5183553597650514,0.6295888399412628,0.6035242290748899,0.5899412628487518,1.0,0.7731277533039648,0.4291483113069017,0.8050660792951542
ENSNLET00000016909,0.6501468428781204,0.6417033773861968,1.0,0.8013950073421439,0.6332599118942731,0.7940528634361234,0.5646108663729809,0.5198237885462555,0.49339207048458156,0.48641703377386203,0.6417033773861968,0.5161527165932452,0.49926578560939794,0.7940528634361234
ENSPPYT00000003491,0.6343612334801763,0.6358296622613803,0.8013950073421439,1.0,0.8226872246696035,0.7151248164464024,0.750367107195301,0.5198237885462555,0.577826725403818,0.5950807635829662,0.6358296622613803,0.5157856093979442,0.683920704845815,0.7151248164464024
ENSRBIT00000033919,0.5899412628487518,0.5928781204111601,0.6332599118942731,0.8226872246696035,1.0,0.6677679882525698,0.7044787077826725,0.3608663729809104,0.5451541850220264,0.5620411160058737,0.5928781204111601,0.47503671071953013,0.5943465491923642,0.6677679882525698
ENST00000397374,0.8142437591776799,0.8050660792951542,0.7940528634361234,0.7151248164464024,0.6677679882525698,1.0,0.5201908957415565,0.5723201174743024,0.5954478707782672,0.5814977973568282,0.8050660792951542,0.6798825256975036,0.4082232011747431,1.0
ENSPCAT00000006820,0.51431718061674,0.5183553597650514,0.5646108663729809,0.750367107195301,0.7044787077826725,0.5201908957415565,1.0,0.3663729809104259,0.5044052863436124,0.5231277533039648,0.5183553597650514,0.4566813509544787,0.7327459618208517,0.5201908957415565
ENSMODT00000024539,0.6358296622613803,0.6295888399412628,0.5198237885462555,0.5198237885462555,0.3608663729809104,0.5723201174743024,0.3663729809104259,1.0,0.42951541850220265,0.43502202643171806,0.6295888399412628,0.5022026431718062,0.5066079295154186,0.5723201174743024
ENSLACT00000015990,0.604992657856094,0.6035242290748899,0.49339207048458156,0.577826725403818,0.5451541850220264,0.5954478707782672,0.5044052863436124,0.42951541850220265,1.0,0.9636563876651982,0.6035242290748899,0.5330396475770925,0.4680616740088106,0.5954478707782672
ENSLACT00000015991,0.5914096916299559,0.5899412628487518,0.48641703377386203,0.5950807635829662,0.5620411160058737,0.5814977973568282,0.5231277533039648,0.43502202643171806,0.9636563876651982,1.0,0.5899412628487518,0.5238619676945668,0.4849486049926579,0.5814977973568282
ENSPCIT00000038000,0.9537444933920705,1.0,0.6417033773861968,0.6358296622613803,0.5928781204111601,0.8050660792951542,0.5183553597650514,0.6295888399412628,0.6035242290748899,0.5899412628487518,1.0,0.7731277533039648,0.4291483113069017,0.8050660792951542
ENSMEUT00000001695,0.7797356828193832,0.7731277533039648,0.5161527165932452,0.5157856093979442,0.47503671071953013,0.6798825256975036,0.4566813509544787,0.5022026431718062,0.5330396475770925,0.5238619676945668,0.7731277533039648,1.0,0.4401615271659325,0.6798825256975036
ENSLACT00000017649,0.4265785609397944,0.4291483113069017,0.49926578560939794,0.683920704845815,0.5943465491923642,0.4082232011747431,0.7327459618208517,0.5066079295154186,0.4680616740088106,0.4849486049926579,0.4291483113069017,0.4401615271659325,1.0,0.4082232011747431
ENST00000331588,0.8142437591776799,0.8050660792951542,0.7940528634361234,0.7151248164464024,0.6677679882525698,1.0,0.5201908957415565,0.5723201174743024,0.5954478707782672,0.5814977973568282,0.8050660792951542,0.6798825256975036,0.4082232011747431,1.0
