,ENSXETT00000033078,ENSXETT00000056024,ENSXETT00000056000,ENSELUT00000035085,ENSXETT00000019584,ENSXETT00000009324,ENSLACT00000003903,ENSXETT00000025118,ENSXETT00000048915,ENSXETT00000024814,ENSXETT00000014332
ENSXETT00000033078,1.0,0.8363234209879578,0.6050626689604326,0.413123617596461,0.6969771442614893,0.43008110100761865,0.46227574342590316,0.6859179159498648,0.42172523961661335,0.5917915949864831,0.4711231260752027
ENSXETT00000056024,0.8363234209879578,1.0,0.5045465716392235,0.3108871958712214,0.5858933398869501,0.3273531580240845,0.4748095355124109,0.5556647825018433,0.5013516834603097,0.4630130253133449,0.6239862374047678
ENSXETT00000056000,0.6050626689604326,0.5045465716392235,1.0,0.6524944703858442,0.8314082084050135,0.6689604325387073,0.6817399852543623,0.8901449987711969,0.6613418530351438,0.6859179159498648,0.7097566969771443
ENSELUT00000035085,0.413123617596461,0.3108871958712214,0.6524944703858442,1.0,0.6684689112804129,0.7429343819120177,0.6726468419759155,0.697714426148931,0.6151388547554681,0.6099778815433767,0.638240353895306
ENSXETT00000019584,0.6969771442614893,0.5858933398869501,0.8314082084050135,0.6684689112804129,1.0,0.6930449741951339,0.7100024576062914,0.8616367657901204,0.6588842467436716,0.7785696731383632,0.7338412386335709
ENSXETT00000009324,0.43008110100761865,0.3273531580240845,0.6689604325387073,0.7429343819120177,0.6930449741951339,1.0,0.6834603096583928,0.7139346276726468,0.6350454657163922,0.6301302531334481,0.6694519537970017
ENSLACT00000003903,0.46227574342590316,0.4748095355124109,0.6817399852543623,0.6726468419759155,0.7100024576062914,0.6834603096583928,1.0,0.7264684197591545,0.7495699188989924,0.6507741459818137,0.7635782747603834
ENSXETT00000025118,0.6859179159498648,0.5556647825018433,0.8901449987711969,0.697714426148931,0.8616367657901204,0.7139346276726468,0.7264684197591545,1.0,0.7050872450233473,0.7638240353895306,0.7549766527402311
ENSXETT00000048915,0.42172523961661335,0.5013516834603097,0.6613418530351438,0.6151388547554681,0.6588842467436716,0.6350454657163922,0.7495699188989924,0.7050872450233473,1.0,0.6937822560825756,0.8201032194642418
ENSXETT00000024814,0.5917915949864831,0.4630130253133449,0.6859179159498648,0.6099778815433767,0.7785696731383632,0.6301302531334481,0.6507741459818137,0.7638240353895306,0.6937822560825756,1.0,0.6124354878348488
ENSXETT00000014332,0.4711231260752027,0.6239862374047678,0.7097566969771443,0.638240353895306,0.7338412386335709,0.6694519537970017,0.7635782747603834,0.7549766527402311,0.8201032194642418,0.6124354878348488,1.0
