,ENSUMAT00000037459,ENSEEUT00000009255,ENSCMIT00000038375,ENSUMAT00000037470,ENSECRT00000034317,ENSLACT00000009837,ENSPVAT00000003846,ENSLACT00000025523,ENSAMET00000006463,ENSUAMT00000035887,ENSUAMT00000035886
ENSUMAT00000037459,1.0,0.5323761261261262,0.6024774774774775,0.9628378378378378,0.5802364864864865,0.668918918918919,0.6165540540540541,0.5830518018018018,0.9411599099099099,0.41807432432432434,0.43496621621621623
ENSEEUT00000009255,0.5323761261261262,1.0,0.5436373873873874,0.4980292792792793,0.5717905405405406,0.5526463963963963,0.49352477477477485,0.5836148648648649,0.5813626126126126,0.49211711711711714,0.34262387387387383
ENSCMIT00000038375,0.6024774774774775,0.5436373873873874,1.0,0.5802364864864865,0.762668918918919,0.7581644144144144,0.4408783783783784,0.7767454954954955,0.6534346846846847,0.6151463963963963,0.6188063063063063
ENSUMAT00000037470,0.9628378378378378,0.4980292792792793,0.5802364864864865,1.0,0.5571509009009009,0.6447072072072072,0.6537162162162162,0.5588400900900901,0.9045608108108109,0.38091216216216217,0.4721283783783784
ENSECRT00000034317,0.5802364864864865,0.5717905405405406,0.762668918918919,0.5571509009009009,1.0,0.7297297297297297,0.41891891891891886,0.8051801801801802,0.6311936936936937,0.5503941441441441,0.5563063063063063
ENSLACT00000009837,0.668918918918919,0.5526463963963963,0.7581644144144144,0.6447072072072072,0.7297297297297297,1.0,0.5064752252252253,0.8772522522522522,0.7170608108108109,0.5332207207207207,0.5382882882882883
ENSPVAT00000003846,0.6165540540540541,0.49352477477477485,0.4408783783783784,0.6537162162162162,0.41891891891891886,0.5064752252252253,1.0,0.42229729729729737,0.6585022522522522,0.4186373873873874,0.33671171171171177
ENSLACT00000025523,0.5830518018018018,0.5836148648648649,0.7767454954954955,0.5588400900900901,0.8051801801801802,0.8772522522522522,0.42229729729729737,1.0,0.6320382882882883,0.5518018018018018,0.5568693693693694
ENSAMET00000006463,0.9411599099099099,0.5813626126126126,0.6534346846846847,0.9045608108108109,0.6311936936936937,0.7170608108108109,0.6585022522522522,0.6320382882882883,1.0,0.46706081081081074,0.48338963963963966
ENSUAMT00000035887,0.41807432432432434,0.49211711711711714,0.6151463963963963,0.38091216216216217,0.5503941441441441,0.5332207207207207,0.4186373873873874,0.5518018018018018,0.46706081081081074,1.0,0.7347972972972973
ENSUAMT00000035886,0.43496621621621623,0.34262387387387383,0.6188063063063063,0.4721283783783784,0.5563063063063063,0.5382882882882883,0.33671171171171177,0.5568693693693694,0.48338963963963966,0.7347972972972973,1.0
