,ENSEBUT00000008646,ENSJHYT00000020758,ENSEBUT00000008618,ENSJHYT00000020771,ENSDART00000105328,ENSDART00000185689,ENSEBUT00000008680,ENSCPGT00000009145,ENSONIT00000010135,ENSNSUT00000024802,ENSAHAT00000021451,ENSDART00000152857
ENSEBUT00000008646,1.0,0.5452436194895591,1.0,0.5452436194895591,0.5179814385150812,0.5092807424593968,0.9510440835266821,0.5467517401392111,0.3334106728538283,0.5617169373549884,0.5854988399071925,0.5179814385150812
ENSJHYT00000020758,0.5452436194895591,1.0,0.5452436194895591,1.0,0.6578886310904872,0.6491879350348028,0.5501160092807424,0.9353828306264501,0.3582366589327146,0.7390951276102088,0.8684454756380511,0.6578886310904872
ENSEBUT00000008618,1.0,0.5452436194895591,1.0,0.5452436194895591,0.5179814385150812,0.5092807424593968,0.9510440835266821,0.5467517401392111,0.3334106728538283,0.5617169373549884,0.5854988399071925,0.5179814385150812
ENSJHYT00000020771,0.5452436194895591,1.0,0.5452436194895591,1.0,0.6578886310904872,0.6491879350348028,0.5501160092807424,0.9353828306264501,0.3582366589327146,0.7390951276102088,0.8684454756380511,0.6578886310904872
ENSDART00000105328,0.5179814385150812,0.6578886310904872,0.5179814385150812,0.6578886310904872,1.0,0.9912993039443155,0.5228538283062645,0.6493039443155453,0.45754060324825985,0.6269141531322506,0.6545243619489559,1.0
ENSDART00000185689,0.5092807424593968,0.6491879350348028,0.5092807424593968,0.6491879350348028,0.9912993039443155,1.0,0.51415313225058,0.6406032482598608,0.4488399071925754,0.6182134570765662,0.6458236658932714,0.9912993039443155
ENSEBUT00000008680,0.9510440835266821,0.5501160092807424,0.9510440835266821,0.5501160092807424,0.5228538283062645,0.51415313225058,1.0,0.5516241299303944,0.3382830626450116,0.5665893271461717,0.5903712296983759,0.5228538283062645
ENSCPGT00000009145,0.5467517401392111,0.9353828306264501,0.5467517401392111,0.9353828306264501,0.6493039443155453,0.6406032482598608,0.5516241299303944,1.0,0.354524361948956,0.7332946635730858,0.8751740139211137,0.6493039443155453
ENSONIT00000010135,0.3334106728538283,0.3582366589327146,0.3334106728538283,0.3582366589327146,0.45754060324825985,0.4488399071925754,0.3382830626450116,0.354524361948956,1.0,0.3887470997679814,0.4071925754060325,0.45754060324825985
ENSNSUT00000024802,0.5617169373549884,0.7390951276102088,0.5617169373549884,0.7390951276102088,0.6269141531322506,0.6182134570765662,0.5665893271461717,0.7332946635730858,0.3887470997679814,1.0,0.7786542923433875,0.6269141531322506
ENSAHAT00000021451,0.5854988399071925,0.8684454756380511,0.5854988399071925,0.8684454756380511,0.6545243619489559,0.6458236658932714,0.5903712296983759,0.8751740139211137,0.4071925754060325,0.7786542923433875,1.0,0.6545243619489559
ENSDART00000152857,0.5179814385150812,0.6578886310904872,0.5179814385150812,0.6578886310904872,1.0,0.9912993039443155,0.5228538283062645,0.6493039443155453,0.45754060324825985,0.6269141531322506,0.6545243619489559,1.0
