,ENSRBIT00000046359,ENSMLUT00000009714,ENSBMUT00000000261,ENSRBIT00000046360,ENSPVAT00000011999,ENSFDAT00000015196,ENSTSYT00000039482,ENSSDAT00000027319,ENSMLUT00000022444,ENSNGAT00000012439,ENSDNOT00000010934
ENSRBIT00000046359,1.0,0.1707317073170732,0.6142938173567782,0.6250709018718095,0.22461712989222915,0.6103233125354509,0.6154282473057289,0.6165626772546795,0.1673284174702212,0.6097560975609756,0.22688598979013053
ENSMLUT00000009714,0.1707317073170732,1.0,0.3936471922858764,0.39534883720930236,0.7504254112308565,0.3766307430516166,0.39534883720930236,0.3970504821327283,0.9943278502552467,0.387975042541123,0.8513896766874646
ENSBMUT00000000261,0.6142938173567782,0.3936471922858764,1.0,0.9750425411230856,0.3187748156551333,0.9461145774248441,0.9744753261486103,0.9750425411230856,0.3902439024390244,0.9642654566080544,0.45093590470788425
ENSRBIT00000046360,0.6250709018718095,0.39534883720930236,0.9750425411230856,1.0,0.318207600680658,0.9455473624503687,0.9733408961996597,0.973908111174135,0.39194554736245035,0.9614293817356778,0.4526375496313102
ENSPVAT00000011999,0.22461712989222915,0.7504254112308565,0.3187748156551333,0.318207600680658,1.0,0.3051616562677255,0.3204764605785593,0.31934203062960864,0.7447532614861032,0.3204764605785593,0.7294384571752695
ENSFDAT00000015196,0.6103233125354509,0.3766307430516166,0.9461145774248441,0.9455473624503687,0.3051616562677255,1.0,0.9415768576290414,0.9466817923993194,0.3732274532047646,0.9313669880884855,0.4288145207033466
ENSTSYT00000039482,0.6154282473057289,0.39534883720930236,0.9744753261486103,0.9733408961996597,0.3204764605785593,0.9415768576290414,1.0,0.9693703913783324,0.39194554736245035,0.9563244469653999,0.45150311968235957
ENSSDAT00000027319,0.6165626772546795,0.3970504821327283,0.9750425411230856,0.973908111174135,0.31934203062960864,0.9466817923993194,0.9693703913783324,1.0,0.3936471922858764,0.9625638116846285,0.45377197958026094
ENSMLUT00000022444,0.1673284174702212,0.9943278502552467,0.3902439024390244,0.39194554736245035,0.7447532614861032,0.3732274532047646,0.39194554736245035,0.3936471922858764,1.0,0.38457175269427113,0.8457175269427113
ENSNGAT00000012439,0.6097560975609756,0.387975042541123,0.9642654566080544,0.9614293817356778,0.3204764605785593,0.9313669880884855,0.9563244469653999,0.9625638116846285,0.38457175269427113,1.0,0.4418604651162791
ENSDNOT00000010934,0.22688598979013053,0.8513896766874646,0.45093590470788425,0.4526375496313102,0.7294384571752695,0.4288145207033466,0.45150311968235957,0.45377197958026094,0.8457175269427113,0.4418604651162791,1.0
