,ENSDNVT00000012754,ENSTGUT00000004278,ENSPVIT00000007655,ENSACAT00000002101,ENSJHYT00000000009,ENSPVIT00000020490,ENSCABT00000034174,ENSPSIT00000001088,ENSGAGT00000022320,ENSACAT00000002091,ENSSPUT00000000289,ENSNSUT00000000391,ENSFALT00000000279,ENSPVIT00000020489,ENSSMRT00000032957,ENSCPRT00005027547
ENSDNVT00000012754,1.0,0.9277929155313351,0.7496594005449592,0.845708446866485,0.9288147138964578,0.7489782016348774,0.8514986376021798,0.8593324250681199,0.5888964577656676,0.635899182561308,0.8508174386920981,0.8365122615803815,0.9056539509536785,0.6093324250681199,0.8194822888283378,0.8392370572207084
ENSTGUT00000004278,0.9277929155313351,1.0,0.7547683923705722,0.8549046321525886,0.9659400544959128,0.7551089918256131,0.8521798365122616,0.8627384196185286,0.5933242506811989,0.6188692098092643,0.8572888283378747,0.8317438692098093,0.930858310626703,0.5946866485013624,0.8279972752043597,0.8470708446866485
ENSPVIT00000007655,0.7496594005449592,0.7547683923705722,1.0,0.787125340599455,0.7530653950953679,0.9989782016348774,0.7649863760217984,0.7735013623978202,0.5439373297002725,0.5892370572207084,0.7758855585831063,0.784741144414169,0.7421662125340599,0.6168256130790191,0.7799727520435967,0.771457765667575
ENSACAT00000002101,0.845708446866485,0.8549046321525886,0.787125340599455,1.0,0.8508174386920981,0.7881471389645777,0.8651226158038147,0.8756811989100818,0.6130790190735694,0.6430517711171662,0.8831743869209809,0.9056539509536785,0.8365122615803815,0.6328337874659401,0.8709128065395095,0.853542234332425
ENSJHYT00000000009,0.9288147138964578,0.9659400544959128,0.7530653950953679,0.8508174386920981,1.0,0.7534059945504087,0.8542234332425068,0.864441416893733,0.5933242506811989,0.6236376021798365,0.853882833787466,0.8341280653950953,0.9434604904632152,0.5963896457765667,0.8252724795640327,0.8477520435967303
ENSPVIT00000020490,0.7489782016348774,0.7551089918256131,0.9989782016348774,0.7881471389645777,0.7534059945504087,1.0,0.7646457765667575,0.7741825613079019,0.5442779291553134,0.5899182561307902,0.7762261580381471,0.7854223433242506,0.7425068119891008,0.6168256130790191,0.7796321525885559,0.771457765667575
ENSCABT00000034174,0.8514986376021798,0.8521798365122616,0.7649863760217984,0.8651226158038147,0.8542234332425068,0.7646457765667575,1.0,0.9369891008174387,0.6181880108991825,0.6202316076294278,0.896117166212534,0.8409400544959128,0.8283378746594006,0.5970708446866485,0.8303814713896458,0.8930517711171662
ENSPSIT00000001088,0.8593324250681199,0.8627384196185286,0.7735013623978202,0.8756811989100818,0.864441416893733,0.7741825613079019,0.9369891008174387,1.0,0.6164850136239782,0.6273841961852861,0.9138283378746594,0.8569482288828338,0.8412806539509536,0.6059264305177112,0.8337874659400545,0.8967983651226158
ENSGAGT00000022320,0.5888964577656676,0.5933242506811989,0.5439373297002725,0.6130790190735694,0.5933242506811989,0.5442779291553134,0.6181880108991825,0.6164850136239782,1.0,0.5309945504087193,0.6151226158038147,0.6055858310626703,0.6021798365122616,0.4257493188010899,0.6147820163487738,0.6130790190735694
ENSACAT00000002091,0.635899182561308,0.6188692098092643,0.5892370572207084,0.6430517711171662,0.6236376021798365,0.5899182561307902,0.6202316076294278,0.6273841961852861,0.5309945504087193,1.0,0.6280653950953679,0.6737057220708447,0.6607629427792916,0.5711852861035422,0.6485013623978202,0.6273841961852861
ENSSPUT00000000289,0.8508174386920981,0.8572888283378747,0.7758855585831063,0.8831743869209809,0.853882833787466,0.7762261580381471,0.896117166212534,0.9138283378746594,0.6151226158038147,0.6280653950953679,1.0,0.8637602179836512,0.8300408719346049,0.6106948228882834,0.8467302452316077,0.8848773841961853
ENSNSUT00000000391,0.8365122615803815,0.8317438692098093,0.784741144414169,0.9056539509536785,0.8341280653950953,0.7854223433242506,0.8409400544959128,0.8569482288828338,0.6055858310626703,0.6737057220708447,0.8637602179836512,1.0,0.848433242506812,0.6553133514986376,0.851158038147139,0.8440054495912807
ENSFALT00000000279,0.9056539509536785,0.930858310626703,0.7421662125340599,0.8365122615803815,0.9434604904632152,0.7425068119891008,0.8283378746594006,0.8412806539509536,0.6021798365122616,0.6607629427792916,0.8300408719346049,0.848433242506812,1.0,0.6331743869209809,0.8021117166212534,0.8194822888283378
ENSPVIT00000020489,0.6093324250681199,0.5946866485013624,0.6168256130790191,0.6328337874659401,0.5963896457765667,0.6168256130790191,0.5970708446866485,0.6059264305177112,0.4257493188010899,0.5711852861035422,0.6106948228882834,0.6553133514986376,0.6331743869209809,1.0,0.5994550408719346,0.6021798365122616
ENSSMRT00000032957,0.8194822888283378,0.8279972752043597,0.7799727520435967,0.8709128065395095,0.8252724795640327,0.7796321525885559,0.8303814713896458,0.8337874659400545,0.6147820163487738,0.6485013623978202,0.8467302452316077,0.851158038147139,0.8021117166212534,0.5994550408719346,1.0,0.8341280653950953
ENSCPRT00005027547,0.8392370572207084,0.8470708446866485,0.771457765667575,0.853542234332425,0.8477520435967303,0.771457765667575,0.8930517711171662,0.8967983651226158,0.6130790190735694,0.6273841961852861,0.8848773841961853,0.8440054495912807,0.8194822888283378,0.6021798365122616,0.8341280653950953,1.0
