	ENSNBRT00000012726	ENSNBRT00000004635	ENSMZET00005010022	ENSNBRT00000012850	ENSHBUT00000023763	ENSNBRT00000012818	ENSONIT00000023178	ENSMZET00005008939	ENSACLT00000025733	ENSPNYT00000017547	ENSMZET00005009241
ENSNBRT00000012726	1.0	0.6828780812791473	0.7561625582944703	0.6822118587608261	0.9267155229846769	0.5856095936042638	0.6309127248501	0.6828780812791473	0.6349100599600267	0.6355762824783477	0.9080612924716857
ENSNBRT00000004635	0.6828780812791473	1.0	0.8687541638907396	0.6568954030646236	0.6795469686875416	0.4730179880079946	0.6062624916722186	0.6342438374417055	0.6062624916722186	0.6062624916722186	0.6675549633577615
ENSMZET00005010022	0.7561625582944703	0.8687541638907396	1.0	0.7281812125249834	0.7561625582944703	0.5489673550966022	0.6802131912058628	0.7135243171219188	0.6855429713524317	0.6828780812791473	0.7448367754830113
ENSNBRT00000012850	0.6822118587608261	0.6568954030646236	0.7281812125249834	1.0	0.7348434377081945	0.4590273151232511	0.894070619586942	0.933377748167888	0.8734177215189873	0.8754163890739507	0.7201865423051299
ENSHBUT00000023763	0.9267155229846769	0.6795469686875416	0.7561625582944703	0.7348434377081945	1.0	0.6389073950699533	0.6842105263157895	0.7355096602265156	0.6902065289806796	0.6902065289806796	0.9620253164556962
ENSNBRT00000012818	0.5856095936042638	0.4730179880079946	0.5489673550966022	0.4590273151232511	0.6389073950699533	1.0	0.4070619586942039	0.4570286475682879	0.4117255163224517	0.4117255163224517	0.6548967355096602
ENSONIT00000023178	0.6309127248501	0.6062624916722186	0.6802131912058628	0.894070619586942	0.6842105263157895	0.4070619586942039	1.0	0.8887408394403731	0.8141239173884077	0.8127914723517655	0.6702198534310461
ENSMZET00005008939	0.6828780812791473	0.6342438374417055	0.7135243171219188	0.933377748167888	0.7355096602265156	0.4570286475682879	0.8887408394403731	1.0	0.8607594936708861	0.8574283810792804	0.7261825449700201
ENSACLT00000025733	0.6349100599600267	0.6062624916722186	0.6855429713524317	0.8734177215189873	0.6902065289806796	0.4117255163224517	0.8141239173884077	0.8607594936708861	1.0	0.9880079946702198	0.6775483011325782
ENSPNYT00000017547	0.6355762824783477	0.6062624916722186	0.6828780812791473	0.8754163890739507	0.6902065289806796	0.4117255163224517	0.8127914723517655	0.8574283810792804	0.9880079946702198	1.0	0.6768820786142572
ENSMZET00005009241	0.9080612924716857	0.6675549633577615	0.7448367754830113	0.7201865423051299	0.9620253164556962	0.6548967355096602	0.6702198534310461	0.7261825449700201	0.6775483011325782	0.6768820786142572	1.0
