	ENSCJAT00000067882	ENST00000334670	ENSMNET00000051384	ENSCCAT00000027293	ENST00000400374	ENSCCAT00000027307	ENSPPYT00000013352	ENSTGET00000027789	ENSCJAT00000068722	ENSCJAT00000020472	ENSPTRT00000074488	ENSTGET00000028097	ENSPPAT00000041213	ENSMNET00000051377	ENSCCAT00000027312
ENSCJAT00000067882	1.0	0.7563600782778865	0.9119373776908024	0.8493150684931506	0.37084148727984345	0.8620352250489237	0.9011741682974559	0.8926940639269406	0.9696673189823874	0.6927592954990215	0.8998695368558383	0.7530984996738421	0.8992172211350293	0.8688845401174168	0.8489889106327463
ENST00000334670	0.7563600782778865	1.0	0.7831050228310502	0.7168949771689498	0.4889106327462491	0.7384213959556425	0.8023483365949119	0.7384213959556425	0.7276581865622962	0.8284409654272668	0.8091976516634051	0.8900848010437051	0.7863666014350946	0.733529028049576	0.7120026092628833
ENSMNET00000051384	0.9119373776908024	0.7831050228310502	1.0	0.8874755381604696	0.3395303326810176	0.9008480104370516	0.9422700587084148	0.9125896934116112	0.8845401174168297	0.7488584474885844	0.9416177429876059	0.7416829745596869	0.9419439008480104	0.9373776908023485	0.8874755381604696
ENSCCAT00000027293	0.8493150684931506	0.7168949771689498	0.8874755381604696	1.0	0.2681017612524461	0.9256360078277888	0.8972602739726028	0.8803000652315721	0.8228962818003914	0.6973255055446836	0.895955642530985	0.6653620352250489	0.8949771689497716	0.8617090671885193	0.8998695368558383
ENST00000400374	0.37084148727984345	0.4889106327462491	0.3395303326810176	0.2681017612524461	1.0	0.28864970645792565	0.3140900195694716	0.32191780821917804	0.4011741682974559	0.385518590998043	0.3140900195694716	0.5639269406392694	0.3140900195694716	0.28375733855185903	0.2622309197651663
ENSCCAT00000027307	0.8620352250489237	0.7384213959556425	0.9008480104370516	0.9256360078277888	0.28864970645792565	1.0	0.9096542726679712	0.8926940639269406	0.8346379647749511	0.7100456621004566	0.9080234833659492	0.6868884540117417	0.9070450097847358	0.8741030658838878	0.9644487932159164
ENSPPYT00000013352	0.9011741682974559	0.8023483365949119	0.9422700587084148	0.8972602739726028	0.3140900195694716	0.9096542726679712	1.0	0.9047619047619048	0.8731245923026745	0.7338551859099804	0.9840182648401826	0.7162426614481409	0.9615133724722764	0.9171559034572732	0.8969341161121983
ENSTGET00000027789	0.8926940639269406	0.7384213959556425	0.9125896934116112	0.8803000652315721	0.32191780821917804	0.8926940639269406	0.9047619047619048	1.0	0.8656229615133725	0.7162426614481409	0.906392694063927	0.7188519243313763	0.9060665362035224	0.8871493803000652	0.8685583822570124
ENSCJAT00000068722	0.9696673189823874	0.7276581865622962	0.8845401174168297	0.8228962818003914	0.4011741682974559	0.8346379647749511	0.8731245923026745	0.8656229615133725	1.0	0.6640574037834311	0.8714938030006523	0.7263535551206785	0.8711676451402479	0.8421395955642531	0.8215916503587737
ENSCJAT00000020472	0.6927592954990215	0.8284409654272668	0.7488584474885844	0.6973255055446836	0.385518590998043	0.7100456621004566	0.7338551859099804	0.7162426614481409	0.6640574037834311	1.0	0.7325505544683627	0.7811480756686237	0.7309197651663405	0.7038486627527724	0.6836268754076973
ENSPTRT00000074488	0.8998695368558383	0.8091976516634051	0.9416177429876059	0.895955642530985	0.3140900195694716	0.9080234833659492	0.9840182648401826	0.906392694063927	0.8714938030006523	0.7325505544683627	1.0	0.7149380300065231	0.9709719504240052	0.9158512720156556	0.895955642530985
ENSTGET00000028097	0.7530984996738421	0.8900848010437051	0.7416829745596869	0.6653620352250489	0.5639269406392694	0.6868884540117417	0.7162426614481409	0.7188519243313763	0.7263535551206785	0.7811480756686237	0.7149380300065231	1.0	0.7152641878669276	0.6927592954990215	0.6604696673189824
ENSPPAT00000041213	0.8992172211350293	0.7863666014350946	0.9419439008480104	0.8949771689497716	0.3140900195694716	0.9070450097847358	0.9615133724722764	0.9060665362035224	0.8711676451402479	0.7309197651663405	0.9709719504240052	0.7152641878669276	1.0	0.91617742987606	0.8946510110893673
ENSMNET00000051377	0.8688845401174168	0.733529028049576	0.9373776908023485	0.8617090671885193	0.28375733855185903	0.8741030658838878	0.9171559034572732	0.8871493803000652	0.8421395955642531	0.7038486627527724	0.9158512720156556	0.6927592954990215	0.91617742987606	1.0	0.8613829093281148
ENSCCAT00000027312	0.8489889106327463	0.7120026092628833	0.8874755381604696	0.8998695368558383	0.2622309197651663	0.9644487932159164	0.8969341161121983	0.8685583822570124	0.8215916503587737	0.6836268754076973	0.895955642530985	0.6604696673189824	0.8946510110893673	0.8613829093281148	1.0
