	ENSAOWT00000002480	F57C2.6b.1	ENSAHAT00000023015	FBtr0075108	F57C2.6c.1	ENSAOWT00000002486	ENSAHAT00000023012	ENSDNVT00000028723	ENSARWT00000011329	ENSARWT00000011328	ENSDNVT00000028726	ENSAHAT00000023021	ENSARWT00000011330	F57C2.6a.1
ENSAOWT00000002480	1.0	0.3825148645672759	0.9365778462893636	0.30455846729795194	0.6390662849592601	0.937018277912354	0.9995595683770094	0.737722968509139	0.8533362695441533	0.9348161197974014	0.9253468399031052	0.9000220215811495	0.8982602950891874	0.3838361594362476
F57C2.6b.1	0.3825148645672759	1.0	0.4014534243558687	0.3928650077075534	0.6848711737502753	0.4014534243558687	0.3825148645672759	0.4443955075974455	0.4360273067606254	0.4014534243558687	0.4018938559788593	0.4027747192248403	0.4027747192248403	0.9986787051310284
ENSAHAT00000023015	0.9365778462893636	0.4014534243558687	1.0	0.2517066725390883	0.5862144902003964	0.9993393525655142	0.937018277912354	0.6853116053732659	0.9165382074432944	0.9980180576965426	0.9876679145562652	0.963444175291786	0.9614622329883286	0.4027747192248403
FBtr0075108	0.30455846729795194	0.3928650077075534	0.2517066725390883	1.0	0.5970050649636643	0.2517066725390883	0.30455846729795194	0.4503413345078177	0.33362695441532697	0.2517066725390883	0.2523673199735741	0.2530279674080599	0.2530279674080599	0.3924245760845628
F57C2.6c.1	0.6390662849592601	0.6848711737502753	0.5862144902003964	0.5970050649636643	1.0	0.5862144902003964	0.6390662849592601	0.7595243338471702	0.6683549878881304	0.5864347060118916	0.5866549218233871	0.5875357850693679	0.5877560008808632	0.6861924686192469
ENSAOWT00000002486	0.937018277912354	0.4014534243558687	0.9993393525655142	0.2517066725390883	0.5862144902003964	1.0	0.9365778462893636	0.6848711737502753	0.916097775820304	0.997577626073552	0.98744769874477	0.9627835278573	0.961021801365338	0.4027747192248403
ENSAHAT00000023012	0.9995595683770094	0.3825148645672759	0.937018277912354	0.30455846729795194	0.6390662849592601	0.9365778462893636	1.0	0.7381634001321294	0.8537767011671438	0.9352565514203921	0.9257872715260956	0.9004624532041401	0.8987007267121779	0.3838361594362476
ENSDNVT00000028723	0.737722968509139	0.4443955075974455	0.6853116053732659	0.4503413345078177	0.7595243338471702	0.6848711737502753	0.7381634001321294	1.0	0.7674521030609998	0.6855318211847611	0.6908170006606474	0.6866329002422374	0.6868531160537327	0.4457168024664171
ENSARWT00000011329	0.8533362695441533	0.4360273067606254	0.9165382074432944	0.33362695441532697	0.6683549878881304	0.916097775820304	0.8537767011671438	0.7674521030609998	1.0	0.9180797181237612	0.9079497907949792	0.8799823827350803	0.8815238934155473	0.43734860162959704
ENSARWT00000011328	0.9348161197974014	0.4014534243558687	0.9980180576965426	0.2517066725390883	0.5864347060118916	0.997577626073552	0.9352565514203921	0.6855318211847611	0.9180797181237612	1.0	0.9872274829332746	0.9614622329883286	0.963444175291786	0.4027747192248403
ENSDNVT00000028726	0.9253468399031052	0.4018938559788593	0.9876679145562652	0.2523673199735741	0.5866549218233871	0.98744769874477	0.9257872715260956	0.6908170006606474	0.9079497907949792	0.9872274829332746	1.0	0.9517727372825368	0.9513323056595464	0.4032151508478309
ENSAHAT00000023021	0.9000220215811495	0.4027747192248403	0.963444175291786	0.2530279674080599	0.5875357850693679	0.9627835278573	0.9004624532041401	0.6866329002422374	0.8799823827350803	0.9614622329883286	0.9517727372825368	1.0	0.9977978418850474	0.4040960140938119
ENSARWT00000011330	0.8982602950891874	0.4027747192248403	0.9614622329883286	0.2530279674080599	0.5877560008808632	0.961021801365338	0.8987007267121779	0.6868531160537327	0.8815238934155473	0.963444175291786	0.9513323056595464	0.9977978418850474	1.0	0.4040960140938119
F57C2.6a.1	0.3838361594362476	0.9986787051310284	0.4027747192248403	0.3924245760845628	0.6861924686192469	0.4027747192248403	0.3838361594362476	0.4457168024664171	0.43734860162959704	0.4027747192248403	0.4032151508478309	0.4040960140938119	0.4040960140938119	1.0
