,ENSDCDT00000022331,ENSDCDT00000022334,ENSDCDT00000022337,ENSDCDT00000022339,ENSCHAT00000058198,ENSPNAT00000038525,ENSCHAT00000058410,ENSCHAT00000058433,ENSPNAT00000026230,ENSPSIT00000019915,ENSDCDT00000022313,ENSCHAT00000058187,ENSDCDT00000022323,ENSDCDT00000022321,ENSCHAT00000058444,ENSDCDT00000022324,ENSPSIT00000002546,ENSCHAT00000058404,ENSDCDT00000022315,ENSCHAT00000058421,ENSSCAT00000008446,ENSCHAT00000058315,ENSCHAT00000058318,ENSCHAT00000058330
ENSDCDT00000022331,1.0,0.9870045484080572,0.9614468269439029,0.9672947801602773,0.8158977691141434,0.8726445743989604,0.8581329867879576,0.8598657136668832,0.850985488412389,0.4396794455273987,0.9527831925492745,0.8169807234134719,0.9449859215941088,0.9408706952566601,0.864630712583929,0.9499675113710201,0.4466103530431016,0.8416720814381633,0.9365388780593459,0.8473034437946718,0.39896036387264455,0.8657136668832576,0.8531513970110461,0.8544509421702404
ENSDCDT00000022334,0.9870045484080572,1.0,0.9623131903833658,0.96816114359974,0.8167641325536062,0.873727528698289,0.8589993502274204,0.8607320771063461,0.8520684427117176,0.44357808100498164,0.9536495559887372,0.8178470868529348,0.9458522850335715,0.941737058696123,0.8654970760233918,0.950833874810483,0.44964262508122155,0.8425384448776262,0.9374052414988088,0.8438379900368205,0.4028589993502274,0.8665800303227204,0.854017760450509,0.8553173056097033
ENSDCDT00000022337,0.9614468269439029,0.9623131903833658,1.0,0.9512670565302144,0.8007364089235435,0.8583495776478233,0.8429716265973576,0.8447043534762833,0.8366904916612519,0.4604721680745072,0.9367554689192116,0.801819363222872,0.9289581979640459,0.9248429716265973,0.849469352393329,0.9339397877409573,0.4674030755902101,0.8265107212475633,0.9205111544292831,0.8189300411522634,0.41975308641975306,0.8505523066926576,0.8379900368204461,0.8392895819796404
ENSDCDT00000022339,0.9672947801602773,0.96816114359974,0.9512670565302144,1.0,0.8390729911197747,0.8641975308641975,0.883474117392246,0.8847736625514403,0.8425384448776262,0.46372103097249295,0.9426034221355859,0.8401559454191033,0.9348061511804202,0.9306909248429717,0.8899718431882174,0.9397877409573316,0.4405458089668616,0.8648473034437947,0.9263591076456573,0.8572666233484947,0.4230019493177388,0.8756768464370803,0.8763266190166775,0.8776261641758718
ENSCHAT00000058198,0.8158977691141434,0.8167641325536062,0.8007364089235435,0.8390729911197747,1.0,0.8126489062161577,0.9324236517218973,0.9306909248429717,0.8401559454191033,0.4596058046350444,0.8496859432531947,0.9640459172622915,0.8347411739224605,0.8377734459605805,0.9389213775178687,0.8466536712150747,0.437946718648473,0.938704786658003,0.8360407190816548,0.9291747888239116,0.4089235434264674,0.9254927442061945,0.9525666016894087,0.9287416071041802
ENSPNAT00000038525,0.8726445743989604,0.873727528698289,0.8583495776478233,0.8641975308641975,0.8126489062161577,1.0,0.8566168507688976,0.8581329867879576,0.9594975092051116,0.4444444444444444,0.8559670781893004,0.8132986787957548,0.8455707169157461,0.8440545808966862,0.863114576564869,0.8531513970110461,0.45137535196014733,0.8390729911197747,0.8423218540177605,0.8314923110244747,0.40567468052848166,0.8637643491444661,0.8514186701321205,0.8527182152913148
ENSCHAT00000058410,0.8581329867879576,0.8589993502274204,0.8429716265973576,0.883474117392246,0.9324236517218973,0.8566168507688976,1.0,0.9831059129304743,0.8330084470435347,0.4544076239982673,0.8423218540177605,0.9315572882824344,0.8317089018843404,0.8304093567251462,0.9935022742040286,0.8392895819796404,0.4307992202729045,0.965995235001083,0.8286766298462205,0.9564652371669915,0.4169374052414988,0.9779077322936972,0.9798570500324886,0.9811565951916829
ENSCHAT00000058433,0.8598657136668832,0.8607320771063461,0.8447043534762833,0.8847736625514403,0.9306909248429717,0.8581329867879576,0.9831059129304743,1.0,0.8345245830625948,0.45570716915746157,0.8440545808966862,0.9298245614035088,0.8334416287632662,0.8321420836040719,0.9896036387264457,0.8410223088585662,0.4323153562919645,0.9642625081221572,0.8304093567251462,0.9547325102880658,0.4182369504006931,0.9774745505739658,0.9781243231535629,0.9794238683127572
ENSPNAT00000026230,0.850985488412389,0.8520684427117176,0.8366904916612519,0.8425384448776262,0.8401559454191033,0.9594975092051116,0.8330084470435347,0.8345245830625948,1.0,0.47108512020792714,0.8947368421052632,0.8466536712150747,0.8696123023608404,0.8782759367554689,0.8395061728395061,0.8843404808317089,0.47801602772363005,0.815464587394412,0.8810916179337231,0.807883907299112,0.4160710418020359,0.8401559454191033,0.8278102664067576,0.8291098115659519
ENSPSIT00000019915,0.4396794455273987,0.44357808100498164,0.4604721680745072,0.46372103097249295,0.4596058046350444,0.4444444444444444,0.4544076239982673,0.45570716915746157,0.47108512020792714,1.0,0.47216807450725584,0.4661035304310158,0.45787307775611863,0.46242148581329867,0.4609053497942387,0.4663201212908815,0.6575698505523067,0.4537578514186702,0.4884123889971843,0.45505739657786437,0.8808750270738575,0.4466103530431016,0.4472601256226987,0.44855967078189307
ENSDCDT00000022313,0.9527831925492745,0.9536495559887372,0.9367554689192116,0.9426034221355859,0.8496859432531947,0.8559670781893004,0.8423218540177605,0.8440545808966862,0.8947368421052632,0.47216807450725584,1.0,0.8561836690491661,0.9731427333766515,0.9820229586311457,0.8488195798137319,0.9880875027073858,0.47909898202295864,0.8258609486679662,0.9837556855100714,0.8182802685726662,0.4171539961013645,0.8499025341130604,0.8373402642408491,0.8386398094000433
ENSCHAT00000058187,0.8169807234134719,0.8178470868529348,0.801819363222872,0.8401559454191033,0.9640459172622915,0.8132986787957548,0.9315572882824344,0.9298245614035088,0.8466536712150747,0.4661035304310158,0.8561836690491661,1.0,0.8520684427117176,0.8442711717565519,0.9380550140784059,0.8503357158327919,0.4444444444444444,0.9378384232185402,0.8425384448776262,0.9283084253844488,0.41368854234351304,0.9246263807667316,0.9517002382499459,0.9278752436647173
ENSDCDT00000022323,0.9449859215941088,0.9458522850335715,0.9289581979640459,0.9348061511804202,0.8347411739224605,0.8455707169157461,0.8317089018843404,0.8334416287632662,0.8696123023608404,0.45787307775611863,0.9731427333766515,0.8520684427117176,1.0,0.9612302360840372,0.8382066276803118,0.9703270521983972,0.46480398527182154,0.8152479965345463,0.956898418886723,0.8076673164392463,0.4048083170890189,0.8392895819796404,0.8267273121074291,0.8280268572666234
ENSDCDT00000022321,0.9408706952566601,0.941737058696123,0.9248429716265973,0.9306909248429717,0.8377734459605805,0.8440545808966862,0.8304093567251462,0.8321420836040719,0.8782759367554689,0.46242148581329867,0.9820229586311457,0.8442711717565519,0.9612302360840372,1.0,0.8369070825211176,0.9761750054147715,0.4693523933290016,0.813948451375352,0.9657786441412173,0.806367771280052,0.40589127138834735,0.8379900368204461,0.8254277669482348,0.8267273121074291
ENSCHAT00000058444,0.864630712583929,0.8654970760233918,0.849469352393329,0.8899718431882174,0.9389213775178687,0.863114576564869,0.9935022742040286,0.9896036387264457,0.8395061728395061,0.4609053497942387,0.8488195798137319,0.9380550140784059,0.8382066276803118,0.8369070825211176,1.0,0.8457873077756118,0.4372969460688758,0.9724929607970544,0.8351743556421919,0.9629629629629629,0.4234351310374702,0.9844054580896686,0.98635477582846,0.9876543209876543
ENSDCDT00000022324,0.9499675113710201,0.950833874810483,0.9339397877409573,0.9397877409573316,0.8466536712150747,0.8531513970110461,0.8392895819796404,0.8410223088585662,0.8843404808317089,0.4663201212908815,0.9880875027073858,0.8503357158327919,0.9703270521983972,0.9761750054147715,0.8457873077756118,1.0,0.4732510288065843,0.8228286766298463,0.9718431882174572,0.8152479965345463,0.41325536062378165,0.8468702620749404,0.834307992202729,0.8356075373619233
ENSPSIT00000002546,0.4466103530431016,0.44964262508122155,0.4674030755902101,0.4405458089668616,0.437946718648473,0.45137535196014733,0.4307992202729045,0.4323153562919645,0.47801602772363005,0.6575698505523067,0.47909898202295864,0.4444444444444444,0.46480398527182154,0.4693523933290016,0.4372969460688758,0.4732510288065843,1.0,0.4320987654320987,0.4669698938704787,0.4333983105912931,0.5750487329434698,0.4381633095083388,0.4256010396361274,0.42690058479532156
ENSCHAT00000058404,0.8416720814381633,0.8425384448776262,0.8265107212475633,0.8648473034437947,0.938704786658003,0.8390729911197747,0.965995235001083,0.9642625081221572,0.815464587394412,0.4537578514186702,0.8258609486679662,0.9378384232185402,0.8152479965345463,0.813948451375352,0.9724929607970544,0.8228286766298463,0.4320987654320987,1.0,0.8122157244964262,0.9904700021659086,0.4162876326619016,0.9590643274853801,0.9861381849685943,0.9623131903833658
