	ENSNLET00000047776	ENSMMUT00000080004	ENSMMUT00000070325	ENSMNET00000039993	ENSRROT00000039806	ENSCATT00000047036	ENSMLET00000057982	ENSPANT00000041686	ENSMFAT00000008502	ENSTGET00000036778	ENSRBIT00000037761	ENSPTRT00000108910	ENSGGOT00000059909	ENSPPAT00000048646	ENSPTET00000040213
ENSNLET00000047776	1.0	0.8731343283582089	0.8731343283582089	0.871268656716418	0.5335820895522388	0.8731343283582089	0.875	0.871268656716418	0.871268656716418	0.8694029850746269	0.5335820895522388	0.9533582089552238	0.9235074626865672	0.9514925373134328	0.6436567164179104
ENSMMUT00000080004	0.8731343283582089	1.0	1.0	0.9981343283582088	0.6473880597014925	0.9906716417910448	0.9944029850746268	0.9944029850746268	0.9981343283582088	0.9925373134328358	0.6473880597014925	0.9067164179104478	0.9309701492537312	0.9048507462686568	0.7593283582089553
ENSMMUT00000070325	0.8731343283582089	1.0	1.0	0.9981343283582088	0.6473880597014925	0.9906716417910448	0.9944029850746268	0.9944029850746268	0.9981343283582088	0.9925373134328358	0.6473880597014925	0.9067164179104478	0.9309701492537312	0.9048507462686568	0.7593283582089553
ENSMNET00000039993	0.871268656716418	0.9981343283582088	0.9981343283582088	1.0	0.6455223880597015	0.9888059701492538	0.9925373134328358	0.9925373134328358	0.996268656716418	0.9906716417910448	0.6455223880597015	0.9048507462686568	0.9291044776119404	0.9029850746268656	0.7574626865671642
ENSRROT00000039806	0.5335820895522388	0.6473880597014925	0.6473880597014925	0.6455223880597015	1.0	0.6455223880597015	0.6473880597014925	0.6436567164179104	0.6473880597014925	0.6417910447761194	0.9981343283582088	0.5652985074626866	0.5914179104477612	0.5634328358208955	0.8694029850746269
ENSCATT00000047036	0.8731343283582089	0.9906716417910448	0.9906716417910448	0.9888059701492538	0.6455223880597015	1.0	0.996268656716418	0.9888059701492538	0.9888059701492538	0.9869402985074628	0.6455223880597015	0.9067164179104478	0.9309701492537312	0.9048507462686568	0.7574626865671642
ENSMLET00000057982	0.875	0.9944029850746268	0.9944029850746268	0.9925373134328358	0.6473880597014925	0.996268656716418	1.0	0.9925373134328358	0.9925373134328358	0.9906716417910448	0.6473880597014925	0.9085820895522388	0.9328358208955224	0.9067164179104478	0.7593283582089553
ENSPANT00000041686	0.871268656716418	0.9944029850746268	0.9944029850746268	0.9925373134328358	0.6436567164179104	0.9888059701492538	0.9925373134328358	1.0	0.9925373134328358	0.9981343283582088	0.6436567164179104	0.9048507462686568	0.9291044776119404	0.9029850746268656	0.7555970149253731
ENSMFAT00000008502	0.871268656716418	0.9981343283582088	0.9981343283582088	0.996268656716418	0.6473880597014925	0.9888059701492538	0.9925373134328358	0.9925373134328358	1.0	0.9906716417910448	0.6473880597014925	0.9048507462686568	0.9291044776119404	0.9029850746268656	0.7593283582089553
ENSTGET00000036778	0.8694029850746269	0.9925373134328358	0.9925373134328358	0.9906716417910448	0.6417910447761194	0.9869402985074628	0.9906716417910448	0.9981343283582088	0.9906716417910448	1.0	0.6417910447761194	0.9029850746268656	0.9272388059701492	0.9011194029850746	0.753731343283582
ENSRBIT00000037761	0.5335820895522388	0.6473880597014925	0.6473880597014925	0.6455223880597015	0.9981343283582088	0.6455223880597015	0.6473880597014925	0.6436567164179104	0.6473880597014925	0.6417910447761194	1.0	0.5652985074626866	0.5914179104477612	0.5634328358208955	0.8694029850746269
ENSPTRT00000108910	0.9533582089552238	0.9067164179104478	0.9067164179104478	0.9048507462686568	0.5652985074626866	0.9067164179104478	0.9085820895522388	0.9048507462686568	0.9048507462686568	0.9029850746268656	0.5652985074626866	1.0	0.9701492537313432	0.9981343283582088	0.6772388059701493
ENSGGOT00000059909	0.9235074626865672	0.9309701492537312	0.9309701492537312	0.9291044776119404	0.5914179104477612	0.9309701492537312	0.9328358208955224	0.9291044776119404	0.9291044776119404	0.9272388059701492	0.5914179104477612	0.9701492537313432	1.0	0.9682835820895522	0.7033582089552238
ENSPPAT00000048646	0.9514925373134328	0.9048507462686568	0.9048507462686568	0.9029850746268656	0.5634328358208955	0.9048507462686568	0.9067164179104478	0.9029850746268656	0.9029850746268656	0.9011194029850746	0.5634328358208955	0.9981343283582088	0.9682835820895522	1.0	0.6753731343283582
ENSPTET00000040213	0.6436567164179104	0.7593283582089553	0.7593283582089553	0.7574626865671642	0.8694029850746269	0.7574626865671642	0.7593283582089553	0.7555970149253731	0.7593283582089553	0.753731343283582	0.8694029850746269	0.6772388059701493	0.7033582089552238	0.6753731343283582	1.0
