,ENSAMXT00000040275,ENSPFOT00000014182,ENSDART00000171258,ENSKMAT00000007690,ENSDART00000125584,ENSELUT00000011706,ENSPNYT00000006488,ENSAPOT00000005761,ENSEEET00000035701,ENSPLAT00000022591,ENSNBRT00000023335,ENSELUT00000003600,ENSHHUT00000047888,ENSPNAT00000017823,ENSOMET00000009694,ENSHHUT00000047873,ENSPNAT00000021178,ENSHBUT00000016653,ENSAMXT00000034564,ENSDCDT00000032969,ENSGAFT00000028805,ENSELUT00000010929,ENSIPUT00000029448,ENSAMXT00000037541,ENSPNAT00000021151,ENSHHUT00000069767,ENSIPUT00000029433,ENSAOCT00000019271,ENSMZET00005012480,ENSHHUT00000011477,ENSELUT00000010918,ENSAPET00000015333,ENSONIT00000019793,ENSPRNT00000029944,ENSSDUT00000005047,ENSSPAT00000005384,ENSHHUT00000011460,ENSHHUT00000011464,ENSPNAT00000021180,ENSPNAT00000021184,ENSCHAT00000001037,ENSACIT00000021987,ENSPNAT00000021137,ENSXMAT00000040015,ENSACLT00000009365,ENSDART00000173691,ENSAPET00000015340,ENSGWIT00000006549,ENSEEET00000039594,ENSDART00000173774,ENSIPUT00000029421,ENSPMET00000009459,ENSPRET00000006355,ENSEEET00000035699,ENSELUT00000011717,ENSGWIT00000006550,ENSGWIT00000006552,ENSEEET00000035697
ENSAMXT00000040275,1.0,0.7236666666666667,0.8176666666666667,0.7226666666666667,0.818,0.73,0.7403333333333333,0.728,0.77,0.7246666666666667,0.741,0.7886666666666666,0.6733333333333333,0.754,0.6363333333333333,0.7336666666666667,0.874,0.7406666666666667,0.927,0.8036666666666666,0.7266666666666667,0.6786666666666666,0.701,0.9746666666666667,0.9076666666666666,0.7576666666666667,0.705,0.7296666666666667,0.741,0.6906666666666667,0.6926666666666667,0.6816666666666666,0.7386666666666667,0.735,0.736,0.735,0.6946666666666667,0.676,0.7523333333333333,0.8513333333333334,0.8086666666666666,0.749,0.7876666666666666,0.7266666666666667,0.741,0.7923333333333333,0.7296666666666667,0.7473333333333333,0.7686666666666667,0.756,0.71,0.7236666666666667,0.744,0.77,0.7356666666666667,0.7506666666666667,0.6543333333333333,0.77
ENSPFOT00000014182,0.7236666666666667,1.0,0.7883333333333333,0.9203333333333333,0.79,0.884,0.9226666666666666,0.9243333333333333,0.8786666666666667,0.997,0.9236666666666666,0.7773333333333333,0.819,0.87,0.7383333333333333,0.8976666666666666,0.7896666666666666,0.923,0.7633333333333333,0.8046666666666666,0.984,0.8423333333333334,0.7976666666666666,0.7486666666666667,0.7593333333333333,0.7456666666666667,0.8023333333333333,0.9256666666666666,0.9226666666666666,0.795,0.8316666666666667,0.872,0.9243333333333333,0.928,0.9286666666666666,0.9293333333333333,0.7996666666666666,0.842,0.6406666666666667,0.7093333333333334,0.801,0.8966666666666666,0.869,0.9816666666666667,0.9226666666666666,0.7616666666666667,0.9253333333333333,0.6943333333333334,0.875,0.713,0.6676666666666666,0.9983333333333333,0.968,0.8596666666666667,0.8863333333333333,0.7066666666666667,0.764,0.8596666666666667
ENSDART00000171258,0.8176666666666667,0.7883333333333333,1.0,0.7813333333333333,0.9896666666666667,0.798,0.805,0.7953333333333333,0.8193333333333334,0.7886666666666666,0.8056666666666666,0.84,0.7293333333333333,0.805,0.679,0.8013333333333333,0.8806666666666667,0.8046666666666666,0.8496666666666667,0.8646666666666667,0.791,0.7466666666666667,0.72,0.8426666666666667,0.8486666666666667,0.8106666666666666,0.7236666666666667,0.794,0.805,0.7046666666666667,0.739,0.7533333333333333,0.804,0.802,0.8,0.8013333333333333,0.7083333333333334,0.7486666666666667,0.7203333333333334,0.803,0.873,0.7856666666666666,0.8026666666666666,0.7896666666666666,0.805,0.889,0.7933333333333333,0.7533333333333333,0.8183333333333334,0.888,0.751,0.7886666666666666,0.7786666666666666,0.7986666666666666,0.802,0.763,0.678,0.7986666666666666
ENSKMAT00000007690,0.7226666666666667,0.9203333333333333,0.7813333333333333,1.0,0.7833333333333333,0.88,0.9173333333333333,0.9226666666666666,0.8766666666666667,0.922,0.9176666666666666,0.7753333333333333,0.8136666666666666,0.8636666666666667,0.7436666666666667,0.8946666666666667,0.791,0.917,0.761,0.799,0.923,0.8363333333333334,0.7926666666666666,0.7476666666666667,0.7596666666666667,0.7416666666666667,0.797,0.9223333333333333,0.917,0.798,0.8303333333333334,0.8706666666666667,0.9186666666666666,0.9263333333333333,0.925,0.927,0.8023333333333333,0.841,0.6396666666666667,0.708,0.792,0.8876666666666667,0.8726666666666667,0.9223333333333333,0.917,0.758,0.9216666666666666,0.693,0.8743333333333333,0.709,0.6586666666666666,0.9203333333333333,0.911,0.861,0.8863333333333333,0.704,0.763,0.861
ENSDART00000125584,0.818,0.79,0.9896666666666667,0.7833333333333333,1.0,0.7993333333333333,0.8063333333333333,0.7966666666666666,0.819,0.7903333333333333,0.807,0.84,0.73,0.806,0.6766666666666666,0.802,0.881,0.806,0.8503333333333334,0.8656666666666667,0.7926666666666666,0.7476666666666667,0.7216666666666667,0.843,0.8483333333333334,0.8086666666666666,0.7253333333333334,0.7956666666666666,0.8063333333333333,0.7063333333333334,0.74,0.755,0.8053333333333333,0.8033333333333333,0.8013333333333333,0.8033333333333333,0.71,0.7503333333333333,0.7166666666666667,0.7996666666666666,0.8723333333333333,0.7863333333333333,0.8046666666666666,0.7913333333333333,0.8063333333333333,0.8813333333333333,0.795,0.752,0.8196666666666667,0.8976666666666666,0.7496666666666667,0.7903333333333333,0.7803333333333333,0.7983333333333333,0.8033333333333333,0.7606666666666667,0.6753333333333333,0.7983333333333333
ENSELUT00000011706,0.73,0.884,0.798,0.88,0.7993333333333333,1.0,0.8933333333333333,0.8886666666666667,0.881,0.8823333333333333,0.8933333333333333,0.789,0.8406666666666667,0.873,0.7286666666666667,0.919,0.794,0.893,0.7613333333333333,0.802,0.8836666666666667,0.8556666666666667,0.799,0.755,0.7626666666666667,0.7553333333333333,0.799,0.8913333333333333,0.8926666666666667,0.8086666666666666,0.844,0.8453333333333334,0.893,0.8986666666666666,0.903,0.8943333333333333,0.8086666666666666,0.851,0.6403333333333333,0.713,0.8006666666666666,0.8773333333333333,0.8666666666666667,0.8803333333333333,0.893,0.7646666666666667,0.8906666666666667,0.6906666666666667,0.879,0.723,0.6613333333333333,0.8836666666666667,0.8723333333333333,0.8633333333333333,0.9933333333333333,0.6996666666666667,0.7533333333333333,0.8633333333333333
ENSPNYT00000006488,0.7403333333333333,0.9226666666666666,0.805,0.9173333333333333,0.8063333333333333,0.8933333333333333,1.0,0.9396666666666667,0.8886666666666667,0.9246666666666666,0.9963333333333333,0.7926666666666666,0.826,0.8796666666666667,0.7456666666666667,0.9136666666666666,0.8063333333333333,0.9976666666666667,0.7743333333333333,0.8216666666666667,0.926,0.8523333333333334,0.804,0.7653333333333333,0.774,0.7613333333333333,0.8086666666666666,0.9403333333333334,0.9963333333333333,0.8043333333333333,0.8406666666666667,0.8833333333333333,0.9863333333333333,0.9446666666666667,0.9436666666666667,0.9446666666666667,0.809,0.8533333333333334,0.6546666666666666,0.7233333333333334,0.816,0.914,0.8806666666666667,0.925,0.9956666666666667,0.7793333333333333,0.9403333333333334,0.7086666666666667,0.8853333333333333,0.7273333333333334,0.683,0.923,0.9123333333333333,0.869,0.8996666666666666,0.7196666666666667,0.7743333333333333,0.869
ENSAPOT00000005761,0.728,0.9243333333333333,0.7953333333333333,0.9226666666666666,0.7966666666666666,0.8886666666666667,0.9396666666666667,1.0,0.8856666666666667,0.9266666666666666,0.9396666666666667,0.789,0.826,0.873,0.7346666666666667,0.91,0.7946666666666666,0.939,0.765,0.8073333333333333,0.9273333333333333,0.8483333333333334,0.7973333333333333,0.753,0.763,0.756,0.802,0.9903333333333333,0.939,0.805,0.8376666666666667,0.914,0.943,0.9526666666666667,0.9516666666666667,0.9676666666666667,0.8096666666666666,0.8533333333333334,0.6413333333333333,0.7113333333333334,0.8026666666666666,0.91,0.8746666666666667,0.9253333333333333,0.939,0.7663333333333333,0.9896666666666667,0.6933333333333334,0.8796666666666667,0.7176666666666667,0.67,0.9253333333333333,0.9156666666666666,0.8646666666666667,0.895,0.706,0.767,0.8646666666666667
ENSEEET00000035701,0.77,0.8786666666666667,0.8193333333333334,0.8766666666666667,0.819,0.881,0.8886666666666667,0.8856666666666667,1.0,0.8803333333333333,0.89,0.7843333333333333,0.809,0.9106666666666666,0.727,0.8903333333333333,0.8336666666666667,0.8893333333333333,0.807,0.8103333333333333,0.8806666666666667,0.8273333333333334,0.8233333333333334,0.7946666666666666,0.8013333333333333,0.7543333333333333,0.828,0.8873333333333333,0.8893333333333333,0.787,0.8193333333333334,0.8393333333333334,0.8896666666666667,0.8933333333333333,0.8953333333333333,0.8876666666666667,0.7916666666666666,0.8326666666666667,0.6503333333333333,0.7476666666666667,0.814,0.8606666666666667,0.9133333333333333,0.883,0.8893333333333333,0.7726666666666666,0.8873333333333333,0.6886666666666666,0.9643333333333334,0.7353333333333333,0.6823333333333333,0.8796666666666667,0.8696666666666667,0.974,0.8866666666666667,0.7053333333333334,0.754,0.974
ENSPLAT00000022591,0.7246666666666667,0.997,0.7886666666666666,0.922,0.7903333333333333,0.8823333333333333,0.9246666666666666,0.9266666666666666,0.8803333333333333,1.0,0.9256666666666666,0.7796666666666666,0.8173333333333334,0.869,0.7366666666666667,0.9,0.791,0.925,0.7643333333333333,0.8066666666666666,0.9853333333333333,0.8446666666666667,0.7993333333333333,0.7496666666666667,0.7606666666666667,0.7476666666666667,0.804,0.9276666666666666,0.9246666666666666,0.797,0.8336666666666667,0.874,0.9263333333333333,0.93,0.9313333333333333,0.932,0.8016666666666666,0.8443333333333334,0.6426666666666667,0.7106666666666667,0.803,0.894,0.8703333333333333,0.984,0.9246666666666666,0.7636666666666667,0.9273333333333333,0.6963333333333334,0.8766666666666667,0.7133333333333334,0.6696666666666666,0.9953333333333333,0.97,0.861,0.8886666666666667,0.7086666666666667,0.766,0.861
