,ENSGGOT00000042625,ENSGGOT00000000973,ENSPPAT00000059506,ENSPTRT00000111380,ENST00000586783,ENSPPAT00000059503,ENSGGOT00000053559,ENSPPAT00000059508,ENSPTRT00000019490,ENSPTRT00000099004,ENST00000346736,ENST00000591586
ENSGGOT00000042625,1.0,0.953662182361734,0.9885401096163428,0.31489785749875443,0.9451918285999004,0.9422022919780767,0.3183856502242153,0.31439960139511713,0.9905331340308918,0.9441953163926258,0.9915296462381664,0.31489785749875443
ENSGGOT00000000973,0.953662182361734,1.0,0.9422022919780767,0.3612356751370205,0.9915296462381664,0.9885401096163428,0.36472346786248133,0.3607374190333832,0.9441953163926258,0.9905331340308918,0.9451918285999004,0.3612356751370205
ENSPPAT00000059506,0.9885401096163428,0.9422022919780767,1.0,0.31938216243148987,0.9446935724962631,0.953662182361734,0.3158943697060289,0.31988041853512705,0.9950174389636273,0.9486796213253612,0.9910313901345291,0.3163926258096661
ENSPTRT00000111380,0.31489785749875443,0.3612356751370205,0.31938216243148987,1.0,0.3617339312406578,0.3657199800697559,0.9965122072745392,0.9995017438963627,0.3183856502242153,0.36472346786248133,0.3153961136023916,0.9970104633781763
ENST00000586783,0.9451918285999004,0.9915296462381664,0.9446935724962631,0.3617339312406578,1.0,0.9910313901345291,0.3612356751370205,0.3612356751370205,0.9466865969108121,0.9930244145490782,0.953662182361734,0.36472346786248133
ENSPPAT00000059503,0.9422022919780767,0.9885401096163428,0.953662182361734,0.3657199800697559,0.9910313901345291,1.0,0.36223218734429496,0.3662182361733931,0.9486796213253612,0.9950174389636273,0.9446935724962631,0.36273044344793226
ENSGGOT00000053559,0.3183856502242153,0.36472346786248133,0.3158943697060289,0.9965122072745392,0.3612356751370205,0.36223218734429496,1.0,0.9960139511709019,0.31489785749875443,0.3612356751370205,0.31489785749875443,0.9965122072745392
ENSPPAT00000059508,0.31439960139511713,0.3607374190333832,0.31988041853512705,0.9995017438963627,0.3612356751370205,0.3662182361733931,0.9960139511709019,1.0,0.317887394120578,0.36422521175884404,0.31489785749875443,0.9965122072745392
ENSPTRT00000019490,0.9905331340308918,0.9441953163926258,0.9950174389636273,0.3183856502242153,0.9466865969108121,0.9486796213253612,0.31489785749875443,0.317887394120578,1.0,0.953662182361734,0.9930244145490782,0.3153961136023916
ENSPTRT00000099004,0.9441953163926258,0.9905331340308918,0.9486796213253612,0.36472346786248133,0.9930244145490782,0.9950174389636273,0.3612356751370205,0.36422521175884404,0.953662182361734,1.0,0.9466865969108121,0.3617339312406578
ENST00000346736,0.9915296462381664,0.9451918285999004,0.9910313901345291,0.3153961136023916,0.953662182361734,0.9446935724962631,0.31489785749875443,0.31489785749875443,0.9930244145490782,0.9466865969108121,1.0,0.3183856502242153
ENST00000591586,0.31489785749875443,0.3612356751370205,0.3163926258096661,0.9970104633781763,0.36472346786248133,0.36273044344793226,0.9965122072745392,0.9965122072745392,0.3153961136023916,0.3617339312406578,0.3183856502242153,1.0
