	ENSMVIT00005024259	ENSDNVT00000021994	ENSLCOT00000019073	ENSDNVT00000021988	ENSCPGT00000010074	ENSARWT00000029040	ENSAHAT00000022589	ENSNPET00000020294	ENSNPET00000020295	ENSAOWT00000027677	ENSCPUT00000018025
ENSMVIT00005024259	1.0	0.8117346938775509	0.9948979591836736	0.8117346938775509	0.9387755102040816	0.8066326530612244	0.8056122448979591	0.6576530612244897	0.8051020408163265	0.8061224489795918	0.8219387755102041
ENSDNVT00000021994	0.8117346938775509	1.0	0.8117346938775509	1.0	0.8290816326530612	0.9790816326530613	0.9765306122448979	0.7806122448979592	0.9326530612244898	0.978061224489796	0.9408163265306122
ENSLCOT00000019073	0.9948979591836736	0.8117346938775509	1.0	0.8117346938775509	0.9423469387755102	0.8086734693877551	0.8076530612244898	0.6576530612244897	0.8051020408163265	0.8081632653061225	0.8239795918367347
ENSDNVT00000021988	0.8117346938775509	1.0	0.8117346938775509	1.0	0.8290816326530612	0.9790816326530613	0.9765306122448979	0.7806122448979592	0.9326530612244898	0.978061224489796	0.9408163265306122
ENSCPGT00000010074	0.9387755102040816	0.8290816326530612	0.9423469387755102	0.8290816326530612	1.0	0.8290816326530612	0.8270408163265306	0.6545918367346939	0.8025510204081633	0.8280612244897959	0.8698979591836735
ENSARWT00000029040	0.8066326530612244	0.9790816326530613	0.8086734693877551	0.9790816326530613	0.8290816326530612	1.0	0.9964285714285714	0.7780612244897959	0.9285714285714286	0.9974489795918368	0.9382653061224491
ENSAHAT00000022589	0.8056122448979591	0.9765306122448979	0.8076530612244898	0.9765306122448979	0.8270408163265306	0.9964285714285714	1.0	0.7780612244897959	0.9285714285714286	0.9979591836734694	0.9362244897959184
ENSNPET00000020294	0.6576530612244897	0.7806122448979592	0.6576530612244897	0.7806122448979592	0.6545918367346939	0.7780612244897959	0.7780612244897959	1.0	0.8428571428571429	0.7780612244897959	0.7642857142857142
ENSNPET00000020295	0.8051020408163265	0.9326530612244898	0.8051020408163265	0.9326530612244898	0.8025510204081633	0.9285714285714286	0.9285714285714286	0.8428571428571429	1.0	0.9285714285714286	0.9117346938775509
ENSAOWT00000027677	0.8061224489795918	0.978061224489796	0.8081632653061225	0.978061224489796	0.8280612244897959	0.9974489795918368	0.9979591836734694	0.7780612244897959	0.9285714285714286	1.0	0.9372448979591836
ENSCPUT00000018025	0.8219387755102041	0.9408163265306122	0.8239795918367347	0.9408163265306122	0.8698979591836735	0.9382653061224491	0.9362244897959184	0.7642857142857142	0.9117346938775509	0.9372448979591836	1.0
