,ENSPCIT00000026194,ENSPCIT00000059621,MGP_SPRETEiJ_T0045318,MGP_SPRETEiJ_T0045319,ENSMSIT00000020346,ENSSHAT00000005745,ENSVURT00010002405,ENSVURT00010023458,ENSMODT00000062380,ENSMSIT00000020312,MGP_SPRETEiJ_T0045320,ENSMODT00000021180,ENSVURT00010002395,ENSPCIT00000067648,ENSPCIT00000053523
ENSPCIT00000026194,1.0,0.9102705080272707,0.6802287222344403,0.6050142951396525,0.6428414339124697,0.6683527600615791,0.9529360017594019,0.9529360017594019,0.9342423575984166,0.667692984385309,0.655377171761601,0.9637123378051462,0.9826259071915548,0.9023531999120299,0.9399604134594238
ENSPCIT00000059621,0.9102705080272707,1.0,0.6008357158566088,0.5801627446668133,0.6166703320870904,0.6382230041785792,0.9230261711018254,0.9230261711018254,0.9043325269408401,0.5869804266549373,0.6305256212887618,0.8746426215086871,0.8933362656696723,0.9920826918847592,0.9703100945678469
MGP_SPRETEiJ_T0045318,0.6802287222344403,0.6008357158566088,1.0,0.5876402023312074,0.9441389927424676,0.5067077193754124,0.6514185177039806,0.6514185177039806,0.657796349241258,0.9738288981746206,0.9703100945678469,0.6828678249395206,0.6762700681768199,0.5948977347701782,0.6256872663294479
MGP_SPRETEiJ_T0045319,0.6050142951396525,0.5801627446668133,0.5876402023312074,1.0,0.5973169122498351,0.919067517044205,0.635583901473499,0.635583901473499,0.6351440510226523,0.567627006817682,0.6173301077633605,0.6054541455904993,0.605893996041346,0.5742247635803827,0.5504728392346602
ENSMSIT00000020346,0.6428414339124697,0.6166703320870904,0.9441389927424676,0.5973169122498351,1.0,0.5229821860567407,0.6679129096107324,0.6679129096107324,0.6747305915988564,0.9703100945678469,0.9738288981746206,0.6450406861667033,0.6382230041785792,0.6107323510006598,0.5869804266549373
ENSSHAT00000005745,0.6683527600615791,0.6382230041785792,0.5067077193754124,0.919067517044205,0.5229821860567407,1.0,0.6989223663954256,0.6989223663954256,0.6914449087310315,0.49329228062458763,0.5363976248075655,0.6617550032988784,0.6692324609632725,0.6305256212887618,0.6085330987464262
ENSVURT00010002405,0.9529360017594019,0.9230261711018254,0.6514185177039806,0.635583901473499,0.6679129096107324,0.6989223663954256,1.0,1.0,0.9597536837475258,0.6382230041785792,0.6811084231361337,0.9300637783153728,0.9703100945678469,0.9151088629865846,0.8933362656696723
ENSVURT00010023458,0.9529360017594019,0.9230261711018254,0.6514185177039806,0.635583901473499,0.6679129096107324,0.6989223663954256,1.0,1.0,0.9597536837475258,0.6382230041785792,0.6811084231361337,0.9300637783153728,0.9703100945678469,0.9151088629865846,0.8933362656696723
ENSMODT00000062380,0.9342423575984166,0.9043325269408401,0.657796349241258,0.6351440510226523,0.6747305915988564,0.6914449087310315,0.9597536837475258,0.9597536837475258,1.0,0.6450406861667033,0.6874862546734111,0.9703100945678469,0.9300637783153728,0.8966351440510226,0.8746426215086871
ENSMSIT00000020312,0.667692984385309,0.5869804266549373,0.9738288981746206,0.567627006817682,0.9703100945678469,0.49329228062458763,0.6382230041785792,0.6382230041785792,0.6450406861667033,1.0,0.9441389927424676,0.6701121618649659,0.6630745546514185,0.5810424455685067,0.6118319771277766
MGP_SPRETEiJ_T0045320,0.655377171761601,0.6305256212887618,0.9703100945678469,0.6173301077633605,0.9738288981746206,0.5363976248075655,0.6811084231361337,0.6811084231361337,0.6874862546734111,0.9441389927424676,1.0,0.657796349241258,0.6514185177039806,0.6245876402023313,0.6008357158566088
ENSMODT00000021180,0.9637123378051462,0.8746426215086871,0.6828678249395206,0.6054541455904993,0.6450406861667033,0.6617550032988784,0.9300637783153728,0.9300637783153728,0.9703100945678469,0.6701121618649659,0.657796349241258,1.0,0.9595337585221024,0.8669452386188696,0.9041126017154167
ENSVURT00010002395,0.9826259071915548,0.8933362656696723,0.6762700681768199,0.605893996041346,0.6382230041785792,0.6692324609632725,0.9703100945678469,0.9703100945678469,0.9300637783153728,0.6630745546514185,0.6514185177039806,0.9595337585221024,1.0,0.8854189575544315,0.9230261711018254
ENSPCIT00000067648,0.9023531999120299,0.9920826918847592,0.5948977347701782,0.5742247635803827,0.6107323510006598,0.6305256212887618,0.9151088629865846,0.9151088629865846,0.8966351440510226,0.5810424455685067,0.6245876402023313,0.8669452386188696,0.8854189575544315,1.0,0.9623927864526061
ENSPCIT00000053523,0.9399604134594238,0.9703100945678469,0.6256872663294479,0.5504728392346602,0.5869804266549373,0.6085330987464262,0.8933362656696723,0.8933362656696723,0.8746426215086871,0.6118319771277766,0.6008357158566088,0.9041126017154167,0.9230261711018254,0.9623927864526061,1.0
