,ENSGGOT00000045825,ENSMFAT00000040722,ENSPANT00000042580,ENSRROT00000014709,ENSNLET00000059206,ENSMNET00000030278,ENSPTRT00000100410,ENSTGET00000014403,ENSMLET00000006764,ENSPTRT00000101911,ENSPPAT00000060105,ENSRBIT00000036458,ENSCATT00000025176
ENSGGOT00000045825,1.0,0.42364532019704426,0.42364532019704426,0.3497536945812808,0.43349753694581283,0.42200328407224963,0.44499178981937604,0.42200328407224963,0.42364532019704426,0.4433497536945813,0.4433497536945813,0.3497536945812808,0.18883415435139572
ENSMFAT00000040722,0.42364532019704426,1.0,0.9967159277504105,0.8998357963875205,0.90311986863711,0.9983579638752053,0.9064039408866995,0.9950738916256158,0.9983579638752053,0.9047619047619048,0.9047619047619048,0.8998357963875205,0.7471264367816092
ENSPANT00000042580,0.42364532019704426,0.9967159277504105,1.0,0.896551724137931,0.8998357963875205,0.9950738916256158,0.90311986863711,0.993431855500821,0.9950738916256158,0.9014778325123153,0.9014778325123153,0.896551724137931,0.7438423645320197
ENSRROT00000014709,0.3497536945812808,0.8998357963875205,0.896551724137931,1.0,0.8243021346469622,0.8998357963875205,0.8275862068965517,0.896551724137931,0.8981937602627258,0.825944170771757,0.825944170771757,1.0,0.8111658456486043
ENSNLET00000059206,0.43349753694581283,0.90311986863711,0.8998357963875205,0.8243021346469622,1.0,0.9014778325123153,0.9802955665024631,0.8981937602627258,0.9014778325123153,0.9786535303776683,0.9770114942528736,0.8243021346469622,0.6666666666666666
ENSMNET00000030278,0.42200328407224963,0.9983579638752053,0.9950738916256158,0.8998357963875205,0.9014778325123153,1.0,0.9047619047619048,0.993431855500821,0.9967159277504105,0.90311986863711,0.90311986863711,0.8998357963875205,0.7471264367816092
ENSPTRT00000100410,0.44499178981937604,0.9064039408866995,0.90311986863711,0.8275862068965517,0.9802955665024631,0.9047619047619048,1.0,0.9014778325123153,0.9047619047619048,0.9983579638752053,0.9967159277504105,0.8275862068965517,0.6732348111658456
ENSTGET00000014403,0.42200328407224963,0.9950738916256158,0.993431855500821,0.896551724137931,0.8981937602627258,0.993431855500821,0.9014778325123153,1.0,0.9967159277504105,0.8998357963875205,0.8998357963875205,0.896551724137931,0.7438423645320197
ENSMLET00000006764,0.42364532019704426,0.9983579638752053,0.9950738916256158,0.8981937602627258,0.9014778325123153,0.9967159277504105,0.9047619047619048,0.9967159277504105,1.0,0.90311986863711,0.90311986863711,0.8981937602627258,0.7454844006568144
ENSPTRT00000101911,0.4433497536945813,0.9047619047619048,0.9014778325123153,0.825944170771757,0.9786535303776683,0.90311986863711,0.9983579638752053,0.8998357963875205,0.90311986863711,1.0,0.9983579638752053,0.825944170771757,0.6715927750410509
ENSPPAT00000060105,0.4433497536945813,0.9047619047619048,0.9014778325123153,0.825944170771757,0.9770114942528736,0.90311986863711,0.9967159277504105,0.8998357963875205,0.90311986863711,0.9983579638752053,1.0,0.825944170771757,0.6715927750410509
ENSRBIT00000036458,0.3497536945812808,0.8998357963875205,0.896551724137931,1.0,0.8243021346469622,0.8998357963875205,0.8275862068965517,0.896551724137931,0.8981937602627258,0.825944170771757,0.825944170771757,1.0,0.8111658456486043
ENSCATT00000025176,0.18883415435139572,0.7471264367816092,0.7438423645320197,0.8111658456486043,0.6666666666666666,0.7471264367816092,0.6732348111658456,0.7438423645320197,0.7454844006568144,0.6715927750410509,0.6715927750410509,0.8111658456486043,1.0
