,MGP_CAROLIEiJ_T0080859,MGP_CAROLIEiJ_T0080858,MGP_PahariEiJ_T0017697,ENSMUST00000098264,ENSCCNT00000023295,ENSSDAT00000009196,ENSMUST00000220185,ENSMSIT00000041510,ENSRNOT00000071384,ENSUPAT00010019653,ENSRNOT00000024311,ENSMUGT00000019975,MGP_SPRETEiJ_T0084229,MGP_SPRETEiJ_T0084228,ENSSTOT00000023099,ENSRNOT00000051450
MGP_CAROLIEiJ_T0080859,1.0,0.9840250190178345,0.9969571464795876,0.9971261938973882,0.9871523962471473,0.987067872538247,0.9971261938973882,0.9973797650240892,0.9804750232440199,0.9868988251204462,0.9942523877947764,0.9777702645592089,0.9972952413151889,0.9972952413151889,0.9732905079874905,0.9685571802890711
MGP_CAROLIEiJ_T0080858,0.9840250190178345,1.0,0.9816583551686248,0.9819119262953259,0.9741357450764939,0.9740512213675936,0.9819119262953259,0.9821654974220269,0.9651762319330572,0.9739666976586933,0.9789535964838137,0.9639083762995521,0.9819119262953259,0.9819119262953259,0.9603583805257375,0.9845321612712365
MGP_PahariEiJ_T0017697,0.9969571464795876,0.9816583551686248,1.0,0.9959428619727834,0.987067872538247,0.987067872538247,0.9959428619727834,0.9963654805172851,0.9794607387372158,0.9874059673738483,0.9933226269968726,0.9769250274702054,0.9965345279350858,0.9965345279350858,0.9735440791141915,0.9681345617445694
ENSMUST00000098264,0.9971261938973882,0.9819119262953259,0.9959428619727834,1.0,0.9868988251204462,0.9868143014115459,1.0,0.9985630969486942,0.9800524046995183,0.9866452539937453,0.9938297692502747,0.9772631223058068,0.9983095258219931,0.9983095258219931,0.9731214605696898,0.9684726565801708
ENSCCNT00000023295,0.9871523962471473,0.9741357450764939,0.987067872538247,0.9868988251204462,1.0,0.989772631223058,0.9868988251204462,0.9869833488293467,0.9717690812272842,0.9900262023497591,0.9868988251204462,0.972445270898487,0.987067872538247,0.987067872538247,0.9755726481277999,0.9645845659707548
ENSSDAT00000009196,0.987067872538247,0.9740512213675936,0.987067872538247,0.9868143014115459,0.989772631223058,1.0,0.9868143014115459,0.9869833488293467,0.9723607471895866,0.9985630969486942,0.987321443664948,0.9737131265319923,0.9866452539937453,0.9866452539937453,0.9825035922576283,0.9654298030597582
ENSMUST00000220185,0.9971261938973882,0.9819119262953259,0.9959428619727834,1.0,0.9868988251204462,0.9868143014115459,1.0,0.9985630969486942,0.9800524046995183,0.9866452539937453,0.9938297692502747,0.9772631223058068,0.9983095258219931,0.9983095258219931,0.9731214605696898,0.9684726565801708
ENSMSIT00000041510,0.9973797650240892,0.9821654974220269,0.9963654805172851,0.9985630969486942,0.9869833488293467,0.9869833488293467,0.9985630969486942,1.0,0.9798833572817175,0.9869833488293467,0.993660721832474,0.976840503761305,0.9983940495308934,0.9983940495308934,0.9732905079874905,0.9687262277068718
ENSRNOT00000071384,0.9804750232440199,0.9651762319330572,0.9794607387372158,0.9800524046995183,0.9717690812272842,0.9723607471895866,0.9800524046995183,0.9798833572817175,1.0,0.9721071760628857,0.9823345448398275,0.9759952666723016,0.9800524046995183,0.9800524046995183,0.9617952835770434,0.9554560054095174
ENSUPAT00010019653,0.9868988251204462,0.9739666976586933,0.9874059673738483,0.9866452539937453,0.9900262023497591,0.9985630969486942,0.9866452539937453,0.9869833488293467,0.9721071760628857,1.0,0.9872369199560477,0.9736286028230918,0.9866452539937453,0.9866452539937453,0.9830107345110304,0.9653452793508579
ENSRNOT00000024311,0.9942523877947764,0.9789535964838137,0.9933226269968726,0.9938297692502747,0.9868988251204462,0.987321443664948,0.9938297692502747,0.993660721832474,0.9823345448398275,0.9872369199560477,1.0,0.9772631223058068,0.9937452455413743,0.9937452455413743,0.9737976502408926,0.9731214605696898
ENSMUGT00000019975,0.9777702645592089,0.9639083762995521,0.9769250274702054,0.9772631223058068,0.972445270898487,0.9737131265319923,0.9772631223058068,0.976840503761305,0.9759952666723016,0.9736286028230918,0.9772631223058068,1.0,0.977094074888006,0.977094074888006,0.9656833741864593,0.9534274363959091
MGP_SPRETEiJ_T0084229,0.9972952413151889,0.9819119262953259,0.9965345279350858,0.9983095258219931,0.987067872538247,0.9866452539937453,0.9983095258219931,0.9983940495308934,0.9800524046995183,0.9866452539937453,0.9937452455413743,0.977094074888006,1.0,1.0,0.9730369368607894,0.96830360916237
MGP_SPRETEiJ_T0084228,0.9972952413151889,0.9819119262953259,0.9965345279350858,0.9983095258219931,0.987067872538247,0.9866452539937453,0.9983095258219931,0.9983940495308934,0.9800524046995183,0.9866452539937453,0.9937452455413743,0.977094074888006,1.0,1.0,0.9730369368607894,0.96830360916237
ENSSTOT00000023099,0.9732905079874905,0.9603583805257375,0.9735440791141915,0.9731214605696898,0.9755726481277999,0.9825035922576283,0.9731214605696898,0.9732905079874905,0.9617952835770434,0.9830107345110304,0.9737976502408926,0.9656833741864593,0.9730369368607894,0.9730369368607894,1.0,0.9516524385090018
ENSRNOT00000051450,0.9685571802890711,0.9845321612712365,0.9681345617445694,0.9684726565801708,0.9645845659707548,0.9654298030597582,0.9684726565801708,0.9687262277068718,0.9554560054095174,0.9653452793508579,0.9731214605696898,0.9534274363959091,0.96830360916237,0.96830360916237,0.9516524385090018,1.0
