	ENSDORT00000003141	MGP_CAROLIEiJ_T0028832	ENSPCIT00000063180	MGP_PahariEiJ_T0035555	ENSPVIT00000012042	ENSCCNT00000037799	MGP_SPRETEiJ_T0030239	ENSMUST00000019069	ENSPCIT00000052534	ENSMUGT00000023512	ENSMSIT00000018325	ENSSHAT00000002175	ENSRNOT00000077035	ENSPCIT00000005712	ENSCCNT00000037800	ENSDNOT00000017262
ENSDORT00000003141	1.0	0.7035343035343036	0.4449064449064449	0.7031185031185031	0.4095634095634095	0.6773388773388773	0.7097713097713098	0.7097713097713098	0.4257796257796258	0.7209979209979209	0.7089397089397089	0.5085239085239085	0.7002079002079002	0.4723492723492724	0.7056133056133056	0.7376299376299377
MGP_CAROLIEiJ_T0028832	0.7035343035343036	1.0	0.4187110187110188	0.9725571725571726	0.43950103950103947	0.7380457380457379	0.9804573804573804	0.9796257796257796	0.3975051975051975	0.8752598752598753	0.9796257796257796	0.5218295218295218	0.9147609147609148	0.496049896049896	0.7688149688149688	0.7920997920997921
ENSPCIT00000063180	0.4449064449064449	0.4187110187110188	1.0	0.4182952182952183	0.5143451143451143	0.3675675675675676	0.4257796257796258	0.4245322245322245	0.9613305613305614	0.4224532224532225	0.42494802494802497	0.5663201663201664	0.4270270270270271	0.8893970893970894	0.3991683991683992	0.4507276507276508
MGP_PahariEiJ_T0035555	0.7031185031185031	0.9725571725571726	0.4182952182952183	1.0	0.4390852390852391	0.7380457380457379	0.9663201663201664	0.9646569646569648	0.3970893970893972	0.8735966735966736	0.9667359667359668	0.520997920997921	0.916008316008316	0.4956340956340957	0.7675675675675676	0.7945945945945946
ENSPVIT00000012042	0.4095634095634095	0.43950103950103947	0.5143451143451143	0.4390852390852391	1.0	0.3833679833679834	0.4424116424116424	0.4415800415800416	0.496881496881497	0.4407484407484408	0.4419958419958421	0.3875259875259876	0.4436590436590437	0.5925155925155925	0.4203742203742205	0.4494802494802495
ENSCCNT00000037799	0.6773388773388773	0.7380457380457379	0.3675675675675676	0.7380457380457379	0.3833679833679834	1.0	0.7338877338877339	0.7326403326403327	0.3455301455301456	0.7384615384615385	0.7338877338877339	0.5130977130977131	0.7343035343035343	0.4440748440748441	0.9130977130977131	0.7817047817047817
MGP_SPRETEiJ_T0030239	0.7097713097713098	0.9804573804573804	0.4257796257796258	0.9663201663201664	0.4424116424116424	0.7338877338877339	1.0	0.9916839916839916	0.4045738045738045	0.8823284823284824	0.9945945945945946	0.5276507276507276	0.9081081081081082	0.4956340956340957	0.7646569646569646	0.7875259875259876
ENSMUST00000019069	0.7097713097713098	0.9796257796257796	0.4245322245322245	0.9646569646569648	0.4415800415800416	0.7326403326403327	0.9916839916839916	1.0	0.40332640332640335	0.8831600831600832	0.9941787941787942	0.5264033264033264	0.9085239085239084	0.4943866943866944	0.762993762993763	0.7854469854469854
ENSPCIT00000052534	0.4257796257796258	0.3975051975051975	0.9613305613305614	0.3970893970893972	0.496881496881497	0.3455301455301456	0.4045738045738045	0.40332640332640335	1.0	0.40332640332640335	0.4037422037422038	0.5351351351351351	0.4062370062370062	0.8507276507276508	0.3771309771309772	0.4291060291060291
ENSMUGT00000023512	0.7209979209979209	0.8752598752598753	0.4224532224532225	0.8735966735966736	0.4407484407484408	0.7384615384615385	0.8823284823284824	0.8831600831600832	0.40332640332640335	1.0	0.8835758835758836	0.5276507276507276	0.8698544698544699	0.4923076923076923	0.7700623700623701	0.7962577962577962
ENSMSIT00000018325	0.7089397089397089	0.9796257796257796	0.42494802494802497	0.9667359667359668	0.4419958419958421	0.7338877338877339	0.9945945945945946	0.9941787941787942	0.4037422037422038	0.8835758835758836	1.0	0.5272349272349273	0.9089397089397091	0.4948024948024948	0.7642411642411643	0.7875259875259876
ENSSHAT00000002175	0.5085239085239085	0.5218295218295218	0.5663201663201664	0.520997920997921	0.3875259875259876	0.5130977130977131	0.5276507276507276	0.5264033264033264	0.5351351351351351	0.5276507276507276	0.5272349272349273	1.0	0.5272349272349273	0.6203742203742204	0.5051975051975052	0.5451143451143451
ENSRNOT00000077035	0.7002079002079002	0.9147609147609148	0.4270270270270271	0.916008316008316	0.4436590436590437	0.7343035343035343	0.9081081081081082	0.9085239085239084	0.4062370062370062	0.8698544698544699	0.9089397089397091	0.5272349272349273	1.0	0.5043659043659043	0.7654885654885655	0.7925155925155926
ENSPCIT00000005712	0.4723492723492724	0.496049896049896	0.8893970893970894	0.4956340956340957	0.5925155925155925	0.4440748440748441	0.4956340956340957	0.4943866943866944	0.8507276507276508	0.4923076923076923	0.4948024948024948	0.6203742203742204	0.5043659043659043	1.0	0.4756756756756757	0.5297297297297298
ENSCCNT00000037800	0.7056133056133056	0.7688149688149688	0.3991683991683992	0.7675675675675676	0.4203742203742205	0.9130977130977131	0.7646569646569646	0.762993762993763	0.3771309771309772	0.7700623700623701	0.7642411642411643	0.5051975051975052	0.7654885654885655	0.4756756756756757	1.0	0.8124740124740125
ENSDNOT00000017262	0.7376299376299377	0.7920997920997921	0.4507276507276508	0.7945945945945946	0.4494802494802495	0.7817047817047817	0.7875259875259876	0.7854469854469854	0.4291060291060291	0.7962577962577962	0.7875259875259876	0.5451143451143451	0.7925155925155926	0.5297297297297298	0.8124740124740125	1.0
