,FBtr0335485,FBtr0110841,FBtr0079557,FBtr0300357,FBtr0079470,FBtr0079624,FBtr0110777,FBtr0086164,FBtr0339567,FBtr0081450,FBtr0309371
FBtr0335485,1.0,0.6351809954751131,0.6125565610859729,0.6917420814479638,1.0,0.7285067873303167,0.5548642533936652,0.5746606334841629,0.7307692307692307,0.7296380090497737,0.5916289592760181
FBtr0110841,0.6351809954751131,1.0,0.6900452488687783,0.6691176470588235,0.6351809954751131,0.6747737556561086,0.5288461538461539,0.5701357466063348,0.6804298642533937,0.6770361990950227,0.5876696832579186
FBtr0079557,0.6125565610859729,0.6900452488687783,1.0,0.626131221719457,0.6125565610859729,0.6233031674208145,0.5248868778280543,0.5373303167420814,0.6233031674208145,0.6199095022624435,0.5678733031674208
FBtr0300357,0.6917420814479638,0.6691176470588235,0.626131221719457,1.0,0.6917420814479638,0.7245475113122172,0.5656108597285068,0.6153846153846154,0.7262443438914027,0.7228506787330317,0.6329185520361991
FBtr0079470,1.0,0.6351809954751131,0.6125565610859729,0.6917420814479638,1.0,0.7285067873303167,0.5548642533936652,0.5746606334841629,0.7307692307692307,0.7296380090497737,0.5916289592760181
FBtr0079624,0.7285067873303167,0.6747737556561086,0.6233031674208145,0.7245475113122172,0.7285067873303167,1.0,0.5622171945701357,0.6023755656108597,0.8885746606334841,0.8908371040723982,0.6187782805429864
FBtr0110777,0.5548642533936652,0.5288461538461539,0.5248868778280543,0.5656108597285068,0.5548642533936652,0.5622171945701357,1.0,0.5384615384615384,0.5740950226244343,0.5707013574660633,0.5599547511312217
FBtr0086164,0.5746606334841629,0.5701357466063348,0.5373303167420814,0.6153846153846154,0.5746606334841629,0.6023755656108597,0.5384615384615384,1.0,0.5972850678733032,0.5995475113122172,0.9694570135746606
FBtr0339567,0.7307692307692307,0.6804298642533937,0.6233031674208145,0.7262443438914027,0.7307692307692307,0.8885746606334841,0.5740950226244343,0.5972850678733032,1.0,0.996606334841629,0.6142533936651584
FBtr0081450,0.7296380090497737,0.6770361990950227,0.6199095022624435,0.7228506787330317,0.7296380090497737,0.8908371040723982,0.5707013574660633,0.5995475113122172,0.996606334841629,1.0,0.6165158371040724
FBtr0309371,0.5916289592760181,0.5876696832579186,0.5678733031674208,0.6329185520361991,0.5916289592760181,0.6187782805429864,0.5599547511312217,0.9694570135746606,0.6142533936651584,0.6165158371040724,1.0
