	ENSEEET00000037010	C32A3.2.1	ENSDCDT00000062769	ENSDART00000080609	ENSCGOT00000045961	ENSCHAT00000007010	ENSTRUT00000042290	ENSSDUT00000014365	ENSPMGT00000003930	FBtr0075519	ENSGWIT00000024364	ENSLCRT00005056358	ENSDART00000147007	ENSIPUT00000032804
ENSEEET00000037010	1.0	0.4261198371146016	0.8190808609656777	0.8240255962769052	0.7859220477021525	0.6256544502617801	0.7841768470040721	0.8080279232111692	0.7347294938917975	0.4011052937754509	0.751890634089587	0.7865037812681792	0.8240255962769052	0.8231529959278651
C32A3.2.1	0.4261198371146016	1.0	0.4214659685863874	0.4296102385107621	0.4139034322280395	0.2303664921465969	0.3993600930773705	0.4744037230948226	0.4825479930191972	0.6436881908086096	0.5517742873763816	0.5104712041884817	0.4296102385107621	0.4200116346713205
ENSDCDT00000062769	0.8190808609656777	0.4214659685863874	1.0	0.7926119837114601	0.8199534613147179	0.6285631180919139	0.8179173938336242	0.8187899941826643	0.7801047120418848	0.4328097731239092	0.7914485165794066	0.8286794648051192	0.7926119837114601	0.7914485165794066
ENSDART00000080609	0.8240255962769052	0.4296102385107621	0.7926119837114601	1.0	0.7641070389761491	0.6308900523560209	0.7542175683536941	0.8161721931355439	0.7309482257126236	0.4016870273414777	0.7489819662594531	0.7777777777777778	1.0	0.8324607329842932
ENSCGOT00000045961	0.7859220477021525	0.4139034322280395	0.8199534613147179	0.7641070389761491	1.0	0.5916230366492147	0.8455497382198953	0.8382780686445608	0.7568353694008144	0.4252472367655613	0.7632344386271088	0.8246073298429321	0.7641070389761491	0.7521815008726004
ENSCHAT00000007010	0.6256544502617801	0.2303664921465969	0.6285631180919139	0.6308900523560209	0.5916230366492147	1.0	0.6038394415357766	0.6052937754508435	0.5383944153577661	0.21378708551483427	0.5526468877254218	0.5799883653286795	0.6308900523560209	0.631762652705061
ENSTRUT00000042290	0.7841768470040721	0.3993600930773705	0.8179173938336242	0.7542175683536941	0.8455497382198953	0.6038394415357766	1.0	0.8051192553810355	0.7597440372309482	0.4112856311809192	0.7620709714950553	0.8170447934845841	0.7542175683536941	0.7393833624200117
ENSSDUT00000014365	0.8080279232111692	0.4744037230948226	0.8187899941826643	0.8161721931355439	0.8382780686445608	0.6052937754508435	0.8051192553810355	1.0	0.8071553228621291	0.4537521815008726	0.8118091913903432	0.8621291448516579	0.8161721931355439	0.8036649214659686
ENSPMGT00000003930	0.7347294938917975	0.4825479930191972	0.7801047120418848	0.7309482257126236	0.7568353694008144	0.5383944153577661	0.7597440372309482	0.8071553228621291	1.0	0.4351367073880164	0.7838859802210587	0.8275159976730657	0.7309482257126236	0.7254217568353694
FBtr0075519	0.4011052937754509	0.6436881908086096	0.4328097731239092	0.4016870273414777	0.4252472367655613	0.21378708551483427	0.4112856311809192	0.4537521815008726	0.4351367073880164	1.0	0.5654450261780105	0.5258871436881908	0.4016870273414777	0.39412449098312974
ENSGWIT00000024364	0.751890634089587	0.5517742873763816	0.7914485165794066	0.7489819662594531	0.7632344386271088	0.5526468877254218	0.7620709714950553	0.8118091913903432	0.7838859802210587	0.5654450261780105	1.0	0.8880162885398487	0.7489819662594531	0.7446189645142525
ENSLCRT00005056358	0.7865037812681792	0.5104712041884817	0.8286794648051192	0.7777777777777778	0.8246073298429321	0.5799883653286795	0.8170447934845841	0.8621291448516579	0.8275159976730657	0.5258871436881908	0.8880162885398487	1.0	0.7777777777777778	0.7774869109947644
ENSDART00000147007	0.8240255962769052	0.4296102385107621	0.7926119837114601	1.0	0.7641070389761491	0.6308900523560209	0.7542175683536941	0.8161721931355439	0.7309482257126236	0.4016870273414777	0.7489819662594531	0.7777777777777778	1.0	0.8324607329842932
ENSIPUT00000032804	0.8231529959278651	0.4200116346713205	0.7914485165794066	0.8324607329842932	0.7521815008726004	0.631762652705061	0.7393833624200117	0.8036649214659686	0.7254217568353694	0.39412449098312974	0.7446189645142525	0.7774869109947644	0.8324607329842932	1.0
