	ENSTGET00000020621	ENSMFAT00000064761	ENSMLET00000028997	ENSGGOT00000044557	ENSRBIT00000051964	ENSMNET00000009236	ENSPPAT00000043298	ENSPTRT00000107581	ENSPANT00000046396	ENSCATT00000026306	ENSRROT00000062186
ENSTGET00000020621	1.0	0.996742671009772	0.990228013029316	0.4625407166123778	0.4853420195439739	0.996742671009772	0.4071661237785016	0.4071661237785016	0.996742671009772	1.0	0.4853420195439739
ENSMFAT00000064761	0.996742671009772	1.0	0.986970684039088	0.4625407166123778	0.4853420195439739	0.9934853420195441	0.4071661237785016	0.4071661237785016	0.9934853420195441	0.996742671009772	0.4853420195439739
ENSMLET00000028997	0.990228013029316	0.986970684039088	1.0	0.4625407166123778	0.4788273615635179	0.986970684039088	0.4006514657980456	0.4006514657980456	0.986970684039088	0.990228013029316	0.4788273615635179
ENSGGOT00000044557	0.4625407166123778	0.4625407166123778	0.4625407166123778	1.0	0.9576547231270358	0.4592833876221498	0.9185667752442996	0.9185667752442996	0.4592833876221498	0.4625407166123778	0.9576547231270358
ENSRBIT00000051964	0.4853420195439739	0.4853420195439739	0.4788273615635179	0.9576547231270358	1.0	0.4820846905537459	0.9087947882736156	0.9087947882736156	0.4820846905537459	0.4853420195439739	0.9934853420195441
ENSMNET00000009236	0.996742671009772	0.9934853420195441	0.986970684039088	0.4592833876221498	0.4820846905537459	1.0	0.4039087947882736	0.4039087947882736	0.9934853420195441	0.996742671009772	0.4820846905537459
ENSPPAT00000043298	0.4071661237785016	0.4071661237785016	0.4006514657980456	0.9185667752442996	0.9087947882736156	0.4039087947882736	1.0	1.0	0.4039087947882736	0.4071661237785016	0.9087947882736156
ENSPTRT00000107581	0.4071661237785016	0.4071661237785016	0.4006514657980456	0.9185667752442996	0.9087947882736156	0.4039087947882736	1.0	1.0	0.4039087947882736	0.4071661237785016	0.9087947882736156
ENSPANT00000046396	0.996742671009772	0.9934853420195441	0.986970684039088	0.4592833876221498	0.4820846905537459	0.9934853420195441	0.4039087947882736	0.4039087947882736	1.0	0.996742671009772	0.4820846905537459
ENSCATT00000026306	1.0	0.996742671009772	0.990228013029316	0.4625407166123778	0.4853420195439739	0.996742671009772	0.4071661237785016	0.4071661237785016	0.996742671009772	1.0	0.4853420195439739
ENSRROT00000062186	0.4853420195439739	0.4853420195439739	0.4788273615635179	0.9576547231270358	0.9934853420195441	0.4820846905537459	0.9087947882736156	0.9087947882736156	0.4820846905537459	0.4853420195439739	1.0
