	ENSPPAT00000042550	ENSNLET00000019608	ENSMODT00000052542	ENSVURT00010020032	ENSRBIT00000037852	ENSPCIT00000000489	ENST00000325144	ENSSHAT00000015425	ENSMEUT00000012865	ENSRROT00000059871	ENSPTRT00000034541	ENSGGOT00000010570	ENSPPYT00000019909
ENSPPAT00000042550	1.0	0.9916820702402958	0.9043438077634012	0.8955637707948244	0.9893715341959336	0.8969500924214417	0.995841035120148	0.890018484288355	0.3456561922365988	0.989833641404806	0.9990757855822552	0.9963031423290204	0.9935304990757856
ENSNLET00000019608	0.9916820702402958	1.0	0.9015711645101664	0.8937153419593346	0.9870609981515712	0.8946395563770795	0.9907578558225508	0.8890942698706099	0.3442698706099816	0.9875231053604436	0.9916820702402958	0.9916820702402958	0.9912199630314232
ENSMODT00000052542	0.9043438077634012	0.9015711645101664	1.0	0.966728280961183	0.9020332717190388	0.9653419593345656	0.9061922365988908	0.9639556377079482	0.371996303142329	0.9024953789279112	0.9043438077634012	0.9034195933456562	0.9043438077634012
ENSVURT00010020032	0.8955637707948244	0.8937153419593346	0.966728280961183	1.0	0.8923290203327172	0.9856746765249538	0.8978743068391867	0.9768946395563772	0.3784658040665434	0.8927911275415896	0.8955637707948244	0.8960258780036968	0.8955637707948244
ENSRBIT00000037852	0.9893715341959336	0.9870609981515712	0.9020332717190388	0.8923290203327172	1.0	0.8937153419593346	0.989833641404806	0.8881700554528651	0.3461182994454713	0.9995378927911276	0.9893715341959336	0.9902957486136784	0.9912199630314232
ENSPCIT00000000489	0.8969500924214417	0.8946395563770795	0.9653419593345656	0.9856746765249538	0.8937153419593346	1.0	0.899260628465804	0.9755083179297596	0.378003696857671	0.8941774491682071	0.8969500924214417	0.8964879852125693	0.8969500924214417
ENST00000325144	0.995841035120148	0.9907578558225508	0.9061922365988908	0.8978743068391867	0.989833641404806	0.899260628465804	1.0	0.8927911275415896	0.3470425138632163	0.9902957486136784	0.995841035120148	0.995841035120148	0.993992606284658
ENSSHAT00000015425	0.890018484288355	0.8890942698706099	0.9639556377079482	0.9768946395563772	0.8881700554528651	0.9755083179297596	0.8927911275415896	1.0	0.3756931608133087	0.8886321626617375	0.890018484288355	0.8909426987060998	0.8914048059149723
ENSMEUT00000012865	0.3456561922365988	0.3442698706099816	0.371996303142329	0.3784658040665434	0.3461182994454713	0.378003696857671	0.3470425138632163	0.3756931608133087	1.0	0.3461182994454713	0.3451940850277264	0.344731977818854	0.3451940850277264
ENSRROT00000059871	0.989833641404806	0.9875231053604436	0.9024953789279112	0.8927911275415896	0.9995378927911276	0.8941774491682071	0.9902957486136784	0.8886321626617375	0.3461182994454713	1.0	0.989833641404806	0.9907578558225508	0.9916820702402958
ENSPTRT00000034541	0.9990757855822552	0.9916820702402958	0.9043438077634012	0.8955637707948244	0.9893715341959336	0.8969500924214417	0.995841035120148	0.890018484288355	0.3451940850277264	0.989833641404806	1.0	0.9963031423290204	0.9935304990757856
ENSGGOT00000010570	0.9963031423290204	0.9916820702402958	0.9034195933456562	0.8960258780036968	0.9902957486136784	0.8964879852125693	0.995841035120148	0.8909426987060998	0.344731977818854	0.9907578558225508	0.9963031423290204	1.0	0.9944547134935304
ENSPPYT00000019909	0.9935304990757856	0.9912199630314232	0.9043438077634012	0.8955637707948244	0.9912199630314232	0.8969500924214417	0.993992606284658	0.8914048059149723	0.3451940850277264	0.9916820702402958	0.9935304990757856	0.9944547134935304	1.0
