	ENSCINT00000011066	ENSCSAVT00000014118	ENSCSAVT00000014544	ENSCSAVT00000014465	ENSCSAVT00000014464	ENSCSAVT00000014117	FBtr0075186	ENSCINT00000013465	ENSCINT00000013895	ENSCINT00000013490	ENSCINT00000034576	ENSCSAVT00000014520
ENSCINT00000011066	1.0	0.9248144305211908	0.9226594301221168	0.9644824008300742	0.9633649932157394	0.9258520233059302	0.8710990502035278	0.9386223960411844	0.930002394444888	0.9306409130816504	0.9159549844361082	0.9143586878442016
ENSCSAVT00000014118	0.9248144305211908	1.0	0.9490781387181738	0.9352701731981802	0.9315188762071992	0.9719849948120358	0.8738925692393646	0.9605714741799026	0.924894245350786	0.9385425812115892	0.9159549844361082	0.9160347992657036
ENSCSAVT00000014544	0.9226594301221168	0.9490781387181738	1.0	0.9367866549604916	0.9330353579695108	0.9360683214941335	0.8700614574187884	0.9479607311038392	0.92226035597414	0.9599329555431401	0.9230585042700934	0.9190677627903264
ENSCSAVT00000014465	0.9644824008300742	0.9352701731981802	0.9367866549604916	1.0	0.9854737010136484	0.9313592465480086	0.8783621996967036	0.9491579535477692	0.9359885066645384	0.9370260994492776	0.9284859126825764	0.9245749860324048
ENSCSAVT00000014464	0.9633649932157394	0.9315188762071992	0.9330353579695108	0.9854737010136484	1.0	0.9327959134807248	0.8800383111182057	0.9474818421262672	0.9375049884268496	0.9405379519514726	0.9256923936467396	0.9206640593822332
ENSCSAVT00000014117	0.9258520233059302	0.9719849948120358	0.9360683214941335	0.9313592465480086	0.9327959134807248	1.0	0.8732540506026021	0.9576183254848752	0.9244951712028094	0.9455662862159788	0.9094101684092905	0.9094899832388856
FBtr0075186	0.8710990502035278	0.8738925692393646	0.8700614574187884	0.8783621996967036	0.8800383111182057	0.8732540506026021	1.0	0.8839492377683774	0.8754888658312715	0.8759677548088435	0.8867427568042142	0.8868225716338095
ENSCINT00000013465	0.9386223960411844	0.9605714741799026	0.9479607311038392	0.9491579535477692	0.9474818421262672	0.9576183254848752	0.8839492377683774	1.0	0.93407295075425	0.9494772128661504	0.9296831351265064	0.929523505467316
ENSCINT00000013895	0.930002394444888	0.924894245350786	0.92226035597414	0.9359885066645384	0.9375049884268496	0.9244951712028094	0.8754888658312715	0.93407295075425	1.0	0.9296831351265064	0.9188283183015404	0.9174714661984196
ENSCINT00000013490	0.9306409130816504	0.9385425812115892	0.9599329555431401	0.9370260994492776	0.9405379519514726	0.9455662862159788	0.8759677548088435	0.9494772128661504	0.9296831351265064	1.0	0.9211429483598051	0.9177109106872056
ENSCINT00000034576	0.9159549844361082	0.9159549844361082	0.9230585042700934	0.9284859126825764	0.9256923936467396	0.9094101684092905	0.8867427568042142	0.9296831351265064	0.9188283183015404	0.9211429483598051	1.0	0.9804453667491421
ENSCSAVT00000014520	0.9143586878442016	0.9160347992657036	0.9190677627903264	0.9245749860324048	0.9206640593822332	0.9094899832388856	0.8868225716338095	0.929523505467316	0.9174714661984196	0.9177109106872056	0.9804453667491421	1.0
