,ENSNLET00000045503,ENSGGOT00000063760,ENSGGOT00000051571,ENST00000568866,ENSPPAT00000044916,ENST00000568584,ENST00000561967,ENSGGOT00000024150,ENSGGOT00000044320,ENSPPYT00000000167,ENSPPYT00000000069,ENSPPYT00000012334,ENST00000562809,ENST00000564130,ENSPPAT00000044922
ENSNLET00000045503,1.0,0.6012269938650306,0.5630538513974097,0.4263803680981595,0.39093387866394,0.38786639400136336,0.591002044989775,0.3813905930470347,0.6056578050443081,0.7164280845262441,0.37934560327198363,0.7031356509884117,0.5630538513974097,0.3732106339468302,0.38582140422631217
ENSGGOT00000063760,0.6012269938650306,1.0,0.9543285616905249,0.5426039536468984,0.5855487389229721,0.578050443081118,0.9103612815269257,0.5770279481935924,0.6441717791411042,0.6342876618950238,0.5790729379686435,0.6414451261077028,0.9553510565780504,0.5068166325835037,0.5835037491479209
ENSGGOT00000051571,0.5630538513974097,0.9543285616905249,1.0,0.5766871165644172,0.6196319018404908,0.6117927743694614,0.9441036128152692,0.6179277436946149,0.5985003408316292,0.5947511929107021,0.6121336059986366,0.601908657123381,0.989093387866394,0.5415814587593729,0.6175869120654397
ENST00000568866,0.4263803680981595,0.5426039536468984,0.5766871165644172,1.0,0.887184730743013,0.9614860259032039,0.6134969325153374,0.9294478527607362,0.5961145194274029,0.34355828220858897,0.9059304703476483,0.32481254260395365,0.5848670756646217,0.9451261077027948,0.9032038173142468
ENSPPAT00000044916,0.39093387866394,0.5855487389229721,0.6196319018404908,0.887184730743013,1.0,0.9171779141104295,0.6520109066121336,0.9025221540558964,0.6141785957736878,0.3742331288343559,0.9546693933197,0.3619631901840491,0.6250852079072938,0.8391274710293115,0.9778459441036128
ENST00000568584,0.38786639400136336,0.578050443081118,0.6117927743694614,0.9614860259032039,0.9171779141104295,1.0,0.6520109066121336,0.9645535105657805,0.6322426721199728,0.37798227675528295,0.940013633265167,0.35923653715064763,0.6226993865030674,0.9120654396728016,0.9366053169734151
ENST00000561967,0.591002044989775,0.9103612815269257,0.9441036128152692,0.6134969325153374,0.6520109066121336,0.6520109066121336,1.0,0.6414451261077028,0.625426039536469,0.6250852079072938,0.6438309475119292,0.6322426721199728,0.9550102249488752,0.5640763462849352,0.6503067484662577
ENSGGOT00000024150,0.3813905930470347,0.5770279481935924,0.6179277436946149,0.9294478527607362,0.9025221540558964,0.9645535105657805,0.6414451261077028,1.0,0.6230402181322426,0.36946148602590323,0.9256987048398091,0.3510565780504431,0.6162235855487389,0.8813905930470347,0.9233128834355828
ENSGGOT00000044320,0.6056578050443081,0.6441717791411042,0.5985003408316292,0.5961145194274029,0.6141785957736878,0.6322426721199728,0.625426039536469,0.6230402181322426,1.0,0.5402181322426721,0.6158827539195637,0.5661213360599864,0.5995228357191548,0.5480572597137015,0.6121336059986366
ENSPPYT00000000167,0.7164280845262441,0.6342876618950238,0.5947511929107021,0.34355828220858897,0.3742331288343559,0.37798227675528295,0.6250852079072938,0.36946148602590323,0.5402181322426721,1.0,0.36877982276755283,0.7620995228357191,0.5967961826857532,0.2961826857532379,0.3732106339468302
ENSPPYT00000000069,0.37934560327198363,0.5790729379686435,0.6121336059986366,0.9059304703476483,0.9546693933197,0.940013633265167,0.6438309475119292,0.9256987048398091,0.6158827539195637,0.36877982276755283,1.0,0.35582822085889565,0.6175869120654397,0.8578732106339468,0.976482617586912
ENSPPYT00000012334,0.7031356509884117,0.6414451261077028,0.601908657123381,0.32481254260395365,0.3619631901840491,0.35923653715064763,0.6322426721199728,0.3510565780504431,0.5661213360599864,0.7620995228357191,0.35582822085889565,1.0,0.6039536468984322,0.2774369461486026,0.3602590320381731
ENST00000562809,0.5630538513974097,0.9553510565780504,0.989093387866394,0.5848670756646217,0.6250852079072938,0.6226993865030674,0.9550102249488752,0.6162235855487389,0.5995228357191548,0.5967961826857532,0.6175869120654397,0.6039536468984322,1.0,0.5477164280845263,0.6233810497614178
ENST00000564130,0.3732106339468302,0.5068166325835037,0.5415814587593729,0.9451261077027948,0.8391274710293115,0.9120654396728016,0.5640763462849352,0.8813905930470347,0.5480572597137015,0.2961826857532379,0.8578732106339468,0.2774369461486026,0.5477164280845263,1.0,0.8551465576005454
ENSPPAT00000044922,0.38582140422631217,0.5835037491479209,0.6175869120654397,0.9032038173142468,0.9778459441036128,0.9366053169734151,0.6503067484662577,0.9233128834355828,0.6121336059986366,0.3732106339468302,0.976482617586912,0.3602590320381731,0.6233810497614178,0.8551465576005454,1.0
