,ENSRROT00000051737,ENSTGET00000008571,ENSPTET00000035967,ENSPTET00000043703,ENSMLET00000059615,ENSMNET00000044751,ENSCATT00000049272,ENSGGOT00000067462,ENSPPAT00000064306,ENSMNET00000033326,ENSPTET00000041126,ENSPTET00000041121,ENSMLET00000044862,ENSPANT00000045267,ENSPTET00000023042,ENSTGET00000026808,ENSPTRT00000106361,ENSMFAT00000014383,ENSRROT00000035448,ENSMLET00000064231,ENSMMUT00000088937,ENSRBIT00000061799,ENSRROT00000066786,ENSMLET00000050268,ENSCATT00000045232,ENSRBIT00000034826,ENSPANT00000052837
ENSRROT00000051737,1.0,0.7272727272727273,0.777972027972028,0.6022727272727273,0.9947552447552448,0.9414335664335665,0.9379370629370629,0.9379370629370629,0.9326923076923077,0.9501748251748252,0.45104895104895104,0.45104895104895104,0.9484265734265734,0.9641608391608392,0.5629370629370629,0.784965034965035,0.9326923076923077,0.7928321678321678,1.0,0.9388111888111889,0.8706293706293706,0.833041958041958,0.9597902097902098,0.791083916083916,0.9414335664335665,0.7884615384615384,0.7928321678321678
ENSTGET00000008571,0.7272727272727273,1.0,0.5174825174825175,0.33653846153846156,0.7263986013986014,0.6791958041958042,0.6791958041958042,0.6748251748251748,0.6695804195804196,0.7596153846153846,0.18444055944055948,0.18444055944055948,0.6826923076923077,0.7447552447552448,0.2972027972027972,0.5174825174825175,0.6695804195804196,0.541083916083916,0.7272727272727273,0.6791958041958042,0.6040209790209791,0.5655594405594405,0.6905594405594405,0.541083916083916,0.763986013986014,0.541083916083916,0.541083916083916
ENSPTET00000035967,0.777972027972028,0.5174825174825175,1.0,0.8033216783216783,0.7797202797202797,0.8225524475524476,0.826048951048951,0.8225524475524476,0.826048951048951,0.7482517482517482,0.6486013986013986,0.6486013986013986,0.8199300699300699,0.763986013986014,0.7622377622377622,0.9833916083916084,0.8251748251748252,0.9667832167832168,0.777972027972028,0.8269230769230769,0.8583916083916084,0.7106643356643356,0.7456293706293706,0.9641608391608392,0.7342657342657343,0.9685314685314685,0.9632867132867133
ENSPTET00000043703,0.6022727272727273,0.33653846153846156,0.8033216783216783,1.0,0.6022727272727273,0.6459790209790209,0.6407342657342657,0.6416083916083916,0.6459790209790209,0.5620629370629371,0.8269230769230769,0.8269230769230769,0.6468531468531469,0.5812937062937062,0.9396853146853147,0.8076923076923077,0.6468531468531469,0.7840909090909091,0.6022727272727273,0.6416083916083916,0.6826923076923077,0.5358391608391608,0.5699300699300699,0.7832167832167832,0.5524475524475524,0.7788461538461539,0.7823426573426573
ENSMLET00000059615,0.9947552447552448,0.7263986013986014,0.7797202797202797,0.6022727272727273,1.0,0.9388111888111889,0.9353146853146853,0.9353146853146853,0.9318181818181818,0.9475524475524476,0.45192307692307687,0.45192307692307687,0.9466783216783217,0.9615384615384616,0.5638111888111889,0.7875874125874126,0.9318181818181818,0.7928321678321678,0.9947552447552448,0.9361888111888111,0.8706293706293706,0.8304195804195804,0.9571678321678322,0.791083916083916,0.9388111888111889,0.7884615384615384,0.7928321678321678
ENSMNET00000044751,0.9414335664335665,0.6791958041958042,0.8225524475524476,0.6459790209790209,0.9388111888111889,1.0,0.9807692307692307,0.9772727272727273,0.9711538461538461,0.9020979020979021,0.493006993006993,0.493006993006993,0.9851398601398601,0.9230769230769231,0.6031468531468531,0.8251748251748252,0.9711538461538461,0.8015734265734266,0.9414335664335665,0.9833916083916084,0.888986013986014,0.8758741258741258,0.9064685314685315,0.798951048951049,0.8924825174825175,0.7980769230769231,0.8015734265734266
ENSCATT00000049272,0.9379370629370629,0.6791958041958042,0.826048951048951,0.6407342657342657,0.9353146853146853,0.9807692307692307,1.0,0.9781468531468531,0.9729020979020979,0.9082167832167832,0.4877622377622377,0.4877622377622377,0.9816433566433567,0.9230769230769231,0.5996503496503497,0.8216783216783217,0.9729020979020979,0.8041958041958042,0.9379370629370629,0.9921328671328671,0.8854895104895105,0.8706293706293706,0.902972027972028,0.8050699300699301,0.8924825174825175,0.8024475524475524,0.8059440559440559
ENSGGOT00000067462,0.9379370629370629,0.6748251748251748,0.8225524475524476,0.6416083916083916,0.9353146853146853,0.9772727272727273,0.9781468531468531,1.0,0.9886363636363636,0.9003496503496503,0.4895104895104896,0.4895104895104896,0.9790209790209791,0.9178321678321678,0.6013986013986014,0.8234265734265734,0.9886363636363636,0.8033216783216783,0.9379370629370629,0.9798951048951049,0.8854895104895105,0.8662587412587412,0.9012237762237763,0.8006993006993007,0.8881118881118881,0.7998251748251748,0.8033216783216783
ENSPPAT00000064306,0.9326923076923077,0.6695804195804196,0.826048951048951,0.6459790209790209,0.9318181818181818,0.9711538461538461,0.9729020979020979,0.9886363636363636,1.0,0.8951048951048951,0.4947552447552448,0.4947552447552448,0.9737762237762237,0.9125874125874126,0.6066433566433567,0.8269230769230769,0.9991258741258742,0.8068181818181818,0.9326923076923077,0.9737762237762237,0.8802447552447552,0.861013986013986,0.8959790209790209,0.8041958041958042,0.8828671328671329,0.8024475524475524,0.8068181818181818
ENSMNET00000033326,0.9501748251748252,0.7596153846153846,0.7482517482517482,0.5620629370629371,0.9475524475524476,0.9020979020979021,0.9082167832167832,0.9003496503496503,0.8951048951048951,1.0,0.40821678321678323,0.40821678321678323,0.902972027972028,0.972027972027972,0.5218531468531469,0.7412587412587412,0.8951048951048951,0.7709790209790209,0.9501748251748252,0.9073426573426573,0.8295454545454546,0.791958041958042,0.9152097902097902,0.7701048951048951,0.9772727272727273,0.7701048951048951,0.7709790209790209
