	ENSGGOT00000042625	ENSGGOT00000000973	ENSPPAT00000059506	ENSPTRT00000111380	ENST00000586783	ENSPPAT00000059503	ENSGGOT00000053559	ENSPPAT00000059508	ENSPTRT00000019490	ENSPTRT00000099004	ENST00000346736	ENST00000591586
ENSGGOT00000042625	1.0	0.9536621823617341	0.9885401096163428	0.31489785749875443	0.9451918285999004	0.9422022919780768	0.3183856502242153	0.31439960139511713	0.9905331340308918	0.9441953163926258	0.9915296462381664	0.31489785749875443
ENSGGOT00000000973	0.9536621823617341	1.0	0.9422022919780768	0.3612356751370205	0.9915296462381664	0.9885401096163428	0.3647234678624813	0.3607374190333832	0.9441953163926258	0.9905331340308918	0.9451918285999004	0.3612356751370205
ENSPPAT00000059506	0.9885401096163428	0.9422022919780768	1.0	0.3193821624314899	0.9446935724962632	0.9536621823617341	0.3158943697060289	0.31988041853512705	0.9950174389636272	0.9486796213253612	0.9910313901345292	0.3163926258096661
ENSPTRT00000111380	0.31489785749875443	0.3612356751370205	0.3193821624314899	1.0	0.3617339312406578	0.3657199800697559	0.9965122072745392	0.9995017438963628	0.3183856502242153	0.3647234678624813	0.3153961136023916	0.9970104633781764
ENST00000586783	0.9451918285999004	0.9915296462381664	0.9446935724962632	0.3617339312406578	1.0	0.9910313901345292	0.3612356751370205	0.3612356751370205	0.946686596910812	0.9930244145490782	0.9536621823617341	0.3647234678624813
ENSPPAT00000059503	0.9422022919780768	0.9885401096163428	0.9536621823617341	0.3657199800697559	0.9910313901345292	1.0	0.36223218734429496	0.3662182361733931	0.9486796213253612	0.9950174389636272	0.9446935724962632	0.36273044344793226
ENSGGOT00000053559	0.3183856502242153	0.3647234678624813	0.3158943697060289	0.9965122072745392	0.3612356751370205	0.36223218734429496	1.0	0.996013951170902	0.31489785749875443	0.3612356751370205	0.31489785749875443	0.9965122072745392
ENSPPAT00000059508	0.31439960139511713	0.3607374190333832	0.31988041853512705	0.9995017438963628	0.3612356751370205	0.3662182361733931	0.996013951170902	1.0	0.31788739412057804	0.364225211758844	0.31489785749875443	0.9965122072745392
ENSPTRT00000019490	0.9905331340308918	0.9441953163926258	0.9950174389636272	0.3183856502242153	0.946686596910812	0.9486796213253612	0.31489785749875443	0.31788739412057804	1.0	0.9536621823617341	0.9930244145490782	0.3153961136023916
ENSPTRT00000099004	0.9441953163926258	0.9905331340308918	0.9486796213253612	0.3647234678624813	0.9930244145490782	0.9950174389636272	0.3612356751370205	0.364225211758844	0.9536621823617341	1.0	0.946686596910812	0.3617339312406578
ENST00000346736	0.9915296462381664	0.9451918285999004	0.9910313901345292	0.3153961136023916	0.9536621823617341	0.9446935724962632	0.31489785749875443	0.31489785749875443	0.9930244145490782	0.946686596910812	1.0	0.3183856502242153
ENST00000591586	0.31489785749875443	0.3612356751370205	0.3163926258096661	0.9970104633781764	0.3647234678624813	0.36273044344793226	0.9965122072745392	0.9965122072745392	0.3153961136023916	0.3617339312406578	0.3183856502242153	1.0
