	ENSCPUT00000025122	ENSLCOT00000007838	ENSSCAT00000012948	ENSMVIT00005030207	ENSZALT00000003348	ENSMVIT00005030185	ENSDNVT00000032511	ENSMVIT00005030222	ENSCPUT00000003340	ENSZALT00000007376	ENSSCAT00000012951	ENSLCOT00000007842	ENSMVIT00005031207
ENSCPUT00000025122	1.0	0.4930875576036866	0.4447004608294931	0.4861751152073732	0.40092165898617504	0.4861751152073732	0.4101382488479263	0.4861751152073732	1.0	0.4055299539170507	0.22580645161290325	0.5	0.4861751152073732
ENSLCOT00000007838	0.4930875576036866	1.0	0.8410138248847926	0.9032258064516128	0.8294930875576036	0.9032258064516128	0.8202764976958525	0.9032258064516128	0.4930875576036866	0.8387096774193549	0.652073732718894	0.9239631336405529	0.9032258064516128
ENSSCAT00000012948	0.4447004608294931	0.8410138248847926	1.0	0.8433179723502304	0.8387096774193549	0.8433179723502304	0.8686635944700458	0.8433179723502304	0.4447004608294931	0.8755760368663594	0.6244239631336406	0.8663594470046083	0.8433179723502304
ENSMVIT00005030207	0.4861751152073732	0.9032258064516128	0.8433179723502304	1.0	0.8410138248847926	1.0	0.8064516129032258	1.0	0.4861751152073732	0.8341013824884793	0.6589861751152074	0.912442396313364	1.0
ENSZALT00000003348	0.40092165898617504	0.8294930875576036	0.8387096774193549	0.8410138248847926	1.0	0.8410138248847926	0.8064516129032258	0.8410138248847926	0.40092165898617504	0.880184331797235	0.5829493087557603	0.8317972350230415	0.8410138248847926
ENSMVIT00005030185	0.4861751152073732	0.9032258064516128	0.8433179723502304	1.0	0.8410138248847926	1.0	0.8064516129032258	1.0	0.4861751152073732	0.8341013824884793	0.6589861751152074	0.912442396313364	1.0
ENSDNVT00000032511	0.4101382488479263	0.8202764976958525	0.8686635944700458	0.8064516129032258	0.8064516129032258	0.8064516129032258	1.0	0.8064516129032258	0.4101382488479263	0.8410138248847926	0.6082949308755761	0.8156682027649771	0.8064516129032258
ENSMVIT00005030222	0.4861751152073732	0.9032258064516128	0.8433179723502304	1.0	0.8410138248847926	1.0	0.8064516129032258	1.0	0.4861751152073732	0.8341013824884793	0.6589861751152074	0.912442396313364	1.0
ENSCPUT00000003340	1.0	0.4930875576036866	0.4447004608294931	0.4861751152073732	0.40092165898617504	0.4861751152073732	0.4101382488479263	0.4861751152073732	1.0	0.4055299539170507	0.22580645161290325	0.5	0.4861751152073732
ENSZALT00000007376	0.4055299539170507	0.8387096774193549	0.8755760368663594	0.8341013824884793	0.880184331797235	0.8341013824884793	0.8410138248847926	0.8341013824884793	0.4055299539170507	1.0	0.6405529953917051	0.8548387096774194	0.8341013824884793
ENSSCAT00000012951	0.22580645161290325	0.652073732718894	0.6244239631336406	0.6589861751152074	0.5829493087557603	0.6589861751152074	0.6082949308755761	0.6589861751152074	0.22580645161290325	0.6405529953917051	1.0	0.6728110599078341	0.6589861751152074
ENSLCOT00000007842	0.5	0.9239631336405529	0.8663594470046083	0.912442396313364	0.8317972350230415	0.912442396313364	0.8156682027649771	0.912442396313364	0.5	0.8548387096774194	0.6728110599078341	1.0	0.912442396313364
ENSMVIT00005031207	0.4861751152073732	0.9032258064516128	0.8433179723502304	1.0	0.8410138248847926	1.0	0.8064516129032258	1.0	0.4861751152073732	0.8341013824884793	0.6589861751152074	0.912442396313364	1.0
