	ENSCSAVT00000002404	FBtr0300785	FBtr0301967	FBtr0300783	FBtr0332652	FBtr0332653	FBtr0332654	FBtr0300786	ENSCINT00000012768	FBtr0300784
ENSCSAVT00000002404	1.0	0.16950182260024305	0.1688942891859052	0.16950182260024305	0.1567436208991495	0.1704131227217497	0.1704131227217497	0.16950182260024305	0.7964763061968408	0.16950182260024305
FBtr0300785	0.16950182260024305	1.0	0.9921020656136088	1.0	0.9872417982989063	0.9990886998784934	0.9990886998784934	1.0	0.1646415552855407	1.0
FBtr0301967	0.1688942891859052	0.9921020656136088	1.0	0.9921020656136088	0.9793438639125152	0.991190765492102	0.991190765492102	0.9921020656136088	0.16403402187120286	0.9921020656136088
FBtr0300783	0.16950182260024305	1.0	0.9921020656136088	1.0	0.9872417982989063	0.9990886998784934	0.9990886998784934	1.0	0.1646415552855407	1.0
FBtr0332652	0.1567436208991495	0.9872417982989063	0.9793438639125152	0.9872417982989063	1.0	0.9863304981773996	0.9863304981773996	0.9872417982989063	0.15188335358444716	0.9872417982989063
FBtr0332653	0.1704131227217497	0.9990886998784934	0.991190765492102	0.9990886998784934	0.9863304981773996	1.0	0.9981773997569866	0.9990886998784934	0.16555285540704734	0.9990886998784934
FBtr0332654	0.1704131227217497	0.9990886998784934	0.991190765492102	0.9990886998784934	0.9863304981773996	0.9981773997569866	1.0	0.9990886998784934	0.16555285540704734	0.9990886998784934
FBtr0300786	0.16950182260024305	1.0	0.9921020656136088	1.0	0.9872417982989063	0.9990886998784934	0.9990886998784934	1.0	0.1646415552855407	1.0
ENSCINT00000012768	0.7964763061968408	0.1646415552855407	0.16403402187120286	0.1646415552855407	0.15188335358444716	0.16555285540704734	0.16555285540704734	0.1646415552855407	1.0	0.1646415552855407
FBtr0300784	0.16950182260024305	1.0	0.9921020656136088	1.0	0.9872417982989063	0.9990886998784934	0.9990886998784934	1.0	0.1646415552855407	1.0
