,ENSTGET00000021727,ENSTGET00000021707,ENSMNET00000066417,ENSMNET00000066414,ENSMNET00000066413,ENSMFAT00000031597,ENSMFAT00000031592,ENSTGET00000021729,ENSANAT00000024095,ENSCATT00000000198,ENSPTET00000002543,ENSGGOT00000009619,ENSCATT00000000241,ENSPTRT00000106723,ENSMNET00000066423,ENSMMUT00000066909,ENSRROT00000040533,ENSMFAT00000031584,ENSPTRT00000020005,ENSANAT00000024106,ENSPPAT00000041673,ENSGGOT00000064619,ENSMMUT00000015849,ENSPPAT00000041681,ENSPTET00000002534,ENSPTET00000002537,ENSMMUT00000084807
ENSTGET00000021727,1.0,0.3722760290556901,0.3837772397094431,0.9933414043583535,0.9933414043583535,0.3843825665859564,0.3819612590799031,0.8964891041162227,0.3577481840193705,0.36985472154963683,0.8928571428571429,0.37893462469733663,0.8928571428571429,0.8898305084745762,0.8934624697336562,0.3813559322033898,0.4243341404358354,0.9945520581113801,0.37832929782082325,0.8801452784503632,0.37832929782082325,0.8831719128329297,0.3813559322033898,0.8898305084745762,0.8383777239709443,0.423728813559322,0.3813559322033898
ENSTGET00000021707,0.3722760290556901,1.0,0.9539951573849879,0.36682808716707016,0.36682808716707016,0.9552058111380145,0.9769975786924939,0.26876513317191275,0.9364406779661016,0.9957627118644068,0.26634382566585957,0.9606537530266344,0.26694915254237284,0.2651331719128329,0.26694915254237284,0.9763922518159807,0.9303874092009685,0.36743341404358354,0.9594430992736077,0.25968523002421307,0.9594430992736077,0.2615012106537531,0.9763922518159807,0.2651331719128329,0.211864406779661,0.9315980629539952,0.9763922518159807
ENSMNET00000066417,0.3837772397094431,0.9539951573849879,1.0,0.38922518159806296,0.38922518159806296,0.9987893462469734,0.9769975786924939,0.2838983050847458,0.9176755447941889,0.9570217917675545,0.2838983050847458,0.9552058111380145,0.28450363196125905,0.28268765133171914,0.2857142857142857,0.9763922518159807,0.9085956416464891,0.3886198547215496,0.9539951573849879,0.276634382566586,0.9539951573849879,0.2790556900726393,0.9763922518159807,0.28268765133171914,0.22941888619854722,0.9110169491525424,0.9763922518159807
ENSMNET00000066414,0.9933414043583535,0.36682808716707016,0.38922518159806296,1.0,1.0,0.3886198547215496,0.3861985472154963,0.8934624697336562,0.3547215496368039,0.3680387409200969,0.8934624697336562,0.3795399515738499,0.8934624697336562,0.8904358353510896,0.8964891041162227,0.38559322033898313,0.423728813559322,0.9987893462469734,0.37893462469733663,0.8795399515738499,0.37893462469733663,0.8837772397094431,0.38559322033898313,0.8904358353510896,0.8389830508474576,0.4243341404358354,0.38559322033898313
ENSMNET00000066413,0.9933414043583535,0.36682808716707016,0.38922518159806296,1.0,1.0,0.3886198547215496,0.3861985472154963,0.8934624697336562,0.3547215496368039,0.3680387409200969,0.8934624697336562,0.3795399515738499,0.8934624697336562,0.8904358353510896,0.8964891041162227,0.38559322033898313,0.423728813559322,0.9987893462469734,0.37893462469733663,0.8795399515738499,0.37893462469733663,0.8837772397094431,0.38559322033898313,0.8904358353510896,0.8389830508474576,0.4243341404358354,0.38559322033898313
ENSMFAT00000031597,0.3843825665859564,0.9552058111380145,0.9987893462469734,0.3886198547215496,0.3886198547215496,1.0,0.9782082324455206,0.2838983050847458,0.9188861985472155,0.9582324455205811,0.2838983050847458,0.9564164648910412,0.28450363196125905,0.28268765133171914,0.2857142857142857,0.9776029055690073,0.9098062953995157,0.38922518159806296,0.9552058111380145,0.276634382566586,0.9552058111380145,0.2790556900726393,0.9776029055690073,0.28268765133171914,0.22941888619854722,0.912227602905569,0.9776029055690073
ENSMFAT00000031592,0.3819612590799031,0.9769975786924939,0.9769975786924939,0.3861985472154963,0.3861985472154963,0.9782082324455206,1.0,0.2814769975786925,0.9382566585956417,0.9800242130750605,0.2814769975786925,0.9776029055690073,0.28208232445520576,0.28026634382566584,0.2832929782082325,0.9993946731234867,0.9315980629539952,0.38680387409200967,0.9763922518159807,0.27360774818401934,0.9763922518159807,0.276634382566586,0.9993946731234867,0.28026634382566584,0.22699757869249393,0.9340193704600485,0.9993946731234867
ENSTGET00000021729,0.8964891041162227,0.26876513317191275,0.2838983050847458,0.8934624697336562,0.8934624697336562,0.2838983050847458,0.2814769975786925,1.0,0.2560532687651331,0.26694915254237284,0.9963680387409201,0.27966101694915246,0.9963680387409201,0.9933414043583535,0.9969733656174334,0.2814769975786925,0.3238498789346247,0.8940677966101694,0.27966101694915246,0.9836561743341404,0.27966101694915246,0.986682808716707,0.2814769975786925,0.9933414043583535,0.927360774818402,0.32263922518159804,0.2814769975786925
ENSANAT00000024095,0.3577481840193705,0.9364406779661016,0.9176755447941889,0.3547215496368039,0.3547215496368039,0.9188861985472155,0.9382566585956417,0.2560532687651331,1.0,0.9382566585956417,0.2560532687651331,0.9412832929782082,0.25544794188861986,0.2560532687651331,0.25544794188861986,0.9376513317191283,0.8783292978208233,0.3553268765133172,0.9400726392251816,0.2651331719128329,0.9400726392251816,0.2524213075060533,0.9376513317191283,0.2560532687651331,0.20157384987893456,0.8819612590799032,0.9376513317191283
ENSCATT00000000198,0.36985472154963683,0.9957627118644068,0.9570217917675545,0.3680387409200969,0.3680387409200969,0.9582324455205811,0.9800242130750605,0.26694915254237284,0.9382566585956417,1.0,0.26694915254237284,0.9636803874092009,0.26876513317191275,0.2657384987893463,0.2675544794188862,0.9794188861985472,0.9322033898305084,0.3686440677966102,0.9624697336561744,0.2590799031476998,0.9624697336561744,0.26210653753026636,0.9794188861985472,0.2657384987893463,0.21246973365617428,0.9346246973365617,0.9794188861985472
ENSPTET00000002543,0.8928571428571429,0.26634382566585957,0.2838983050847458,0.8934624697336562,0.8934624697336562,0.2838983050847458,0.2814769975786925,0.9963680387409201,0.2560532687651331,0.26694915254237284,1.0,0.27966101694915246,0.9963680387409201,0.9933414043583535,0.9969733656174334,0.2814769975786925,0.3232445520581113,0.8940677966101694,0.27966101694915246,0.9836561743341404,0.27966101694915246,0.986682808716707,0.2814769975786925,0.9933414043583535,0.9309927360774818,0.32506053268765134,0.2814769975786925
ENSGGOT00000009619,0.37893462469733663,0.9606537530266344,0.9552058111380145,0.3795399515738499,0.3795399515738499,0.9564164648910412,0.9776029055690073,0.27966101694915246,0.9412832929782082,0.9636803874092009,0.27966101694915246,1.0,0.28026634382566584,0.28208232445520576,0.28026634382566584,0.9769975786924939,0.9164648910411622,0.38014527845036317,0.9939467312348669,0.2742130750605327,0.9939467312348669,0.27966101694915246,0.9769975786924939,0.28208232445520576,0.225181598062954,0.9194915254237288,0.9769975786924939
ENSCATT00000000241,0.8928571428571429,0.26694915254237284,0.28450363196125905,0.8934624697336562,0.8934624697336562,0.28450363196125905,0.28208232445520576,0.9963680387409201,0.25544794188861986,0.26876513317191275,0.9963680387409201,0.28026634382566584,1.0,0.9933414043583535,0.9969733656174334,0.28208232445520576,0.3232445520581113,0.8940677966101694,0.28026634382566584,0.9824455205811138,0.28026634382566584,0.986682808716707,0.28208232445520576,0.9933414043583535,0.927360774818402,0.3232445520581113,0.28208232445520576
