,ENSGACT00000005462,ENSHHUT00000069936,ENSGWIT00000052729,ENSELUT00000004751,ENSLBET00000002454,ENSTRUT00000026877,ENSTNIT00000014998,ENSMMOT00000003333,ENSSMAT00000016488,ENSGACT00000005455,ENSMMOT00000003157,ENSHCOT00000022003,ENSHCOT00000027667,ENSLCRT00005021306,ENSSDUT00000011961,ENSLCRT00005021303
ENSGACT00000005462,1.0,0.6957055214723926,0.6838445807770961,0.6793456032719837,0.7975460122699386,0.710838445807771,0.7259713701431493,0.7128834355828221,0.8008179959100205,0.9276073619631902,0.7026584867075665,0.6511247443762781,0.6511247443762781,0.8069529652351738,0.8159509202453987,0.807361963190184
ENSHHUT00000069936,0.6957055214723926,1.0,0.6302658486707566,0.8355828220858895,0.6846625766871166,0.6319018404907976,0.6376278118609406,0.612678936605317,0.69079754601227,0.6441717791411042,0.6012269938650306,0.5914110429447853,0.5914110429447853,0.6895705521472393,0.7034764826175869,0.6899795501022495
ENSGWIT00000052729,0.6838445807770961,0.6302658486707566,1.0,0.6233128834355828,0.6850715746421268,0.6249488752556237,0.6351738241308793,0.6110429447852761,0.6785276073619632,0.6298568507157464,0.5934560327198364,0.6114519427402862,0.6114519427402862,0.6899795501022495,0.6809815950920245,0.69079754601227
ENSELUT00000004751,0.6793456032719837,0.8355828220858895,0.6233128834355828,1.0,0.6785276073619632,0.6241308793456033,0.6339468302658486,0.6020449897750512,0.6768916155419223,0.631083844580777,0.5893660531697341,0.5865030674846625,0.5865030674846625,0.6732106339468302,0.6797546012269938,0.6736196319018405
ENSLBET00000002454,0.7975460122699386,0.6846625766871166,0.6850715746421268,0.6785276073619632,1.0,0.7100204498977505,0.7173824130879346,0.6952965235173824,0.7885480572597137,0.7402862985685071,0.6846625766871166,0.6396728016359918,0.6396728016359918,0.8130879345603272,0.8077709611451943,0.8134969325153374
ENSTRUT00000026877,0.710838445807771,0.6319018404907976,0.6249488752556237,0.6241308793456033,0.7100204498977505,1.0,0.8175869120654397,0.7034764826175869,0.7075664621676891,0.6650306748466258,0.6899795501022495,0.6,0.6,0.7284253578732106,0.7231083844580777,0.7288343558282209
ENSTNIT00000014998,0.7259713701431493,0.6376278118609406,0.6351738241308793,0.6339468302658486,0.7173824130879346,0.8175869120654397,1.0,0.7141104294478527,0.7194274028629857,0.6756646216768916,0.6973415132924335,0.6147239263803681,0.6147239263803681,0.7353783231083845,0.7337423312883435,0.7357873210633947
ENSMMOT00000003333,0.7128834355828221,0.612678936605317,0.6110429447852761,0.6020449897750512,0.6952965235173824,0.7034764826175869,0.7141104294478527,1.0,0.7026584867075665,0.6572597137014315,0.8548057259713702,0.5725971370143149,0.5725971370143149,0.7247443762781186,0.7210633946830266,0.7251533742331289
ENSSMAT00000016488,0.8008179959100205,0.69079754601227,0.6785276073619632,0.6768916155419223,0.7885480572597137,0.7075664621676891,0.7194274028629857,0.7026584867075665,1.0,0.7443762781186094,0.6961145194274029,0.656441717791411,0.656441717791411,0.8028629856850715,0.8368098159509203,0.803680981595092
ENSGACT00000005455,0.9276073619631902,0.6441717791411042,0.6298568507157464,0.631083844580777,0.7402862985685071,0.6650306748466258,0.6756646216768916,0.6572597137014315,0.7443762781186094,1.0,0.6470347648261758,0.5987730061349693,0.5987730061349693,0.7476482617586913,0.7591002044989775,0.7480572597137014
ENSMMOT00000003157,0.7026584867075665,0.6012269938650306,0.5934560327198364,0.5893660531697341,0.6846625766871166,0.6899795501022495,0.6973415132924335,0.8548057259713702,0.6961145194274029,0.6470347648261758,1.0,0.5595092024539877,0.5595092024539877,0.7190184049079754,0.7120654396728017,0.7190184049079754
ENSHCOT00000022003,0.6511247443762781,0.5914110429447853,0.6114519427402862,0.5865030674846625,0.6396728016359918,0.6,0.6147239263803681,0.5725971370143149,0.656441717791411,0.5987730061349693,0.5595092024539877,1.0,1.0,0.6478527607361964,0.6421267893660532,0.6486707566462168
ENSHCOT00000027667,0.6511247443762781,0.5914110429447853,0.6114519427402862,0.5865030674846625,0.6396728016359918,0.6,0.6147239263803681,0.5725971370143149,0.656441717791411,0.5987730061349693,0.5595092024539877,1.0,1.0,0.6478527607361964,0.6421267893660532,0.6486707566462168
ENSLCRT00005021306,0.8069529652351738,0.6895705521472393,0.6899795501022495,0.6732106339468302,0.8130879345603272,0.7284253578732106,0.7353783231083845,0.7247443762781186,0.8028629856850715,0.7476482617586913,0.7190184049079754,0.6478527607361964,0.6478527607361964,1.0,0.8274028629856851,0.9991820040899796
ENSSDUT00000011961,0.8159509202453987,0.7034764826175869,0.6809815950920245,0.6797546012269938,0.8077709611451943,0.7231083844580777,0.7337423312883435,0.7210633946830266,0.8368098159509203,0.7591002044989775,0.7120654396728017,0.6421267893660532,0.6421267893660532,0.8274028629856851,1.0,0.8278118609406953
ENSLCRT00005021303,0.807361963190184,0.6899795501022495,0.69079754601227,0.6736196319018405,0.8134969325153374,0.7288343558282209,0.7357873210633947,0.7251533742331289,0.803680981595092,0.7480572597137014,0.7190184049079754,0.6486707566462168,0.6486707566462168,0.9991820040899796,0.8278118609406953,1.0
