	ENSEBUT00000006849	ENSEBUT00000006866	F13E6.4.1	FBtr0290258	ENSPKIT00000032791	ENSEBUT00000006514	FBtr0452181	ENSPKIT00000032785	FBtr0290256	FBtr0309372
ENSEBUT00000006849	1.0	0.988458927359131	0.7686128083276759	0.8337859244172889	0.8655804480651731	0.8533604887983707	0.825978728219054	0.8722561665535189	0.8336727766463001	0.8337859244172889
ENSEBUT00000006866	0.988458927359131	1.0	0.7631817153202082	0.8275627970128988	0.8771215207060421	0.8456664403711247	0.8197556008146639	0.8642226748133062	0.8452138492871691	0.8275627970128988
F13E6.4.1	0.7686128083276759	0.7631817153202082	1.0	0.767255035075809	0.7732518669382213	0.8005204797465489	0.7594478388775742	0.7786829599456891	0.7584295089386739	0.767255035075809
FBtr0290258	0.8337859244172889	0.8275627970128988	0.767255035075809	1.0	0.8328807422493777	0.8747454175152749	0.9921928038017652	0.8413668250735461	0.9823489477257298	1.0
ENSPKIT00000032791	0.8655804480651731	0.8771215207060421	0.7732518669382213	0.8328807422493777	1.0	0.8538130798823264	0.8250735460511428	0.987101154107264	0.8505317945236479	0.8328807422493777
ENSEBUT00000006514	0.8533604887983707	0.8456664403711247	0.8005204797465489	0.8747454175152749	0.8538130798823264	1.0	0.86693822131704	0.8630911971034171	0.8699932111337406	0.8747454175152749
FBtr0452181	0.825978728219054	0.8197556008146639	0.7594478388775742	0.9921928038017652	0.8250735460511428	0.86693822131704	1.0	0.8335596288753112	0.9745417515274948	0.9921928038017652
ENSPKIT00000032785	0.8722561665535189	0.8642226748133062	0.7786829599456891	0.8413668250735461	0.987101154107264	0.8630911971034171	0.8335596288753112	1.0	0.8398959040506903	0.8413668250735461
FBtr0290256	0.8336727766463001	0.8452138492871691	0.7584295089386739	0.9823489477257298	0.8505317945236479	0.8699932111337406	0.9745417515274948	0.8398959040506903	1.0	0.9823489477257298
FBtr0309372	0.8337859244172889	0.8275627970128988	0.767255035075809	1.0	0.8328807422493777	0.8747454175152749	0.9921928038017652	0.8413668250735461	0.9823489477257298	1.0
