	ENSPTRT00000024341	ENSVURT00010031358	ENSNLET00000035082	ENSPTRT00000090523	ENSNLET00000042742	ENSPTRT00000107793	ENSPCIT00000025027	ENST00000401884	ENSPPYT00000015528	ENSMODT00000036248	ENSVURT00010031309	ENSVURT00010031321	ENSNLET00000042168	ENSMODT00000085325	ENSPTET00000052411	ENSPTET00000052410	ENST00000342631	ENSVURT00010031365	ENSNLET00000017482	ENSPCIT00000025018	ENST00000405547	ENST00000310397
ENSPTRT00000024341	1.0	0.6281395613137857	0.9224911921809296	0.9959086259802249	0.6441641095579043	0.9745425616547336	0.7840663711785429	0.9432890101147856	0.93260597795204	0.8612342311626321	0.649164677804296	0.6367769064666441	0.9079440845550629	0.7121263779974997	0.9537447437208774	0.9736333674281168	0.694624389135129	0.6543925446073418	0.9416979202182066	0.7964541425161951	0.9662461643368564	0.9867030344357314
ENSVURT00010031358	0.6281395613137857	1.0	0.6138197522445733	0.6316626889419252	0.6937151949085123	0.6535969996590522	0.7200818274803955	0.6234799409023752	0.6438231617229231	0.6557563359472668	0.9324923286737128	0.9257870212524152	0.6375724514149335	0.5451755881350153	0.6560972837822479	0.6352994658483918	0.7365609728378225	0.9628366859870441	0.631321741106944	0.7267871349016933	0.6550744402773042	0.6342766223434482
ENSNLET00000035082	0.9224911921809296	0.6138197522445733	1.0	0.9254460734174338	0.6393908398681668	0.9096488237299694	0.7571314922150244	0.8872599158995341	0.8861234231162632	0.8182748039549949	0.627230367087169	0.6126832594613024	0.9762473008296396	0.6834867598590749	0.916013183316286	0.9238549835208546	0.6664393681100125	0.6298443004886919	0.9782929878395272	0.7589498806682577	0.9218092965109672	0.92987839527219
ENSPTRT00000090523	0.9959086259802249	0.6316626889419252	0.9254460734174338	1.0	0.6441641095579043	0.9704511876349584	0.7875894988066826	0.9473803841345608	0.9366973519718149	0.8650983066257529	0.6526878054324355	0.6403000340947835	0.9108989657915672	0.7159904534606205	0.9578361177406524	0.9777247414478918	0.6987157631549039	0.6579156722354813	0.9457892942379816	0.7999772701443346	0.9703375383566314	0.9907944084555064
ENSNLET00000042742	0.6441641095579043	0.6937151949085123	0.6393908398681668	0.6441641095579043	1.0	0.6530287532674167	0.5910898965791567	0.610751221729742	0.6838277076940561	0.5931355835890442	0.6881463802704852	0.6735992726446187	0.6463234458461189	0.4769860211387658	0.6458688487328106	0.6406409819297647	0.9362427548585066	0.7011023979997727	0.660188657802023	0.5904080009091942	0.6470053415160814	0.6417774747130356
ENSPTRT00000107793	0.9745425616547336	0.6535969996590522	0.9096488237299694	0.9704511876349584	0.6530287532674167	1.0	0.7844073190135242	0.9455619956813274	0.907603136720082	0.8428230480736447	0.6329128310035231	0.6181384248210023	0.9334015229003296	0.7366746221161495	0.9698829412433232	0.949085123309467	0.7033753835663143	0.6610978520286396	0.9288555517672464	0.7856574610751221	0.9823843618593022	0.961586543925446
ENSPCIT00000025027	0.7840663711785429	0.7200818274803955	0.7571314922150244	0.7875894988066826	0.5910898965791567	0.7844073190135242	1.0	0.7549721559268099	0.7816797363336743	0.8250937606546198	0.7274690305716559	0.7092851460393227	0.7556540515967723	0.7063302648028185	0.7922491192180929	0.7882713944766451	0.6335947266734856	0.7270144334583475	0.7748607796340493	0.9551085350608024	0.793612910558018	0.7895215365382429
ENST00000401884	0.9432890101147856	0.6234799409023752	0.8872599158995341	0.9473803841345608	0.610751221729742	0.9455619956813274	0.7549721559268099	1.0	0.8979429480622798	0.8327082623025344	0.6199568132742357	0.6362086600750085	0.8999886350721673	0.7486077963404932	0.9389703375383568	0.9396522332083193	0.6726900784180021	0.6522332083191271	0.9083986816683716	0.7774747130355723	0.954540288669167	0.9562450278440732
ENSPPYT00000015528	0.93260597795204	0.6438231617229231	0.8861234231162632	0.9366973519718149	0.6838277076940561	0.907603136720082	0.7816797363336743	0.8979429480622798	1.0	0.8311171724059552	0.6645073303784521	0.6524605068757814	0.8715763154903966	0.6816683714058416	0.9145357426980338	0.9344243664052734	0.7359927264461871	0.669848846459825	0.907603136720082	0.7944084555063076	0.9211274008410046	0.9411296738265712
ENSMODT00000036248	0.8612342311626321	0.6557563359472668	0.8182748039549949	0.8650983066257529	0.5931355835890442	0.8428230480736447	0.8250937606546198	0.8327082623025344	0.8311171724059552	1.0	0.6791680872826458	0.6649619274917604	0.8085009660188658	0.8347539493124219	0.8543016251846801	0.8686214342538925	0.6428003182179793	0.6833731105807478	0.8360040913740198	0.8397545175588135	0.8524832367314468	0.8673712921922946
