,ENSLAFT00000029524,ENSVURT00010020709,ENSPCIT00000064398,ENSPCIT00000029171,ENSPCIT00000029170,ENSVURT00010020661,ENSSHAT00000020294,ENSPCAT00000004783,ENSEBUT00000010705,ENSMODT00000070261,ENSMODT00000021640,ENSVURT00010020680,ENSVURT00010020769,ENSCPOT00000015184,ENSVURT00010020644,ENSPCIT00000029168,ENSPCIT00000029169,ENSCAPT00000018093,ENSCLAT00000004201,ENSETET00000008121,ENSVURT00010020697,ENSPCIT00000061318,ENSEBUT00000008210,ENSVURT00010020753
ENSLAFT00000029524,1.0,0.6480727044813538,0.4432779692886242,0.3715136320902539,0.4240050141021623,0.687402068317142,0.6689125665935444,0.7762456910059542,0.6179880915073644,0.6884989031651519,0.6739266687558759,0.6676590410529615,0.3621121905358822,0.7541523033531808,0.6643685365089314,0.6595111250391726,0.3616421184581635,0.7284550297712316,0.7560325916640551,0.784393607019743,0.6822312754622375,0.5316515198997179,0.6468191789407709,0.3616421184581635
ENSVURT00010020709,0.6480727044813538,1.0,0.7328423691632717,0.3329677217173299,0.7135694139768097,0.9473519272955186,0.9269821372610467,0.6056095267941084,0.5808523973675964,0.9155437167032279,0.9296458790347853,0.9741460357254779,0.3235662801629583,0.8005327483547477,0.9703854591037292,0.9490755249138201,0.32309620808523976,0.6153243497336258,0.8025697273581949,0.727984957693513,0.9595738013162018,0.8212159197743654,0.6226888122845503,0.32309620808523976
ENSPCIT00000064398,0.4432779692886242,0.7328423691632717,1.0,0.5250705108116578,0.9807270448135381,0.735819492322156,0.7281416483860859,0.4020683171419618,0.33187088686932,0.7162331557505485,0.7306486994672516,0.7582262613600752,0.5103415857098088,0.600438733939204,0.7585396427452209,0.7759323096208085,0.5098715136320903,0.39486054528361014,0.6031024757129426,0.5261673456596678,0.7439674083359449,0.9116264493889062,0.3748041366342839,0.504544030084613
ENSPCIT00000029171,0.3715136320902539,0.3329677217173299,0.5250705108116578,1.0,0.5443434659981197,0.3339078658727672,0.3113444061422752,0.3306173613287371,0.6474459417110624,0.32920714509558135,0.3146349106863052,0.3071137574428079,0.9636477593230962,0.3437793795048574,0.31087433406455656,0.3010028204324663,0.9634910686305234,0.3541209652146662,0.3437793795048574,0.3296772171732999,0.321685991852084,0.43669696020056414,0.6497963020996553,0.9578502036979003
ENSPCIT00000029170,0.4240050141021623,0.7135694139768097,0.9807270448135381,0.5443434659981197,1.0,0.7165465371356942,0.708868693199624,0.3827953619554998,0.312597931682858,0.6969602005640865,0.7113757442807898,0.7389533061736133,0.529301159511125,0.5811657787527421,0.739266687558759,0.7566593544343466,0.5291444688185521,0.37558759009714815,0.5838295205264807,0.506894390473206,0.7246944531494829,0.8923534942024444,0.3555311814478219,0.5235036038859292
ENSVURT00010020661,0.687402068317142,0.9473519272955186,0.735819492322156,0.3339078658727672,0.7165465371356942,1.0,0.9269821372610467,0.6460357254779067,0.575524913820119,0.9144468818552178,0.9285490441867753,0.9732058915700408,0.3245064243183955,0.8068003760576622,0.9769664681917894,0.9492322156063929,0.32403635224067684,0.6035725477906613,0.8085239736759636,0.732528987778126,0.9586336571607647,0.8241930429332498,0.6187715449702288,0.32403635224067684
ENSSHAT00000020294,0.6689125665935444,0.9269821372610467,0.7281416483860859,0.3113444061422752,0.708868693199624,0.9269821372610467,1.0,0.6277029144468819,0.5576621748668129,0.9345032905045441,0.9486054528361015,0.9518959573801317,0.3019429645879035,0.823879661548104,0.9493889062989659,0.9443748041366343,0.30147289251018483,0.619711689125666,0.8252898777812598,0.7486681291131306,0.9379504857411469,0.8165151989971796,0.601535568787214,0.30147289251018483
ENSPCAT00000004783,0.7762456910059542,0.6056095267941084,0.4020683171419618,0.3306173613287371,0.3827953619554998,0.6460357254779067,0.6277029144468819,1.0,0.5515512378564713,0.6212785960513946,0.6336571607646506,0.6262926982137261,0.32121591977436537,0.7069884048887496,0.623002193669696,0.6183014728925101,0.3207458476966468,0.7895643998746474,0.7102789094327797,0.7085553118144782,0.6137574428078972,0.49044186775305554,0.6220620495142588,0.3207458476966468
ENSEBUT00000010705,0.6179880915073644,0.5808523973675964,0.33187088686932,0.6474459417110624,0.312597931682858,0.575524913820119,0.5576621748668129,0.5515512378564713,1.0,0.5770918207458478,0.5625195863365716,0.5549984330930743,0.6380445001566907,0.5899404575368223,0.5524913820119085,0.5481040426198683,0.6375744280789721,0.5752115324349734,0.590253838921968,0.5747414603572548,0.5695706675023504,0.42024443748041374,0.83296772171733,0.6375744280789721
ENSMODT00000070261,0.6884989031651519,0.9155437167032279,0.7162331557505485,0.32920714509558135,0.6969602005640865,0.9144468818552178,0.9345032905045441,0.6212785960513946,0.5770918207458478,1.0,0.9854277655907239,0.9404575368223127,0.31980570354120963,0.818238796615481,0.936696960200564,0.9324663115010968,0.3193356314634911,0.6161078031964902,0.8207458476966468,0.7489815104982764,0.9550297712315888,0.8046067063616421,0.6034158570980884,0.3193356314634911
