	F44F4.2.2	FBtr0303559	FBtr0303558	FBtr0100192	FBtr0100193	F44F4.2.1	FBtr0333427	FBtr0071405	FBtr0071404	FBtr0071407	FBtr0071406
F44F4.2.2	1.0	0.2073719752391672	0.10326392796848616	0.2073719752391672	0.1238041643218908	1.0	0.2073719752391672	0.11170512099043327	0.09735509285312327	0.2073719752391672	0.09313449634214964
FBtr0303559	0.2073719752391672	1.0	0.7535171637591446	1.0	0.9164321890827236	0.2073719752391672	1.0	0.7222847495779403	0.7476083286437817	1.0	0.7433877321328081
FBtr0303558	0.10326392796848616	0.7535171637591446	1.0	0.7535171637591446	0.8370849746764208	0.10326392796848616	0.7535171637591446	0.9670793472144062	0.9924029262802476	0.7535171637591446	0.988182329769274
FBtr0100192	0.2073719752391672	1.0	0.7535171637591446	1.0	0.9164321890827236	0.2073719752391672	1.0	0.7222847495779403	0.7476083286437817	1.0	0.7433877321328081
FBtr0100193	0.1238041643218908	0.9164321890827236	0.8370849746764208	0.9164321890827236	1.0	0.1238041643218908	0.9164321890827236	0.8058525604952167	0.831176139561058	0.9164321890827236	0.8269555430500845
F44F4.2.1	1.0	0.2073719752391672	0.10326392796848616	0.2073719752391672	0.1238041643218908	1.0	0.2073719752391672	0.11170512099043327	0.09735509285312327	0.2073719752391672	0.09313449634214964
FBtr0333427	0.2073719752391672	1.0	0.7535171637591446	1.0	0.9164321890827236	0.2073719752391672	1.0	0.7222847495779403	0.7476083286437817	1.0	0.7433877321328081
FBtr0071405	0.11170512099043327	0.7222847495779403	0.9670793472144062	0.7222847495779403	0.8058525604952167	0.11170512099043327	0.7222847495779403	1.0	0.9611705120990434	0.7222847495779403	0.9569499155880696
FBtr0071404	0.09735509285312327	0.7476083286437817	0.9924029262802476	0.7476083286437817	0.831176139561058	0.09735509285312327	0.7476083286437817	0.9611705120990434	1.0	0.7476083286437817	0.9822734946539112
FBtr0071407	0.2073719752391672	1.0	0.7535171637591446	1.0	0.9164321890827236	0.2073719752391672	1.0	0.7222847495779403	0.7476083286437817	1.0	0.7433877321328081
FBtr0071406	0.09313449634214964	0.7433877321328081	0.988182329769274	0.7433877321328081	0.8269555430500845	0.09313449634214964	0.7433877321328081	0.9569499155880696	0.9822734946539112	0.7433877321328081	1.0
